"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]"
"Jyväskylä Hannikaisenkatu","2024","5","24","17:00","17.1","10.5"
"Jyväskylä Hannikaisenkatu","2024","5","24","18:00","19","13.1"
"Jyväskylä Hannikaisenkatu","2024","5","24","19:00","20.8","15.5"
"Jyväskylä Hannikaisenkatu","2024","5","24","20:00","21.3","16"
"Jyväskylä Hannikaisenkatu","2024","5","24","21:00","22.2","17.3"
"Jyväskylä Hannikaisenkatu","2024","5","24","22:00","23.8","19.7"
"Jyväskylä Hannikaisenkatu","2024","5","24","23:00","25.7","21.5"
"Jyväskylä Hannikaisenkatu","2024","5","25","00:00","28.7","24.1"
"Jyväskylä Hannikaisenkatu","2024","5","25","01:00","31.4","27"
"Jyväskylä Hannikaisenkatu","2024","5","25","02:00","35.4","29.6"
"Jyväskylä Hannikaisenkatu","2024","5","25","03:00","38.4","33.9"
"Jyväskylä Hannikaisenkatu","2024","5","25","04:00","31.9","28.9"
"Jyväskylä Hannikaisenkatu","2024","5","25","05:00","27.3","24.4"
"Jyväskylä Hannikaisenkatu","2024","5","25","06:00","25","21.8"
"Jyväskylä Hannikaisenkatu","2024","5","25","07:00","21.4","17.2"
"Jyväskylä Hannikaisenkatu","2024","5","25","08:00","19.4","16.3"
"Jyväskylä Hannikaisenkatu","2024","5","25","09:00","20.4","16.7"
"Jyväskylä Hannikaisenkatu","2024","5","25","10:00","19.2","15.5"
"Jyväskylä Hannikaisenkatu","2024","5","25","11:00","19.8","16.1"
"Jyväskylä Hannikaisenkatu","2024","5","25","12:00","21.8","17.8"
"Jyväskylä Hannikaisenkatu","2024","5","25","13:00","20.7","17.2"
"Jyväskylä Hannikaisenkatu","2024","5","25","14:00","24.2","20"
"Jyväskylä Hannikaisenkatu","2024","5","25","15:00","23.3","19"
"Jyväskylä Hannikaisenkatu","2024","5","25","16:00","19.8","16.3"
"Jyväskylä Hannikaisenkatu","2024","5","25","17:00","17.7","14.2"
"Jyväskylä Hannikaisenkatu","2024","5","25","18:00","15.5","12.2"
"Jyväskylä Hannikaisenkatu","2024","5","25","19:00","17.4","12.9"
"Jyväskylä Hannikaisenkatu","2024","5","25","20:00","18.2","14.1"
"Jyväskylä Hannikaisenkatu","2024","5","25","21:00","20.3","15.2"
"Jyväskylä Hannikaisenkatu","2024","5","25","22:00","19.1","15.9"
"Jyväskylä Hannikaisenkatu","2024","5","25","23:00","21","16.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","00:00","21.9","17.3"
"Jyväskylä Hannikaisenkatu","2024","5","26","01:00","20.2","16.2"
"Jyväskylä Hannikaisenkatu","2024","5","26","02:00","15.9","13.1"
"Jyväskylä Hannikaisenkatu","2024","5","26","03:00","15.2","12.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","04:00","11.2","8.6"
"Jyväskylä Hannikaisenkatu","2024","5","26","05:00","9.4","6.8"
"Jyväskylä Hannikaisenkatu","2024","5","26","06:00","8.8","6.3"
"Jyväskylä Hannikaisenkatu","2024","5","26","07:00","8.6","6"
"Jyväskylä Hannikaisenkatu","2024","5","26","08:00","7.2","3.8"
"Jyväskylä Hannikaisenkatu","2024","5","26","09:00","6.5","3.3"
"Jyväskylä Hannikaisenkatu","2024","5","26","10:00","7.9","4.1"
"Jyväskylä Hannikaisenkatu","2024","5","26","11:00","7.6","4.2"
"Jyväskylä Hannikaisenkatu","2024","5","26","12:00","7.3","4.3"
"Jyväskylä Hannikaisenkatu","2024","5","26","13:00","6.9","3.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","14:00","7.6","4"
"Jyväskylä Hannikaisenkatu","2024","5","26","15:00","7.6","4.5"
"Jyväskylä Hannikaisenkatu","2024","5","26","16:00","8.9","4.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","17:00","10.9","5.6"
"Jyväskylä Hannikaisenkatu","2024","5","26","18:00","13.1","6.3"
"Jyväskylä Hannikaisenkatu","2024","5","26","19:00","13.3","5.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","20:00","13.2","6.5"
"Jyväskylä Hannikaisenkatu","2024","5","26","21:00","15.9","7.8"
"Jyväskylä Hannikaisenkatu","2024","5","26","22:00","17.1","8.9"
"Jyväskylä Hannikaisenkatu","2024","5","26","23:00","15.5","8.5"
"Jyväskylä Hannikaisenkatu","2024","5","27","00:00","15.5","8.5"
"Jyväskylä Hannikaisenkatu","2024","5","27","01:00","16.3","9.8"
"Jyväskylä Hannikaisenkatu","2024","5","27","02:00","19.4","14.4"
"Jyväskylä Hannikaisenkatu","2024","5","27","03:00","25.5","19.8"
"Jyväskylä Hannikaisenkatu","2024","5","27","04:00","26.5","21"
"Jyväskylä Hannikaisenkatu","2024","5","27","05:00","27.3","19.8"
"Jyväskylä Hannikaisenkatu","2024","5","27","06:00","27.3","18.2"
"Jyväskylä Hannikaisenkatu","2024","5","27","07:00","25.6","17.3"
"Jyväskylä Hannikaisenkatu","2024","5","27","08:00","30.4","18"
"Jyväskylä Hannikaisenkatu","2024","5","27","09:00","29.8","18.1"
"Jyväskylä Hannikaisenkatu","2024","5","27","10:00","30","17"
"Jyväskylä Hannikaisenkatu","2024","5","27","11:00","29.6","15.4"
"Jyväskylä Hannikaisenkatu","2024","5","27","12:00","25.5","12.5"
"Jyväskylä Hannikaisenkatu","2024","5","27","13:00","25.5","12.6"
"Jyväskylä Hannikaisenkatu","2024","5","27","14:00","21","11.1"
"Jyväskylä Hannikaisenkatu","2024","5","27","15:00","21.1","11.5"
"Jyväskylä Hannikaisenkatu","2024","5","27","16:00","24.3","12.9"
"Jyväskylä Hannikaisenkatu","2024","5","27","17:00","31.1","13.1"
"Jyväskylä Hannikaisenkatu","2024","5","27","18:00","23.9","11.9"
"Jyväskylä Hannikaisenkatu","2024","5","27","19:00","24.6","12"
"Jyväskylä Hannikaisenkatu","2024","5","27","20:00","25","12.8"
"Jyväskylä Hannikaisenkatu","2024","5","27","21:00","18.9","11.2"
"Jyväskylä Hannikaisenkatu","2024","5","27","22:00","17.2","10.8"
"Jyväskylä Hannikaisenkatu","2024","5","27","23:00","19.4","12"
"Jyväskylä Hannikaisenkatu","2024","5","28","00:00","18.8","12.5"
"Jyväskylä Hannikaisenkatu","2024","5","28","01:00","20","13.2"
"Jyväskylä Hannikaisenkatu","2024","5","28","02:00","19.6","13.8"
"Jyväskylä Hannikaisenkatu","2024","5","28","03:00","20.8","14.5"
"Jyväskylä Hannikaisenkatu","2024","5","28","04:00","23.8","15.7"
"Jyväskylä Hannikaisenkatu","2024","5","28","05:00","26.3","16.7"
"Jyväskylä Hannikaisenkatu","2024","5","28","06:00","29.8","16.7"
"Jyväskylä Hannikaisenkatu","2024","5","28","07:00","25.4","14.3"
"Jyväskylä Hannikaisenkatu","2024","5","28","08:00","24.2","11.9"
"Jyväskylä Hannikaisenkatu","2024","5","28","09:00","27.4","15.4"
"Jyväskylä Hannikaisenkatu","2024","5","28","10:00","30.2","14.9"
"Jyväskylä Hannikaisenkatu","2024","5","28","11:00","26","14.5"
"Jyväskylä Hannikaisenkatu","2024","5","28","12:00","26.2","12.1"
"Jyväskylä Hannikaisenkatu","2024","5","28","13:00","23.7","11.8"
"Jyväskylä Hannikaisenkatu","2024","5","28","14:00","23.9","12.5"
"Jyväskylä Hannikaisenkatu","2024","5","28","15:00","22.8","12.8"
"Jyväskylä Hannikaisenkatu","2024","5","28","16:00","22.7","12.4"
"Jyväskylä Hannikaisenkatu","2024","5","28","17:00","23.1","12.4"
"Jyväskylä Hannikaisenkatu","2024","5","28","18:00","24.4","12.9"
"Jyväskylä Hannikaisenkatu","2024","5","28","19:00","25.4","14.2"
"Jyväskylä Hannikaisenkatu","2024","5","28","20:00","27.5","15.6"
"Jyväskylä Hannikaisenkatu","2024","5","28","21:00","30","17.4"
"Jyväskylä Hannikaisenkatu","2024","5","28","22:00","33.7","19.3"
"Jyväskylä Hannikaisenkatu","2024","5","28","23:00","34.5","20.3"
"Jyväskylä Hannikaisenkatu","2024","5","29","00:00","30","20.5"
"Jyväskylä Hannikaisenkatu","2024","5","29","01:00","33.4","21.2"
"Jyväskylä Hannikaisenkatu","2024","5","29","02:00","30.8","20.4"
"Jyväskylä Hannikaisenkatu","2024","5","29","03:00","30","18.7"
"Jyväskylä Hannikaisenkatu","2024","5","29","04:00","32.6","18.6"
"Jyväskylä Hannikaisenkatu","2024","5","29","05:00","32.1","15.4"
"Jyväskylä Hannikaisenkatu","2024","5","29","06:00","29.1","13.7"
"Jyväskylä Hannikaisenkatu","2024","5","29","07:00","24.3","12"
"Jyväskylä Hannikaisenkatu","2024","5","29","08:00","30.4","12.1"
"Jyväskylä Hannikaisenkatu","2024","5","29","09:00","26.5","11.3"
"Jyväskylä Hannikaisenkatu","2024","5","29","10:00","24.2","12.4"
"Jyväskylä Hannikaisenkatu","2024","5","29","11:00","20.4","10.6"
"Jyväskylä Hannikaisenkatu","2024","5","29","12:00","19.5","10.5"
"Jyväskylä Hannikaisenkatu","2024","5","29","13:00","20","10.7"
"Jyväskylä Hannikaisenkatu","2024","5","29","14:00","22.5","10.7"
"Jyväskylä Hannikaisenkatu","2024","5","29","15:00","19.5","10"
"Jyväskylä Hannikaisenkatu","2024","5","29","16:00","20.6","10.5"
"Jyväskylä Hannikaisenkatu","2024","5","29","17:00","21.1","10.6"
"Jyväskylä Hannikaisenkatu","2024","5","29","18:00","22.2","11.3"
"Jyväskylä Hannikaisenkatu","2024","5","29","19:00","26","13.4"
"Jyväskylä Hannikaisenkatu","2024","5","29","20:00","27.8","14.7"
"Jyväskylä Hannikaisenkatu","2024","5","29","21:00","34.9","16.9"
"Jyväskylä Hannikaisenkatu","2024","5","29","22:00","32.9","18.3"
"Jyväskylä Hannikaisenkatu","2024","5","29","23:00","30.9","18.7"
