geometry,id,previousId,sendingTime,created,tasks,startTime,endTime,direction,domain,source,1000m,500m,100m,Havaintoaseman nimi
"LINESTRING Z (23.757773 61.491421 0, 23.757755 61.491417 0)",101562128.0,101562102.0,2024-04-10 22:16:00+00:00,2024-04-10 22:16:50+00:00,['BRUSHING'],2024-04-10 22:13:42+00:00,2024-04-10 22:14:45+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757755 61.491417 0, 23.757766 61.491415 0)",101562164.0,101562128.0,2024-04-10 22:17:00+00:00,2024-04-10 22:17:50+00:00,['BRUSHING'],2024-04-10 22:14:45+00:00,2024-04-10 22:15:56+00:00,227.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757766 61.491415 0, 23.757667 61.49149199999999 0)",101562211.0,101562164.0,2024-04-10 22:18:00+00:00,2024-04-10 22:18:50+00:00,['BRUSHING'],2024-04-10 22:15:56+00:00,2024-04-10 22:16:57+00:00,328.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757667 61.49149199999999 0, 23.757633 61.49166800000001 0, 23.757407000000004 61.491766000000005 0)",101562243.0,101562211.0,2024-04-10 22:19:00+00:00,2024-04-10 22:19:50+00:00,['BRUSHING'],2024-04-10 22:16:57+00:00,2024-04-10 22:18:00+00:00,52.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757703 61.49153200000002 0, 23.757654000000002 61.49166899999999 0, 23.75733 61.491782 0)",101562250.0,101562089.0,2024-04-10 22:19:00+00:00,2024-04-10 22:19:50+00:00,['BRUSHING'],2024-04-10 22:17:00+00:00,2024-04-10 22:18:00+00:00,46.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.75733 61.491782 0, 23.756848 61.491814000000005 0, 23.756681 61.491775999999994 0, 23.756656 61.491693000000005 0, 23.757085 61.49077 0, 23.757 61.490602 0, 23.756752 61.490466000000005 0, 23.756455000000003 61.490437 0, 23.756104 61.490518 0, 23.755898 61.490734 0, 23.756055000000003 61.49088199999998 0, 23.756426 61.490984999999995 0)",101562282.0,101562250.0,2024-04-10 22:20:00+00:00,2024-04-10 22:20:51+00:00,['BRUSHING'],2024-04-10 22:18:00+00:00,2024-04-10 22:18:58+00:00,84.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757407000000004 61.491766000000005 0, 23.756663 61.491785 0, 23.756734000000005 61.491462 0, 23.757094 61.490675 0, 23.756926 61.49053 0, 23.756589 61.490441999999994 0, 23.756204 61.490460000000006 0, 23.755942 61.49058900000001 0, 23.755891000000002 61.49075600000002 0, 23.756013 61.49091399999999 0, 23.756389000000002 61.49102199999999 0)",101562283.0,101562243.0,2024-04-10 22:20:00+00:00,2024-04-10 22:20:51+00:00,['BRUSHING'],2024-04-10 22:18:00+00:00,2024-04-10 22:18:51+00:00,82.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.756389000000002 61.49102199999999 0, 23.759416000000005 61.491219 0, 23.766872000000003 61.49201699999999 0, 23.769166 61.49214400000001 0)",101562298.0,101562283.0,2024-04-10 22:21:00+00:00,2024-04-10 22:21:51+00:00,['BRUSHING'],2024-04-10 22:18:51+00:00,2024-04-10 22:19:55+00:00,201.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.756426 61.490984999999995 0, 23.761217 61.49141000000001 0, 23.766027000000005 61.491966000000005 0, 23.769607 61.492164 0)",101562313.0,101562282.0,2024-04-10 22:21:00+00:00,2024-04-10 22:21:51+00:00,['BRUSHING'],2024-04-10 22:18:58+00:00,2024-04-10 22:19:56+00:00,203.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.769166 61.49214400000001 0, 23.770111 61.492085 0, 23.770887 61.491913 0, 23.771064 61.491777 0, 23.771211 61.49063100000001 0, 23.771111 61.489439999999995 0, 23.770856 61.489 0, 23.769647000000003 61.487895 0)",101562342.0,101562298.0,2024-04-10 22:22:00+00:00,2024-04-10 22:22:51+00:00,['BRUSHING'],2024-04-10 22:19:55+00:00,2024-04-10 22:20:51+00:00,186.0,state-roads,Harja/Väylävirasto,True,True,True,Tampere Linja-autoasema
"LINESTRING Z (23.769607 61.492164 0, 23.770726 61.492003 0, 23.77111 61.491819 0, 23.771275 61.490964 0, 23.771313 61.48975900000001 0, 23.770866000000005 61.488896999999994 0, 23.769531 61.48779699999999 0)",101562345.0,101562313.0,2024-04-10 22:22:00+00:00,2024-04-10 22:22:51+00:00,['BRUSHING'],2024-04-10 22:19:56+00:00,2024-04-10 22:20:59+00:00,164.0,state-roads,Harja/Väylävirasto,True,True,True,Tampere Linja-autoasema
"LINESTRING Z (23.769647000000003 61.487895 0, 23.76847 61.487172999999984 0, 23.763984 61.485618 0, 23.762478000000005 61.484508999999996 0, 23.762210000000003 61.48404099999999 0, 23.762582 61.482807 0)",101562376.0,101562342.0,2024-04-10 22:23:00+00:00,2024-04-10 22:23:52+00:00,['BRUSHING'],2024-04-10 22:20:51+00:00,2024-04-10 22:21:50+00:00,173.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.769531 61.48779699999999 0, 23.768540000000005 61.48719799999998 0, 23.763962 61.485616 0, 23.762505 61.484478 0, 23.762283 61.48401900000002 0, 23.762423 61.48314100000001 0, 23.762942 61.48236800000001 0)",101562389.0,101562345.0,2024-04-10 22:23:00+00:00,2024-04-10 22:23:52+00:00,['BRUSHING'],2024-04-10 22:20:59+00:00,2024-04-10 22:21:50+00:00,174.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.762582 61.482807 0, 23.762871 61.48236200000001 0, 23.76309 61.481083 0, 23.763189 61.479761999999994 0, 23.763636 61.47720700000001 0, 23.763989 61.475955000000006 0)",101562410.0,101562376.0,2024-04-10 22:24:00+00:00,2024-04-10 22:24:52+00:00,['BRUSHING'],2024-04-10 22:21:50+00:00,2024-04-10 22:22:56+00:00,226.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.762942 61.48236800000001 0, 23.763223 61.479778 0, 23.763661 61.477204999999984 0, 23.764046 61.475967 0)",101562411.0,101562389.0,2024-04-10 22:24:00+00:00,2024-04-10 22:24:52+00:00,['BRUSHING'],2024-04-10 22:21:50+00:00,2024-04-10 22:22:55+00:00,227.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.775834 61.480830999999995 0, 23.779031 61.48789300000001 0, 23.779666 61.488976 0)",101565924.0,101565883.0,2024-04-11 00:05:00+00:00,2024-04-11 00:05:22+00:00,['BRUSHING'],2024-04-11 00:02:58+00:00,2024-04-11 00:03:57+00:00,275.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.779666 61.488976 0, 23.780944 61.48984300000001 0, 23.781061000000005 61.49002900000001 0, 23.780991000000004 61.49022099999999 0, 23.779642 61.49055100000001 0, 23.778171 61.49109200000001 0, 23.777489000000003 61.491166 0, 23.774562 61.491139000000004 0)",101565947.0,101565924.0,2024-04-11 00:06:00+00:00,2024-04-11 00:06:22+00:00,['BRUSHING'],2024-04-11 00:03:57+00:00,2024-04-11 00:05:00+00:00,269.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.774562 61.491139000000004 0, 23.773511 61.491127 0, 23.772978 61.491225000000014 0, 23.770869 61.49208900000001 0, 23.769013 61.492354 0, 23.766336 61.492203 0)",101565983.0,101565947.0,2024-04-11 00:07:00+00:00,2024-04-11 00:07:22+00:00,['BRUSHING'],2024-04-11 00:05:00+00:00,2024-04-11 00:06:00+00:00,338.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.766336 61.492203 0, 23.760844 61.49148599999999 0, 23.755772000000004 61.491162999999986 0, 23.754751 61.491251999999996 0, 23.754475 61.491380000000014 0, 23.754365000000004 61.49176499999999 0)",101566012.0,101565983.0,2024-04-11 00:08:00+00:00,2024-04-11 00:08:22+00:00,['BRUSHING'],2024-04-11 00:06:00+00:00,2024-04-11 00:06:53+00:00,13.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.754365000000004 61.49176499999999 0, 23.754460000000005 61.49191499999999 0, 23.756444 61.491988000000006 0, 23.756617 61.49193 0, 23.756822000000003 61.491435 0, 23.757235000000005 61.49134199999998 0, 23.757675000000003 61.491403999999996 0)",101566029.0,101566012.0,2024-04-11 00:09:00+00:00,2024-04-11 00:09:23+00:00,['BRUSHING'],2024-04-11 00:06:53+00:00,2024-04-11 00:07:56+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757675000000003 61.491403999999996 0, 23.757679 61.491403000000005 0)",101566063.0,101566029.0,2024-04-11 00:10:00+00:00,2024-04-11 00:10:23+00:00,['BRUSHING'],2024-04-11 00:07:56+00:00,2024-04-11 00:08:58+00:00,182.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757679 61.491403000000005 0, 23.75772 61.49153900000001 0, 23.757674000000005 61.49147199999997 0)",101566101.0,101566063.0,2024-04-11 00:11:00+00:00,2024-04-11 00:11:23+00:00,['BRUSHING'],2024-04-11 00:08:58+00:00,2024-04-11 00:09:49+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757674000000005 61.49147199999997 0, 23.757709 61.491426 0)",101566116.0,101566101.0,2024-04-11 00:12:00+00:00,2024-04-11 00:12:23+00:00,['BRUSHING'],2024-04-11 00:09:49+00:00,2024-04-11 00:10:30+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757709 61.491426 0, 23.757733 61.491451000000005 0)",101566140.0,101566116.0,2024-04-11 00:13:00+00:00,2024-04-11 00:13:24+00:00,['BRUSHING'],2024-04-11 00:10:30+00:00,2024-04-11 00:11:54+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757733 61.491451000000005 0, 23.757716 61.49145500000001 0)",101566185.0,101566140.0,2024-04-11 00:14:00+00:00,2024-04-11 00:14:24+00:00,['BRUSHING'],2024-04-11 00:11:54+00:00,2024-04-11 00:12:57+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757716 61.49145500000001 0, 23.757713 61.49144 0)",101566216.0,101566185.0,2024-04-11 00:15:00+00:00,2024-04-11 00:15:24+00:00,['BRUSHING'],2024-04-11 00:12:57+00:00,2024-04-11 00:14:00+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757713 61.49144 0, 23.757713 61.49142699999999 0)",101566251.0,101566216.0,2024-04-11 00:16:00+00:00,2024-04-11 00:16:25+00:00,['BRUSHING'],2024-04-11 00:14:00+00:00,2024-04-11 00:14:42+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757713 61.49142699999999 0, 23.757744 61.49144799999999 0)",101566265.0,101566251.0,2024-04-11 00:17:00+00:00,2024-04-11 00:17:25+00:00,['BRUSHING'],2024-04-11 00:14:42+00:00,2024-04-11 00:15:45+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757744 61.49144799999999 0, 23.757675 61.491465 0)",101566300.0,101566265.0,2024-04-11 00:18:00+00:00,2024-04-11 00:18:25+00:00,['BRUSHING'],2024-04-11 00:15:45+00:00,2024-04-11 00:16:48+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757675 61.491465 0, 23.757717 61.491445000000006 0)",101566331.0,101566300.0,2024-04-11 00:19:00+00:00,2024-04-11 00:19:25+00:00,['BRUSHING'],2024-04-11 00:16:48+00:00,2024-04-11 00:17:51+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757717 61.491445000000006 0, 23.757704 61.49141600000001 0)",101566363.0,101566331.0,2024-04-11 00:20:00+00:00,2024-04-11 00:20:26+00:00,['BRUSHING'],2024-04-11 00:17:51+00:00,2024-04-11 00:18:54+00:00,192.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757704 61.49141600000001 0, 23.757653 61.491434 0)",101566394.0,101566363.0,2024-04-11 00:21:00+00:00,2024-04-11 00:21:26+00:00,['BRUSHING'],2024-04-11 00:18:54+00:00,2024-04-11 00:19:57+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757653 61.491434 0, 23.757705 61.491409000000004 0)",101566429.0,101566394.0,2024-04-11 00:22:00+00:00,2024-04-11 00:22:26+00:00,['BRUSHING'],2024-04-11 00:19:57+00:00,2024-04-11 00:21:00+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757705 61.491409000000004 0, 23.757674 61.491411 0)",101566466.0,101566429.0,2024-04-11 00:23:00+00:00,2024-04-11 00:23:26+00:00,['BRUSHING'],2024-04-11 00:21:00+00:00,2024-04-11 00:21:49+00:00,76.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757674 61.491411 0, 23.757680000000004 61.49145399999999 0)",101566479.0,101566466.0,2024-04-11 00:24:00+00:00,2024-04-11 00:24:26+00:00,['BRUSHING'],2024-04-11 00:21:49+00:00,2024-04-11 00:22:59+00:00,282.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757680000000004 61.49145399999999 0, 23.757604000000004 61.49171599999997 0, 23.757036000000003 61.49185899999999 0)",101566517.0,101566479.0,2024-04-11 00:25:00+00:00,2024-04-11 00:25:27+00:00,['BRUSHING'],2024-04-11 00:22:59+00:00,2024-04-11 00:23:55+00:00,90.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757036000000003 61.49185899999999 0, 23.756659000000003 61.49183399999999 0, 23.756624 61.49173799999999 0, 23.757071 61.490765 0, 23.757025 61.49059 0, 23.75674 61.490476000000015 0, 23.756446 61.490466000000005 0, 23.756095 61.49053200000001 0, 23.755894 61.490681 0, 23.755938 61.490845 0, 23.756191 61.490981000000005 0, 23.758919 61.491183 0)",101566547.0,101566517.0,2024-04-11 00:26:00+00:00,2024-04-11 00:26:27+00:00,['BRUSHING'],2024-04-11 00:23:55+00:00,2024-04-11 00:24:48+00:00,93.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.758919 61.491183 0, 23.767419 61.492045 0, 23.769616 61.49211100000001 0, 23.770714 61.49198299999998 0)",101566565.0,101566547.0,2024-04-11 00:27:00+00:00,2024-04-11 00:27:27+00:00,['BRUSHING'],2024-04-11 00:24:48+00:00,2024-04-11 00:25:53+00:00,114.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.770714 61.49198299999998 0, 23.773556000000003 61.49089999999999 0, 23.775244 61.490761 0, 23.777088 61.49074299999999 0, 23.778131 61.49059099999999 0, 23.779629 61.489971000000004 0)",101566599.0,101566565.0,2024-04-11 00:28:00+00:00,2024-04-11 00:28:28+00:00,['BRUSHING'],2024-04-11 00:25:53+00:00,2024-04-11 00:26:53+00:00,193.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.779629 61.489971000000004 0, 23.779809000000004 61.48972599999999 0, 23.779706000000004 61.48945899999999 0, 23.778967 61.48828000000001 0, 23.775875000000003 61.48170099999999 0)",101566641.0,101566599.0,2024-04-11 00:29:00+00:00,2024-04-11 00:29:28+00:00,['BRUSHING'],2024-04-11 00:26:53+00:00,2024-04-11 00:27:59+00:00,187.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.775875000000003 61.48170099999999 0, 23.775003 61.47981599999999 0, 23.774222 61.47749299999999 0, 23.77391 61.475104999999985 0, 23.773808 61.472815000000004 0, 23.773481 61.470546 0, 23.772298 61.468544 0)",101566677.0,101566641.0,2024-04-11 00:30:00+00:00,2024-04-11 00:30:28+00:00,['BRUSHING'],2024-04-11 00:27:59+00:00,2024-04-11 00:28:53+00:00,259.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.774082000000003 61.47168199999999 0, 23.774308 61.47599 0, 23.774713 61.478111000000006 0, 23.776324 61.482110000000006 0)",101705265.0,101705182.0,2024-04-11 18:50:00+00:00,2024-04-11 18:51:00+00:00,['BRUSHING'],2024-04-11 18:47:56+00:00,2024-04-11 18:48:51+00:00,11.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.776324 61.482110000000006 0, 23.779363000000004 61.48862299999999 0)",101705316.0,101705265.0,2024-04-11 18:51:00+00:00,2024-04-11 18:52:00+00:00,['BRUSHING'],2024-04-11 18:48:51+00:00,2024-04-11 18:49:51+00:00,265.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.779363000000004 61.48862299999999 0, 23.77972 61.48898700000001 0, 23.78096 61.489855000000006 0, 23.780999 61.49015 0, 23.780711000000004 61.49028299999998 0, 23.7794 61.490567999999996 0, 23.778101 61.491084 0, 23.773825 61.491087 0)",101705380.0,101705316.0,2024-04-11 18:52:00+00:00,2024-04-11 18:52:01+00:00,['BRUSHING'],2024-04-11 18:49:51+00:00,2024-04-11 18:50:53+00:00,286.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.773825 61.491087 0, 23.773301 61.49113700000001 0, 23.770895000000003 61.492060999999985 0, 23.769789000000003 61.492339 0)",101705440.0,101705380.0,2024-04-11 18:53:00+00:00,2024-04-11 18:53:01+00:00,['BRUSHING'],2024-04-11 18:50:53+00:00,2024-04-11 18:51:58+00:00,256.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.769789000000003 61.492339 0, 23.768793 61.492387 0, 23.766451000000004 61.492253 0, 23.759584 61.49142500000001 0)",101705509.0,101705440.0,2024-04-11 18:54:00+00:00,2024-04-11 18:54:02+00:00,['BRUSHING'],2024-04-11 18:51:58+00:00,2024-04-11 18:52:59+00:00,81.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.759584 61.49142500000001 0, 23.757376 61.491261 0, 23.755184 61.49120400000001 0, 23.754684 61.49126199999999 0, 23.754487 61.49140100000001 0, 23.754431 61.491814000000005 0, 23.756546 61.491935 0)",101705569.0,101705509.0,2024-04-11 18:55:00+00:00,2024-04-11 18:55:02+00:00,['BRUSHING'],2024-04-11 18:52:59+00:00,2024-04-11 18:54:00+00:00,170.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.756546 61.491935 0, 23.756783 61.491409000000004 0, 23.757264 61.49130899999999 0, 23.757625 61.491351 0, 23.757674 61.49148899999999 0, 23.757736 61.491362000000024 0)",101705629.0,101705569.0,2024-04-11 18:56:00+00:00,2024-04-11 18:56:03+00:00,['BRUSHING'],2024-04-11 18:54:00+00:00,2024-04-11 18:54:51+00:00,288.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757736 61.491362000000024 0, 23.757721 61.49139399999999 0)",101705659.0,101705629.0,2024-04-11 18:57:00+00:00,2024-04-11 18:57:03+00:00,['BRUSHING'],2024-04-11 18:54:51+00:00,2024-04-11 18:55:45+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757721 61.49139399999999 0, 23.757624000000003 61.491431 0)",101705707.0,101705659.0,2024-04-11 18:58:00+00:00,2024-04-11 18:58:04+00:00,['BRUSHING'],2024-04-11 18:55:45+00:00,2024-04-11 18:56:53+00:00,116.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757624000000003 61.491431 0, 23.757757 61.491396999999985 0)",101705787.0,101705707.0,2024-04-11 18:59:00+00:00,2024-04-11 18:59:04+00:00,['BRUSHING'],2024-04-11 18:56:53+00:00,2024-04-11 18:57:41+00:00,335.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757757 61.491396999999985 0, 23.757784 61.49140399999998 0)",101705825.0,101705787.0,2024-04-11 19:00:00+00:00,2024-04-11 19:00:05+00:00,['BRUSHING'],2024-04-11 18:57:41+00:00,2024-04-11 18:58:57+00:00,269.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757784 61.49140399999998 0, 23.757714 61.49142500000001 0)",101705915.0,101705825.0,2024-04-11 19:01:00+00:00,2024-04-11 19:01:05+00:00,['BRUSHING'],2024-04-11 18:58:57+00:00,2024-04-11 18:59:57+00:00,276.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757714 61.49142500000001 0, 23.757769 61.491321 0, 23.757652000000004 61.49137799999998 0, 23.757778 61.491429999999994 0)",101705966.0,101705915.0,2024-04-11 19:02:00+00:00,2024-04-11 19:02:06+00:00,['BRUSHING'],2024-04-11 18:59:57+00:00,2024-04-11 19:00:45+00:00,60.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757778 61.491429999999994 0, 23.757726 61.49146700000001 0)",101705996.0,101705966.0,2024-04-11 19:03:00+00:00,2024-04-11 19:03:06+00:00,['BRUSHING'],2024-04-11 19:00:45+00:00,2024-04-11 19:01:51+00:00,298.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757726 61.49146700000001 0, 23.757657 61.49142500000001 0)",101706073.0,101705996.0,2024-04-11 19:04:00+00:00,2024-04-11 19:04:07+00:00,['BRUSHING'],2024-04-11 19:01:51+00:00,2024-04-11 19:03:00+00:00,252.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757657 61.49142500000001 0, 23.75772 61.49142299999998 0, 23.757584 61.49139399999999 0)",101706158.0,101706073.0,2024-04-11 19:05:00+00:00,2024-04-11 19:05:08+00:00,['BRUSHING'],2024-04-11 19:03:00+00:00,2024-04-11 19:03:58+00:00,151.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.757584 61.49139399999999 0, 23.757528 61.49140199999999 0, 23.757598000000005 61.49158599999999 0, 23.757482 61.491732 0, 23.756701 61.49180099999999 0, 23.756635 61.491732 0, 23.756797 61.491334 0)",101706205.0,101706158.0,2024-04-11 19:06:00+00:00,2024-04-11 19:06:08+00:00,['BRUSHING'],2024-04-11 19:03:58+00:00,2024-04-11 19:04:57+00:00,73.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.756797 61.491334 0, 23.757061 61.490758 0, 23.756911 61.490516 0, 23.756537 61.490407 0, 23.756140999999996 61.49045500000001 0, 23.755888 61.49059 0, 23.755881 61.490771 0, 23.756042000000004 61.49093100000001 0, 23.756431000000003 61.49100299999998 0, 23.763559000000004 61.491690999999996 0)",101706253.0,101706205.0,2024-04-11 19:07:00+00:00,2024-04-11 19:07:08+00:00,['BRUSHING'],2024-04-11 19:04:57+00:00,2024-04-11 19:05:54+00:00,0.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.763559000000004 61.491690999999996 0, 23.766319 61.491995 0, 23.769117000000005 61.49213499999998 0, 23.769812 61.49211699999999 0, 23.770773000000002 61.49193899999999 0)",101706296.0,101706253.0,2024-04-11 19:08:00+00:00,2024-04-11 19:08:09+00:00,['BRUSHING'],2024-04-11 19:05:54+00:00,2024-04-11 19:06:54+00:00,103.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.770773000000002 61.49193899999999 0, 23.773436000000004 61.490922 0, 23.774152 61.49079399999999 0, 23.777213 61.490743 0)",101706354.0,101706296.0,2024-04-11 19:09:00+00:00,2024-04-11 19:09:09+00:00,['BRUSHING'],2024-04-11 19:06:54+00:00,2024-04-11 19:07:58+00:00,160.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.777213 61.490743 0, 23.777920000000005 61.490652999999995 0, 23.779568 61.490017999999985 0, 23.779824000000005 61.48975799999999 0)",101706416.0,101706354.0,2024-04-11 19:10:00+00:00,2024-04-11 19:10:10+00:00,['BRUSHING'],2024-04-11 19:07:58+00:00,2024-04-11 19:08:58+00:00,191.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.779824000000005 61.48975799999999 0, 23.779812 61.489630000000005 0, 23.779361000000005 61.48905999999998 0, 23.778795 61.48801199999998 0, 23.777454 61.48523 0, 23.776866 61.483762 0, 23.776130000000002 61.482210999999985 0)",101706479.0,101706416.0,2024-04-11 19:11:00+00:00,2024-04-11 19:11:10+00:00,['BRUSHING'],2024-04-11 19:08:58+00:00,2024-04-11 19:09:53+00:00,181.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.776130000000002 61.482210999999985 0, 23.774601 61.478709 0, 23.774056000000005 61.476469 0, 23.773758000000004 61.47185399999999 0)",101706511.0,101706479.0,2024-04-11 19:12:00+00:00,2024-04-11 19:12:10+00:00,['BRUSHING'],2024-04-11 19:09:53+00:00,2024-04-11 19:10:59+00:00,234.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.775205 61.479473999999996 0, 23.778979 61.487921 0)",101711221.0,101711188.0,2024-04-11 20:52:00+00:00,2024-04-11 20:52:49+00:00,['BRUSHING'],2024-04-11 20:49:52+00:00,2024-04-11 20:50:58+00:00,268.0,state-roads,Harja/Väylävirasto,True,False,False,Tampere Linja-autoasema
"LINESTRING Z (23.778979 61.487921 0, 23.77946 61.488825000000006 0, 23.780949 61.489852000000006 0, 23.781072 61.490057 0, 23.780891 61.490237 0, 23.779626 61.49052 0, 23.77866 61.490932 0, 23.777492 61.491115 0, 23.774464000000002 61.49109499999998 0)",101711276.0,101711221.0,2024-04-11 20:53:00+00:00,2024-04-11 20:53:50+00:00,['BRUSHING'],2024-04-11 20:50:58+00:00,2024-04-11 20:51:59+00:00,274.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
"LINESTRING Z (23.774464000000002 61.49109499999998 0, 23.773424 61.49110700000001 0, 23.771266 61.491956 0, 23.770205 61.492232 0, 23.769183 61.492335000000004 0, 23.766343 61.49219500000002 0)",101711320.0,101711276.0,2024-04-11 20:54:00+00:00,2024-04-11 20:54:50+00:00,['BRUSHING'],2024-04-11 20:51:59+00:00,2024-04-11 20:53:00+00:00,340.0,state-roads,Harja/Väylävirasto,True,True,False,Tampere Linja-autoasema
