geometry,id,previousId,sendingTime,created,tasks,startTime,endTime,direction,domain,source,1000m,500m,100m,Havaintoaseman nimi
"LINESTRING Z (27.673349 60.539694 0, 27.673646 60.539238000000005 0, 27.675259000000004 60.538318999999994 0, 27.676159 60.537604 0, 27.677217 60.535994 0)",102002317.0,102002058.0,2024-04-16 13:06:39+00:00,2024-04-16 13:09:06+00:00,['BRUSHING'],2024-04-16 13:06:38+00:00,2024-04-16 13:08:55+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.677217 60.535994 0, 27.677855 60.53506000000001 0, 27.679114 60.533934999999985 0, 27.679641 60.53316100000001 0, 27.680115 60.532258 0)",102002602.0,102002317.0,2024-04-16 13:08:56+00:00,2024-04-16 13:11:08+00:00,['BRUSHING'],2024-04-16 13:08:55+00:00,2024-04-16 13:10:56+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.680115 60.532258 0, 27.68084 60.530958 0, 27.681697 60.52970400000002 0, 27.681947 60.52917399999999 0, 27.68267 60.52824999999999 0)",102002838.0,102002602.0,2024-04-16 13:10:57+00:00,2024-04-16 13:13:10+00:00,['BRUSHING'],2024-04-16 13:10:56+00:00,2024-04-16 13:12:57+00:00,,state-roads,Harja/Väylävirasto,True,True,True,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.68267 60.52824999999999 0, 27.683735 60.52694799999998 0, 27.685229 60.52421099999999 0)",102003070.0,102002838.0,2024-04-16 13:12:58+00:00,2024-04-16 13:15:12+00:00,['BRUSHING'],2024-04-16 13:12:57+00:00,2024-04-16 13:14:58+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.685229 60.52421099999999 0, 27.685917000000003 60.523258 0, 27.685866 60.522958 0, 27.685602 60.52268800000001 0, 27.683309 60.52123899999999 0, 27.682573 60.520509999999994 0)",102003324.0,102003070.0,2024-04-16 13:14:59+00:00,2024-04-16 13:17:15+00:00,['BRUSHING'],2024-04-16 13:14:58+00:00,2024-04-16 13:16:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.683557 60.521311 0, 27.684274 60.52182399999999 0, 27.685396000000004 60.522468999999994 0, 27.686021 60.52299100000001 0, 27.68593 60.523391 0, 27.684835 60.52502899999999 0)",102008574.0,102008406.0,2024-04-16 14:08:23+00:00,2024-04-16 14:10:57+00:00,['BRUSHING'],2024-04-16 14:08:22+00:00,2024-04-16 14:10:40+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.684835 60.52502899999999 0, 27.683717 60.52704699999999 0, 27.682558000000004 60.528449 0, 27.682653 60.528302999999994 0, 27.682361 60.52843200000001 0, 27.682527 60.52839600000001 0)",102008755.0,102008574.0,2024-04-16 14:10:41+00:00,2024-04-16 14:12:58+00:00,['BRUSHING'],2024-04-16 14:10:40+00:00,2024-04-16 14:13:40+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.682527 60.52839600000001 0, 27.681934 60.52837699999999 0, 27.682513 60.52840299999998 0, 27.682474000000003 60.528311000000016 0, 27.68247 60.52845000000001 0, 27.682626 60.528257 0, 27.68254 60.528304 0, 27.682563 60.52836700000001 0, 27.68248 60.528343 0, 27.682598 60.528372000000005 0)",102009008.0,102008755.0,2024-04-16 14:13:41+00:00,2024-04-16 14:16:00+00:00,['BRUSHING'],2024-04-16 14:13:40+00:00,2024-04-16 14:16:40+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.682598 60.528372000000005 0, 27.681462 60.52842900000001 0, 27.682607 60.52833900000001 0, 27.682109 60.52834399999999 0, 27.681437 60.528427 0, 27.68272 60.528305 0, 27.682377 60.52832500000001 0, 27.682694 60.528203999999995 0, 27.682383 60.528308 0)",102009259.0,102009008.0,2024-04-16 14:16:41+00:00,2024-04-16 14:19:02+00:00,['BRUSHING'],2024-04-16 14:16:40+00:00,2024-04-16 14:19:41+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.682383 60.528308 0, 27.681439 60.528416 0, 27.682564 60.52840200000001 0, 27.682418 60.5285 0, 27.682519 60.52840200000001 0, 27.681927 60.528371 0)",102009506.0,102009259.0,2024-04-16 14:19:41+00:00,2024-04-16 14:22:04+00:00,['BRUSHING'],2024-04-16 14:19:41+00:00,2024-04-16 14:22:11+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.681927 60.528371 0, 27.681435 60.52843 0, 27.681928 60.52836299999999 0, 27.682434 60.52841 0, 27.682514000000005 60.528301 0, 27.682494 60.52840200000002 0, 27.682392 60.52841700000001 0, 27.682607 60.528433 0, 27.681023 60.53087099999998 0)",102009734.0,102009506.0,2024-04-16 14:22:12+00:00,2024-04-16 14:25:06+00:00,['BRUSHING'],2024-04-16 14:22:11+00:00,2024-04-16 14:24:11+00:00,,state-roads,Harja/Väylävirasto,True,True,True,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.681023 60.53087099999998 0, 27.68067 60.53133299999999 0, 27.679635 60.533373999999995 0, 27.679179000000005 60.533964 0, 27.678236 60.53480500000002 0)",102009895.0,102009734.0,2024-04-16 14:24:12+00:00,2024-04-16 14:27:07+00:00,['BRUSHING'],2024-04-16 14:24:11+00:00,2024-04-16 14:26:12+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (27.678236 60.53480500000002 0, 27.677706000000004 60.535375999999985 0, 27.676447 60.53740500000001 0, 27.675746 60.53808 0, 27.674803000000004 60.53865299999998 0)",102010067.0,102009895.0,2024-04-16 14:26:13+00:00,2024-04-16 14:29:09+00:00,['BRUSHING'],2024-04-16 14:26:12+00:00,2024-04-16 14:28:13+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Virolahti Koivuniemi Ääpälä
"LINESTRING Z (24.815576 60.204516999999996 0, 24.815937 60.20634300000001 0, 24.816312 60.213563 0)",99861847.0,99861821.0,2024-03-29 13:06:00+00:00,2024-03-29 13:06:26+00:00,['BRUSHING'],2024-03-29 13:03:50+00:00,2024-03-29 13:04:45+00:00,3.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.816312 60.213563 0, 24.816656 60.220029 0)",99861886.0,99861847.0,2024-03-29 13:07:00+00:00,2024-03-29 13:07:26+00:00,['BRUSHING'],2024-03-29 13:04:45+00:00,2024-03-29 13:04:45+00:00,3.0,state-roads,Harja/Väylävirasto,True,True,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822935 60.224801 0, 24.824274 60.225523 0, 24.825421 60.226999 0, 24.826201 60.22763799999999 0, 24.827123 60.22802699999999 0, 24.827927000000003 60.228219 0, 24.831294 60.228500000000004 0)",99861924.0,,2024-03-29 13:08:00+00:00,2024-03-29 13:08:26+00:00,['BRUSHING'],2024-03-29 13:05:53+00:00,2024-03-29 13:06:59+00:00,61.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.824166 60.225774 0, 24.823331 60.22524499999999 0, 24.821672 60.224588999999995 0)",99953728.0,99953650.0,2024-03-31 02:26:42+00:00,2024-03-31 02:28:53+00:00,['BRUSHING'],2024-03-31 02:26:41+00:00,2024-03-31 02:26:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.816522 60.220865999999994 0, 24.816346 60.22063000000001 0, 24.816303 60.22031500000001 0, 24.815827 60.212379 0)",99953729.0,,2024-03-31 02:26:42+00:00,2024-03-31 02:28:53+00:00,['BRUSHING'],2024-03-31 02:26:41+00:00,2024-03-31 02:27:42+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.824257 60.225722 0, 24.823336 60.22515 0, 24.821207 60.224384 0, 24.816458 60.220817 0, 24.816322 60.220456000000006 0, 24.816137 60.21529000000001 0, 24.815908 60.212644000000004 0)",99953735.0,99953655.0,2024-03-31 02:26:52+00:00,2024-03-31 02:28:53+00:00,['BRUSHING'],2024-03-31 02:26:52+00:00,2024-03-31 02:27:57+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.815827 60.212379 0, 24.8158 60.211867 0, 24.815668 60.211368 0, 24.815414 60.210881999999984 0, 24.815139 60.21057 0, 24.814543 60.21014 0, 24.813174000000004 60.209369999999986 0, 24.812399 60.209034 0, 24.811790000000002 60.208880999999984 0, 24.810792000000003 60.20874200000001 0, 24.808228 60.20857199999998 0, 24.802629 60.20840599999999 0, 24.797639 60.20813700000001 0)",99953796.0,99953729.0,2024-03-31 02:27:43+00:00,2024-03-31 02:29:53+00:00,['BRUSHING'],2024-03-31 02:27:42+00:00,2024-03-31 02:28:43+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.815908 60.212644000000004 0, 24.815864 60.21190500000001 0, 24.815716 60.21120899999999 0, 24.815432 60.210708 0, 24.815119 60.210385 0, 24.814698 60.21009699999998 0, 24.812941 60.209194000000004 0, 24.811846 60.208819999999996 0, 24.810852 60.208698 0, 24.804012000000004 60.208448000000004 0, 24.795662 60.208017000000005 0)",99953829.0,99953735.0,2024-03-31 02:27:57+00:00,2024-03-31 02:30:53+00:00,['BRUSHING'],2024-03-31 02:27:57+00:00,2024-03-31 02:29:01+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.816524 60.211119999999994 0, 24.816286 60.211566000000005 0, 24.816252000000002 60.21321799999998 0, 24.816651 60.219916999999995 0, 24.816824 60.220628 0)",99989539.0,99989508.0,2024-03-31 16:21:39+00:00,2024-03-31 16:23:47+00:00,['BRUSHING'],2024-03-31 16:21:38+00:00,2024-03-31 16:23:08+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.816824 60.220628 0, 24.817309 60.22132500000001 0)",99989595.0,99989539.0,2024-03-31 16:23:09+00:00,2024-03-31 16:25:48+00:00,['BRUSHING'],2024-03-31 16:23:08+00:00,2024-03-31 16:23:08+00:00,,state-roads,Harja/Väylävirasto,True,True,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.823338 60.22496499999998 0, 24.82449 60.225713 0, 24.825681 60.227315 0, 24.826921 60.227936 0, 24.828576000000005 60.228307 0, 24.832126 60.22856199999998 0, 24.835094 60.22906599999999 0)",99989596.0,,2024-03-31 16:23:09+00:00,2024-03-31 16:25:48+00:00,['BRUSHING'],2024-03-31 16:23:08+00:00,2024-03-31 16:24:09+00:00,,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.829759 60.220165 0, 24.826614 60.219606 0)",99991115.0,99991095.0,2024-03-31 17:31:00+00:00,2024-03-31 17:31:02+00:00,['BRUSHING'],2024-03-31 17:28:51+00:00,2024-03-31 17:29:58+00:00,273.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826614 60.219606 0, 24.82529 60.219488000000005 0, 24.822972 60.219638 0)",99991143.0,99991115.0,2024-03-31 17:32:00+00:00,2024-03-31 17:32:02+00:00,['BRUSHING'],2024-03-31 17:29:58+00:00,2024-03-31 17:30:55+00:00,270.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822972 60.219638 0, 24.821456 60.21961699999999 0)",99991163.0,99991143.0,2024-03-31 17:33:00+00:00,2024-03-31 17:33:02+00:00,['BRUSHING'],2024-03-31 17:30:55+00:00,2024-03-31 17:32:00+00:00,198.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821456 60.21961699999999 0, 24.821498000000002 60.21951099999998 0, 24.821294 60.219523 0)",99991188.0,99991163.0,2024-03-31 17:34:00+00:00,2024-03-31 17:34:02+00:00,['BRUSHING'],2024-03-31 17:32:00+00:00,2024-03-31 17:32:59+00:00,108.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821294 60.219523 0, 24.821367 60.21955 0)",99991208.0,99991188.0,2024-03-31 17:35:00+00:00,2024-03-31 17:35:02+00:00,['BRUSHING'],2024-03-31 17:32:59+00:00,2024-03-31 17:33:59+00:00,90.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821367 60.21955 0, 24.821693 60.21956699999999 0)",99991227.0,99991208.0,2024-03-31 17:36:00+00:00,2024-03-31 17:36:03+00:00,['BRUSHING'],2024-03-31 17:33:59+00:00,2024-03-31 17:34:46+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821693 60.21956699999999 0, 24.821753000000005 60.21955199999999 0, 24.821278 60.21955599999998 0)",99991239.0,99991227.0,2024-03-31 17:37:00+00:00,2024-03-31 17:37:03+00:00,['BRUSHING'],2024-03-31 17:34:46+00:00,2024-03-31 17:35:49+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
POINT Z (24.821278 60.21955599999998 0),99991268.0,99991239.0,2024-03-31 17:38:00+00:00,2024-03-31 17:38:03+00:00,['BRUSHING'],2024-03-31 17:35:49+00:00,2024-03-31 17:38:58+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
POINT Z (24.821278 60.21955599999998 0),99991334.0,99991268.0,2024-03-31 17:41:00+00:00,2024-03-31 17:41:03+00:00,['BRUSHING'],2024-03-31 17:38:58+00:00,2024-03-31 17:39:40+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821278 60.21955599999998 0, 24.821312 60.21955599999998 0)",99991345.0,99991334.0,2024-03-31 17:42:00+00:00,2024-03-31 17:42:04+00:00,['BRUSHING'],2024-03-31 17:39:40+00:00,2024-03-31 17:41:58+00:00,78.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821312 60.21955599999998 0, 24.821742 60.219553 0, 24.821674 60.219551 0)",99991397.0,99991345.0,2024-03-31 17:44:00+00:00,2024-03-31 17:44:04+00:00,['BRUSHING'],2024-03-31 17:41:58+00:00,2024-03-31 17:42:58+00:00,288.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821674 60.219551 0, 24.821583 60.21955199999999 0, 24.821978 60.2196 0, 24.821209 60.21958999999999 0)",99991419.0,99991397.0,2024-03-31 17:45:00+00:00,2024-03-31 17:45:04+00:00,['BRUSHING'],2024-03-31 17:42:58+00:00,2024-03-31 17:43:57+00:00,275.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821209 60.21958999999999 0, 24.821962 60.219575000000006 0, 24.821077 60.21957900000001 0)",99991438.0,99991419.0,2024-03-31 17:46:00+00:00,2024-03-31 17:46:04+00:00,['BRUSHING'],2024-03-31 17:43:57+00:00,2024-03-31 17:44:58+00:00,309.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821077 60.21957900000001 0, 24.819775 60.21969 0, 24.819821 60.21967 0)",99991459.0,99991438.0,2024-03-31 17:47:00+00:00,2024-03-31 17:47:04+00:00,['BRUSHING'],2024-03-31 17:44:58+00:00,2024-03-31 17:45:57+00:00,94.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.819821 60.21967 0, 24.820515 60.21961399999999 0)",99991479.0,99991459.0,2024-03-31 17:48:00+00:00,2024-03-31 17:48:05+00:00,['BRUSHING'],2024-03-31 17:45:57+00:00,2024-03-31 17:46:52+00:00,92.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.820515 60.21961399999999 0, 24.82245 60.219574 0)",99991493.0,99991479.0,2024-03-31 17:49:00+00:00,2024-03-31 17:49:05+00:00,['BRUSHING'],2024-03-31 17:46:52+00:00,2024-03-31 17:47:58+00:00,80.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.82245 60.219574 0, 24.826427 60.219569999999976 0)",99991516.0,99991493.0,2024-03-31 17:50:00+00:00,2024-03-31 17:50:05+00:00,['BRUSHING'],2024-03-31 17:47:58+00:00,2024-03-31 17:49:00+00:00,247.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826427 60.219569999999976 0, 24.826816 60.21962900000002 0, 24.826324000000003 60.21958200000001 0)",99991550.0,99991516.0,2024-03-31 17:51:00+00:00,2024-03-31 17:51:05+00:00,['BRUSHING'],2024-03-31 17:49:00+00:00,2024-03-31 17:50:00+00:00,118.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826324000000003 60.21958200000001 0, 24.826278 60.219557 0, 24.826552 60.21961 0, 24.826571 60.21948399999999 0)",99991568.0,99991550.0,2024-03-31 17:52:00+00:00,2024-03-31 17:52:05+00:00,['BRUSHING'],2024-03-31 17:50:00+00:00,2024-03-31 17:50:51+00:00,347.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826571 60.21948399999999 0, 24.826520000000002 60.219538 0)",99991578.0,99991568.0,2024-03-31 17:53:00+00:00,2024-03-31 17:53:05+00:00,['BRUSHING'],2024-03-31 17:50:51+00:00,2024-03-31 17:51:51+00:00,81.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826520000000002 60.219538 0, 24.826446 60.21955799999998 0, 24.826627 60.219593 0, 24.826318 60.219557 0, 24.826709 60.219593 0)",99991600.0,99991578.0,2024-03-31 17:54:00+00:00,2024-03-31 17:54:06+00:00,['BRUSHING'],2024-03-31 17:51:51+00:00,2024-03-31 17:53:00+00:00,11.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826709 60.219593 0, 24.826762 60.21960599999999 0, 24.826368000000002 60.21955899999998 0, 24.826717 60.219594000000015 0)",99991628.0,99991600.0,2024-03-31 17:55:00+00:00,2024-03-31 17:55:06+00:00,['BRUSHING'],2024-03-31 17:53:00+00:00,2024-03-31 17:54:00+00:00,276.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826717 60.219594000000015 0, 24.825731 60.21949500000001 0, 24.824727 60.219526 0, 24.824765000000003 60.219394 0, 24.823503 60.219538000000014 0)",99991650.0,99991628.0,2024-03-31 17:56:00+00:00,2024-03-31 17:56:06+00:00,['BRUSHING'],2024-03-31 17:54:00+00:00,2024-03-31 17:55:00+00:00,274.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.823503 60.219538000000014 0, 24.820913 60.21960500000001 0)",99991673.0,99991650.0,2024-03-31 17:57:00+00:00,2024-03-31 17:57:06+00:00,['BRUSHING'],2024-03-31 17:55:00+00:00,2024-03-31 17:55:54+00:00,95.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.820913 60.21960500000001 0, 24.819796 60.21966 0, 24.820761 60.219604 0)",99991685.0,99991673.0,2024-03-31 17:58:00+00:00,2024-03-31 17:58:07+00:00,['BRUSHING'],2024-03-31 17:55:54+00:00,2024-03-31 17:56:58+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.820761 60.219604 0, 24.822035000000003 60.219559999999994 0)",99991707.0,99991685.0,2024-03-31 17:59:00+00:00,2024-03-31 17:59:07+00:00,['BRUSHING'],2024-03-31 17:56:58+00:00,2024-03-31 17:57:51+00:00,179.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822035000000003 60.219559999999994 0, 24.822673 60.21951799999999 0, 24.822665 60.21929399999999 0)",99991722.0,99991707.0,2024-03-31 18:00:00+00:00,2024-03-31 18:00:07+00:00,['BRUSHING'],2024-03-31 17:57:51+00:00,2024-03-31 17:58:55+00:00,263.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822665 60.21929399999999 0, 24.822694 60.219352 0, 24.822701 60.21927799999999 0, 24.821989 60.21920200000001 0)",99991749.0,99991722.0,2024-03-31 18:01:00+00:00,2024-03-31 18:01:07+00:00,['BRUSHING'],2024-03-31 17:58:55+00:00,2024-03-31 17:59:47+00:00,289.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821989 60.21920200000001 0, 24.819776 60.219274 0)",99991759.0,99991749.0,2024-03-31 18:02:00+00:00,2024-03-31 18:02:07+00:00,['BRUSHING'],2024-03-31 17:59:47+00:00,2024-03-31 18:01:00+00:00,260.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.819776 60.219274 0, 24.82009 60.219239 0, 24.819808 60.219226999999975 0)",99991794.0,99991759.0,2024-03-31 18:03:00+00:00,2024-03-31 18:03:08+00:00,['BRUSHING'],2024-03-31 18:01:00+00:00,2024-03-31 18:02:00+00:00,264.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.819808 60.219226999999975 0, 24.81976 60.2192 0, 24.819795 60.21927999999998 0, 24.820802 60.219116 0, 24.820424 60.21915700000002 0)",99991812.0,99991794.0,2024-03-31 18:04:00+00:00,2024-03-31 18:04:08+00:00,['BRUSHING'],2024-03-31 18:02:00+00:00,2024-03-31 18:02:32+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.820424 60.21915700000002 0, 24.820835 60.21924700000001 0)",99991815.0,99991812.0,2024-03-31 18:05:00+00:00,2024-03-31 18:05:08+00:00,['BRUSHING'],2024-03-31 18:02:32+00:00,2024-03-31 18:03:57+00:00,113.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.820835 60.21924700000001 0, 24.820503 60.219175 0, 24.821085 60.219328 0, 24.822083 60.21922699999999 0)",99991846.0,99991815.0,2024-03-31 18:06:00+00:00,2024-03-31 18:06:08+00:00,['BRUSHING'],2024-03-31 18:03:57+00:00,2024-03-31 18:04:53+00:00,121.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822083 60.21922699999999 0, 24.822153 60.219219999999986 0, 24.821644 60.219291000000005 0, 24.822018 60.21922399999999 0)",99991865.0,99991846.0,2024-03-31 18:07:00+00:00,2024-03-31 18:07:08+00:00,['BRUSHING'],2024-03-31 18:04:53+00:00,2024-03-31 18:06:00+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.822018 60.21922399999999 0, 24.821899 60.219243000000006 0)",99991887.0,99991865.0,2024-03-31 18:08:00+00:00,2024-03-31 18:08:08+00:00,['BRUSHING'],2024-03-31 18:06:00+00:00,2024-03-31 18:09:00+00:00,297.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821899 60.219243000000006 0, 24.822151 60.21918600000001 0, 24.821709 60.21929400000001 0)",99991945.0,99991887.0,2024-03-31 18:11:00+00:00,2024-03-31 18:11:09+00:00,['BRUSHING'],2024-03-31 18:09:00+00:00,2024-03-31 18:09:50+00:00,251.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821709 60.21929400000001 0, 24.821040000000004 60.21928 0)",99991954.0,99991945.0,2024-03-31 18:12:00+00:00,2024-03-31 18:12:09+00:00,['BRUSHING'],2024-03-31 18:09:50+00:00,2024-03-31 18:10:58+00:00,102.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821040000000004 60.21928 0, 24.820476000000003 60.219159999999995 0, 24.821145000000005 60.219128 0)",99991979.0,99991954.0,2024-03-31 18:13:00+00:00,2024-03-31 18:13:09+00:00,['BRUSHING'],2024-03-31 18:10:58+00:00,2024-03-31 18:11:55+00:00,91.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.821145000000005 60.219128 0, 24.823182 60.219256 0)",99991994.0,99991979.0,2024-03-31 18:14:00+00:00,2024-03-31 18:14:09+00:00,['BRUSHING'],2024-03-31 18:11:55+00:00,2024-03-31 18:12:50+00:00,82.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.823182 60.219256 0, 24.826283 60.219295999999986 0)",99992010.0,99991994.0,2024-03-31 18:15:00+00:00,2024-03-31 18:15:09+00:00,['BRUSHING'],2024-03-31 18:12:50+00:00,2024-03-31 18:13:59+00:00,169.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826283 60.219295999999986 0, 24.826365 60.219305999999996 0, 24.826164 60.21929300000001 0, 24.826636 60.219339000000005 0, 24.826558 60.21936000000001 0)",99992033.0,99992010.0,2024-03-31 18:16:00+00:00,2024-03-31 18:16:10+00:00,['BRUSHING'],2024-03-31 18:13:59+00:00,2024-03-31 18:14:57+00:00,316.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826558 60.21936000000001 0, 24.826561000000005 60.21939 0)",99992050.0,99992033.0,2024-03-31 18:17:00+00:00,2024-03-31 18:17:10+00:00,['BRUSHING'],2024-03-31 18:14:57+00:00,2024-03-31 18:16:00+00:00,63.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
"LINESTRING Z (24.826561000000005 60.21939 0, 24.826618999999997 60.21931200000001 0, 24.826144 60.219252000000004 0, 24.827228 60.219439 0)",99992072.0,99992050.0,2024-03-31 18:18:00+00:00,2024-03-31 18:18:10+00:00,['BRUSHING'],2024-03-31 18:16:00+00:00,2024-03-31 18:16:55+00:00,63.0,state-roads,Harja/Väylävirasto,True,False,False,Espoo Leppävaara Läkkisepänkuja
