"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]"
"Virolahti Harju","2024","4","7","11:00","6.6"
"Virolahti Harju","2024","4","7","12:00","8.4"
"Virolahti Harju","2024","4","7","13:00","7"
"Virolahti Harju","2024","4","7","14:00","4.9"
"Virolahti Harju","2024","4","7","15:00","6.6"
"Virolahti Harju","2024","4","7","16:00","6.4"
"Virolahti Harju","2024","4","7","17:00","4.6"
"Virolahti Harju","2024","4","7","18:00","4.3"
"Virolahti Harju","2024","4","7","19:00","4.3"
"Virolahti Harju","2024","4","7","20:00","6.1"
"Virolahti Harju","2024","4","7","21:00","7"
"Virolahti Harju","2024","4","7","22:00","7.1"
"Virolahti Harju","2024","4","7","23:00","6.2"
"Virolahti Harju","2024","4","8","00:00","4.4"
"Virolahti Harju","2024","4","8","01:00","5.3"
"Virolahti Harju","2024","4","8","02:00","7.2"
"Virolahti Harju","2024","4","8","03:00","7.8"
"Virolahti Harju","2024","4","8","04:00","7.6"
"Virolahti Harju","2024","4","8","05:00","7.2"
"Virolahti Harju","2024","4","8","06:00","7.4"
"Virolahti Harju","2024","4","8","07:00","7"
"Virolahti Harju","2024","4","8","08:00","6.7"
"Virolahti Harju","2024","4","8","09:00","7.5"
"Virolahti Harju","2024","4","8","10:00","7.4"
"Virolahti Harju","2024","4","8","11:00","7.6"
"Virolahti Harju","2024","4","8","12:00","8.2"
"Virolahti Harju","2024","4","8","13:00","8.2"
"Virolahti Harju","2024","4","8","14:00","8.2"
"Virolahti Harju","2024","4","8","15:00","7.3"
"Virolahti Harju","2024","4","8","16:00","6.4"
"Virolahti Harju","2024","4","8","17:00","5.8"
"Virolahti Harju","2024","4","8","18:00","4.9"
"Virolahti Harju","2024","4","8","19:00","4.2"
"Virolahti Harju","2024","4","8","20:00","4.1"
"Virolahti Harju","2024","4","8","21:00","4.2"
"Virolahti Harju","2024","4","8","22:00","4.3"
"Virolahti Harju","2024","4","8","23:00","3.7"
"Virolahti Harju","2024","4","9","00:00","4.1"
"Virolahti Harju","2024","4","9","01:00","4.8"
"Virolahti Harju","2024","4","9","02:00","6.2"
"Virolahti Harju","2024","4","9","03:00","7.8"
"Virolahti Harju","2024","4","9","04:00","5.7"
"Virolahti Harju","2024","4","9","05:00","4.2"
