geometry,id,previousId,sendingTime,created,tasks,startTime,endTime,direction,domain,source,10k,500m,100m
"LINESTRING Z (393024.049762888 6676170.911875413 0, 393306.9555155008 6676217.028419431 0, 393465.0932813815 6676252.312231112 0, 393570.188784981 6676286.805760566 0, 393749.4663933151 6676368.511555693 0, 393872.0785995777 6676448.861038813 0, 393949.32932235 6676514.037402168 0)",99997501.0,99997470.0,2024-04-01 01:11:33+00:00,2024-04-01 01:13:56+00:00,['BRUSHING'],2024-04-01 01:11:32+00:00,2024-04-01 01:13:44+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393646.5781557086 6676318.236679393 0, 393833.0170387775 6676423.250694068 0, 393951.7440429792 6676515.08171529 0, 394020.9642231842 6676582.609604041 0, 394026.873583989 6676591.353032371 0, 394025.8680865038 6676608.320048575 0, 394003.4740167973 6676646.856429793 0, 393979.1694664209 6676713.195294684 0)",99997528.0,99997496.0,2024-04-01 01:12:14+00:00,2024-04-01 01:14:57+00:00,['BRUSHING'],2024-04-01 01:12:13+00:00,2024-04-01 01:14:13+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393949.32932235 6676514.037402168 0, 393994.1054864741 6676551.295218635 0, 394025.9601938352 6676594.276769259 0, 393994.564825288 6676655.137880794 0, 393909.1208502554 6676932.410895807 0)",99997558.0,99997501.0,2024-04-01 01:13:44+00:00,2024-04-01 01:15:57+00:00,['BRUSHING'],2024-04-01 01:13:44+00:00,2024-04-01 01:14:53+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393979.1694664209 6676713.195294684 0, 393943.0401268493 6676813.418791603 0, 393909.6393076477 6676931.170083808 0, 393901.1105913009 6676933.423346303 0, 393884.1369578089 6677007.684964566 0, 393838.3106242367 6677159.450714384 0)",99997584.0,99997528.0,2024-04-01 01:14:14+00:00,2024-04-01 01:16:57+00:00,['BRUSHING'],2024-04-01 01:14:13+00:00,2024-04-01 01:15:18+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393909.1208502554 6676932.410895807 0, 393767.5299688996 6677400.532133634 0, 393735.8747890949 6677551.219266415 0)",99997588.0,99997558.0,2024-04-01 01:14:53+00:00,2024-04-01 01:16:57+00:00,['BRUSHING'],2024-04-01 01:14:53+00:00,2024-04-01 01:17:05+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393838.3106242367 6677159.450714384 0, 393774.8958086279 6677375.468360609 0, 393741.6477981834 6677520.964305548 0, 393726.1622824509 6677634.742757634 0, 393718.2316637206 6677827.196940277 0)",99997624.0,99997584.0,2024-04-01 01:15:19+00:00,2024-04-01 01:17:58+00:00,['BRUSHING'],2024-04-01 01:15:18+00:00,2024-04-01 01:17:19+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393735.8747890949 6677551.219266415 0, 393723.6539406431 6677666.685791973 0, 393724.4513147658 6677774.196396588 0, 393717.3361346239 6677824.994298043 0, 393728.6776153258 6677839.485277748 0, 393776.4046088052 6677849.01857227 0, 393785.9192340082 6677857.87967601 0, 393717.4124931246 6677852.404843166 0, 393706.0021033322 6677858.419761409 0, 393681.8446427241 6677895.004079211 0)",99997685.0,99997588.0,2024-04-01 01:17:05+00:00,2024-04-01 01:19:58+00:00,['BRUSHING'],2024-04-01 01:17:05+00:00,2024-04-01 01:18:40+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393630.2284818422 6677862.295473161 0, 393620.2863680441 6677834.949136963 0, 393607.1682584812 6677824.187511818 0, 393495.9117183319 6677825.978746854 0, 393499.5329271532 6677813.281169959 0, 393510.4381879426 6677807.057447691 0, 393540.4236326845 6677814.541604791 0, 393611.8855010818 6677805.329283898 0, 393633.1947494172 6677792.785711529 0, 393651.6330925964 6677765.393625698 0, 393638.6915603619 6677789.28274611 0, 393617.0311181276 6677797.379140927 0)",99997952.0,99997863.0,2024-04-01 01:25:32+00:00,2024-04-01 01:28:00+00:00,['BRUSHING'],2024-04-01 01:25:32+00:00,2024-04-01 01:27:28+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393678.0518668374 6677823.685168117 0, 393789.8891074418 6677849.518215085 0, 393798.0089723405 6677859.979950122 0, 393601.0988139225 6677823.249830158 0, 393542.3186728673 6677822.509677527 0)",99997954.0,99997883.0,2024-04-01 01:25:38+00:00,2024-04-01 01:28:00+00:00,['BRUSHING'],2024-04-01 01:25:37+00:00,2024-04-01 01:26:57+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393542.3186728673 6677822.509677527 0, 393489.9669281781 6677817.905823359 0, 393502.1632194672 6677804.624100193 0, 393621.7362021819 6677814.291632812 0, 393701.4157323386 6677836.043457778 0, 393695.8011868414 6677860.276483621 0, 393621.7003573902 6677978.769449063 0)",99997994.0,99997954.0,2024-04-01 01:26:58+00:00,2024-04-01 01:29:00+00:00,['BRUSHING'],2024-04-01 01:26:57+00:00,2024-04-01 01:28:11+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393617.0311181276 6677797.379140927 0, 393606.4320495064 6677802.702152478 0, 393691.0444912161 6677824.421625706 0, 393701.6214292485 6677833.585927626 0, 393706.0167807708 6677849.393178871 0, 393475.6347742475 6678212.466651186 0)",99998030.0,99997952.0,2024-04-01 01:27:29+00:00,2024-04-01 01:30:01+00:00,['BRUSHING'],2024-04-01 01:27:28+00:00,2024-04-01 01:29:25+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393393.4958438904 6678372.207040159 0, 393354.9605601099 6678362.187858105 0, 393301.531109668 6678362.187250076 0, 393014.2270040019 6678425.300915419 0)",99998122.0,99998051.0,2024-04-01 01:30:32+00:00,2024-04-01 01:33:01+00:00,['BRUSHING'],2024-04-01 01:30:31+00:00,2024-04-01 01:32:20+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393237.7746190764 6678378.647111129 0, 393009.5459611805 6678420.646249271 0, 392885.2821716366 6678452.702182655 0, 392826.6924287513 6678477.041240892 0)",99998167.0,99998090.0,2024-04-01 01:31:20+00:00,2024-04-01 01:34:02+00:00,['BRUSHING'],2024-04-01 01:31:20+00:00,2024-04-01 01:34:12+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393014.2270040019 6678425.300915419 0, 392623.9949879392 6678542.609122086 0)",99998205.0,99998122.0,2024-04-01 01:32:21+00:00,2024-04-01 01:35:02+00:00,['BRUSHING'],2024-04-01 01:32:20+00:00,2024-04-01 01:35:20+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392826.6924287513 6678477.041240892 0, 392483.2139303373 6678595.111336121 0)",99998288.0,99998167.0,2024-04-01 01:34:12+00:00,2024-04-01 01:37:02+00:00,['BRUSHING'],2024-04-01 01:34:12+00:00,2024-04-01 01:37:12+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392623.9949879392 6678542.609122086 0, 392441.0077459869 6678607.274031973 0, 392326.70036891 6678660.897763307 0)",99998327.0,99998205.0,2024-04-01 01:35:21+00:00,2024-04-01 01:38:03+00:00,['BRUSHING'],2024-04-01 01:35:20+00:00,2024-04-01 01:38:20+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392483.2139303373 6678595.111336121 0, 392433.718725936 6678611.946002808 0, 392354.8426755865 6678658.620000567 0, 392213.7697975831 6678710.361460151 0, 392168.9501837038 6678735.308174453 0)",99998394.0,99998288.0,2024-04-01 01:37:12+00:00,2024-04-01 01:40:03+00:00,['BRUSHING'],2024-04-01 01:37:12+00:00,2024-04-01 01:40:10+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392326.70036891 6678660.897763307 0, 392151.5709097186 6678739.832752641 0, 392108.3209607896 6678772.868748741 0, 392067.5150903268 6678830.460482355 0)",99998431.0,99998327.0,2024-04-01 01:38:21+00:00,2024-04-01 01:41:03+00:00,['BRUSHING'],2024-04-01 01:38:20+00:00,2024-04-01 01:40:26+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392168.9501837038 6678735.308174453 0, 392133.0745915128 6678757.205533762 0, 392067.1297106393 6678826.794472953 0, 391992.6358095036 6678965.170686131 0, 391963.6977101165 6679049.157670612 0)",99998523.0,99998394.0,2024-04-01 01:40:09+00:00,2024-04-01 01:43:04+00:00,['BRUSHING'],2024-04-01 01:40:10+00:00,2024-04-01 01:42:45+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392067.5150903268 6678830.460482355 0, 392028.1008795896 6678897.595117488 0, 391955.5731357163 6679074.248207308 0, 391916.9184347767 6679148.1594099 0)",99998532.0,99998431.0,2024-04-01 01:40:27+00:00,2024-04-01 01:43:04+00:00,['BRUSHING'],2024-04-01 01:40:26+00:00,2024-04-01 01:43:17+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391963.6977101165 6679049.157670612 0, 391937.7111423332 6679111.104690867 0, 391841.7770165127 6679279.203595101 0, 391805.6167438246 6679375.441074138 0)",99998602.0,99998523.0,2024-04-01 01:42:45+00:00,2024-04-01 01:45:04+00:00,['BRUSHING'],2024-04-01 01:42:45+00:00,2024-04-01 01:45:45+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391916.9184347767 6679148.1594099 0, 391820.7346375753 6679322.729656489 0, 391801.7823317349 6679380.680713962 0, 391793.121240782 6679464.291791201 0)",99998622.0,99998532.0,2024-04-01 01:43:18+00:00,2024-04-01 01:46:05+00:00,['BRUSHING'],2024-04-01 01:43:17+00:00,2024-04-01 01:46:17+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391805.6167438246 6679375.441074138 0, 391800.8897470889 6679503.955996178 0, 391818.5017042759 6679586.008910744 0, 391833.2213238506 6679632.153520744 0, 391857.6203670369 6679683.360570459 0)",99998712.0,99998602.0,2024-04-01 01:45:45+00:00,2024-04-01 01:48:05+00:00,['BRUSHING'],2024-04-01 01:45:45+00:00,2024-04-01 01:47:37+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391793.121240782 6679464.291791201 0, 391795.1647463565 6679512.706179382 0, 391814.0283727221 6679597.730790254 0, 391895.0638975562 6679763.489497257 0)",99998733.0,99998622.0,2024-04-01 01:46:18+00:00,2024-04-01 01:49:05+00:00,['BRUSHING'],2024-04-01 01:46:17+00:00,2024-04-01 01:47:42+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391857.6203670369 6679683.360570459 0, 391902.101405156 6679774.759191726 0, 391944.9529776073 6679839.238856544 0, 392224.923077688 6680087.605040411 0)",99998774.0,99998712.0,2024-04-01 01:47:37+00:00,2024-04-01 01:50:06+00:00,['BRUSHING'],2024-04-01 01:47:37+00:00,2024-04-01 01:48:42+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391952.518039518 6679900.193697692 0, 391770.9117409528 6679765.717178971 0, 391654.1641042641 6679696.298460973 0, 391594.4681824066 6679673.107668033 0)",99999095.0,99999025.0,2024-04-01 01:55:45+00:00,2024-04-01 01:58:08+00:00,['BRUSHING'],2024-04-01 01:55:44+00:00,2024-04-01 01:58:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391887.9257786578 6679846.16379049 0, 391664.4893578 6679702.566999538 0, 391555.3449698811 6679663.570955396 0)",99999121.0,99999040.0,2024-04-01 01:56:15+00:00,2024-04-01 01:59:08+00:00,['BRUSHING'],2024-04-01 01:56:15+00:00,2024-04-01 01:59:06+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391594.4681824066 6679673.107668033 0, 391437.8990659044 6679641.763207007 0, 391391.4477234505 6679611.272958617 0, 391362.934547641 6679565.4286384 0, 391355.0539341142 6679525.879949235 0, 391363.6574546411 6679485.395296095 0, 391390.7350369862 6679436.33793745 0)",99999232.0,99999095.0,2024-04-01 01:58:39+00:00,2024-04-01 02:01:09+00:00,['BRUSHING'],2024-04-01 01:58:38+00:00,2024-04-01 02:01:35+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391555.3449698811 6679663.570955396 0, 391438.9574936621 6679641.954626337 0, 391411.164538708 6679629.631115042 0, 391377.9848312335 6679596.406363777 0, 391362.0583264314 6679558.322720206 0, 391360.3399060181 6679500.537961505 0, 391367.457107715 6679477.147399185 0, 391404.9888438041 6679421.873143631 0)",99999251.0,99999121.0,2024-04-01 01:59:06+00:00,2024-04-01 02:01:10+00:00,['BRUSHING'],2024-04-01 01:59:06+00:00,2024-04-01 02:01:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391390.7350369862 6679436.33793745 0, 391442.1802891076 6679388.673957896 0, 391615.8227576822 6679305.958374903 0, 391708.8494294015 6679243.915514939 0)",99999354.0,99999232.0,2024-04-01 02:01:36+00:00,2024-04-01 02:04:11+00:00,['BRUSHING'],2024-04-01 02:01:35+00:00,2024-04-01 02:03:48+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391404.9888438041 6679421.873143631 0, 391455.2570841297 6679377.476023021 0, 391642.4844924651 6679287.560516079 0, 391725.3381732058 6679226.265584735 0)",99999373.0,99999251.0,2024-04-01 02:01:59+00:00,2024-04-01 02:04:11+00:00,['BRUSHING'],2024-04-01 02:01:59+00:00,2024-04-01 02:04:11+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391708.8494294015 6679243.915514939 0, 391848.1335961515 6679100.82850907 0, 391942.775999155 6678980.685829492 0)",99999452.0,99999354.0,2024-04-01 02:03:49+00:00,2024-04-01 02:06:12+00:00,['BRUSHING'],2024-04-01 02:03:48+00:00,2024-04-01 02:06:23+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391725.3381732058 6679226.265584735 0, 391764.3761635345 6679197.249745238 0, 391841.3525539562 6679118.859070721 0, 391961.0601540478 6678958.080768042 0)",99999469.0,99999373.0,2024-04-01 02:04:11+00:00,2024-04-01 02:06:12+00:00,['BRUSHING'],2024-04-01 02:04:11+00:00,2024-04-01 02:06:53+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391942.775999155 6678980.685829492 0, 392034.771249675 6678808.249075594 0, 392136.7041576506 6678686.782256668 0)",99999566.0,99999452.0,2024-04-01 02:06:24+00:00,2024-04-01 02:09:13+00:00,['BRUSHING'],2024-04-01 02:06:23+00:00,2024-04-01 02:09:23+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391961.0601540478 6678958.080768042 0, 391999.9726616051 6678864.661209235 0, 392047.5274276297 6678789.819543839 0, 392083.7852118022 6678739.605254446 0, 392157.6902374785 6678659.86397409 0)",99999583.0,99999469.0,2024-04-01 02:06:53+00:00,2024-04-01 02:09:13+00:00,['BRUSHING'],2024-04-01 02:06:53+00:00,2024-04-01 02:08:43+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392157.6902374785 6678659.86397409 0, 392198.5604833143 6678625.004425453 0, 392210.4561797667 6678598.020341888 0, 392198.4658677977 6678584.221662368 0, 392094.4302423657 6678550.183886684 0, 392076.7823149535 6678575.66670313 0, 392071.4593965304 6678609.366167464 0, 392075.0085858679 6678628.205482574 0, 392083.9081949705 6678642.429349571 0, 392110.2316108616 6678659.258984522 0, 392103.0098685239 6678669.947196263 0, 392089.1387418701 6678663.782053442 0, 392072.6242286314 6678628.164465124 0, 392066.5783211189 6678603.604215425 0, 392070.9718075824 6678577.844154503 0)",99999661.0,99999583.0,2024-04-01 02:08:44+00:00,2024-04-01 02:11:14+00:00,['BRUSHING'],2024-04-01 02:08:43+00:00,2024-04-01 02:10:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392136.7041576506 6678686.782256668 0, 392230.7938433344 6678607.33831631 0, 392286.9393431062 6678588.633310834 0)",99999692.0,99999566.0,2024-04-01 02:09:24+00:00,2024-04-01 02:12:14+00:00,['BRUSHING'],2024-04-01 02:09:23+00:00,2024-04-01 02:12:23+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392070.9718075824 6678577.844154503 0, 392086.4612848568 6678544.958828657 0, 392104.9633403345 6678533.380355946 0, 392254.8883568908 6678593.701277175 0, 392435.9874191482 6678547.803723713 0)",99999756.0,99999661.0,2024-04-01 02:10:59+00:00,2024-04-01 02:13:15+00:00,['BRUSHING'],2024-04-01 02:10:59+00:00,2024-04-01 02:13:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392286.9393431062 6678588.633310834 0, 392631.8668646333 6678506.82994164 0)",99999819.0,99999692.0,2024-04-01 02:12:24+00:00,2024-04-01 02:15:15+00:00,['BRUSHING'],2024-04-01 02:12:23+00:00,2024-04-01 02:14:37+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392435.9874191482 6678547.803723713 0, 392805.3288397216 6678457.275171282 0)",99999883.0,99999756.0,2024-04-01 02:13:59+00:00,2024-04-01 02:16:16+00:00,['BRUSHING'],2024-04-01 02:13:59+00:00,2024-04-01 02:15:11+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392631.8668646333 6678506.82994164 0, 393021.2497726934 6678405.817093568 0)",99999908.0,99999819.0,2024-04-01 02:14:38+00:00,2024-04-01 02:17:16+00:00,['BRUSHING'],2024-04-01 02:14:37+00:00,2024-04-01 02:15:55+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392805.3288397216 6678457.275171282 0, 393229.7528745175 6678345.005313834 0)",99999933.0,99999883.0,2024-04-01 02:15:11+00:00,2024-04-01 02:17:16+00:00,['BRUSHING'],2024-04-01 02:15:11+00:00,2024-04-01 02:16:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393021.2497726934 6678405.817093568 0, 393275.4142049952 6678331.413826215 0, 393402.0434945947 6678264.312024033 0, 393427.2795356023 6678268.702051746 0)",99999961.0,99999908.0,2024-04-01 02:15:56+00:00,2024-04-01 02:18:16+00:00,['BRUSHING'],2024-04-01 02:15:55+00:00,2024-04-01 02:17:21+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393229.7528745175 6678345.005313834 0, 393302.7617981158 6678320.809089255 0, 393417.8921811071 6678258.500957298 0, 393441.7065026701 6678276.861846816 0, 393438.5877278526 6678354.288266179 0, 393457.7880846902 6678410.225732403 0, 393454.4778739615 6678416.451128416 0, 393436.3641303274 6678407.284457959 0)",100000006.0,99999933.0,2024-04-01 02:16:59+00:00,2024-04-01 02:19:17+00:00,['BRUSHING'],2024-04-01 02:16:59+00:00,2024-04-01 02:18:06+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393427.2795356023 6678268.702051746 0, 393436.0473610287 6678284.270084158 0, 393431.6007001024 6678318.052936107 0, 393434.9665818838 6678342.247497796 0, 393460.8110883737 6678409.357564231 0, 393454.8486945247 6678421.566301051 0, 393446.2263628794 6678420.480469743 0, 393404.0365195233 6678378.251350654 0, 393352.5174502886 6678362.036280442 0, 393289.9017124415 6678364.421175708 0, 393155.1156365114 6678391.203285697 0)",100000023.0,99999961.0,2024-04-01 02:17:22+00:00,2024-04-01 02:20:17+00:00,['BRUSHING'],2024-04-01 02:17:21+00:00,2024-04-01 02:18:22+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393436.3641303274 6678407.284457959 0, 393415.6065969208 6678383.48562748 0, 393381.4859260351 6678367.097096707 0, 393329.6662895525 6678359.583002415 0, 393286.953700058 6678364.061514776 0, 393072.2258767374 6678409.116975347 0, 392632.0689746772 6678534.459985499 0)",100000056.0,100000006.0,2024-04-01 02:18:06+00:00,2024-04-01 02:20:17+00:00,['BRUSHING'],2024-04-01 02:18:06+00:00,2024-04-01 02:19:11+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (393155.1156365114 6678391.203285697 0, 393005.1321975116 6678425.121429638 0, 392321.5919008841 6678624.831651234 0)",100000067.0,100000023.0,2024-04-01 02:18:23+00:00,2024-04-01 02:21:17+00:00,['BRUSHING'],2024-04-01 02:18:22+00:00,2024-04-01 02:19:23+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392632.0689746772 6678534.459985499 0, 392286.3976637368 6678643.587144972 0, 392201.5081549571 6678691.110424388 0, 392131.2081650053 6678744.668355451 0, 392082.2544217668 6678798.488727908 0, 392040.6625768746 6678861.341503769 0, 391956.0070744144 6679066.43483332 0, 391887.2471548591 6679201.635258708 0)",100000106.0,100000056.0,2024-04-01 02:19:11+00:00,2024-04-01 02:21:17+00:00,['BRUSHING'],2024-04-01 02:19:11+00:00,2024-04-01 02:20:15+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (392321.5919008841 6678624.831651234 0, 392274.8602971928 6678643.258618861 0, 392186.5392216137 6678696.566647354 0, 392120.3441467115 6678752.120975979 0, 392075.4842988265 6678803.814738676 0, 392016.3943964404 6678906.521639449 0, 391956.5840714145 6679057.83717509 0, 391922.1851336241 6679129.50517635 0, 391850.6918473993 6679254.646538314 0, 391743.252856429 6679411.945306336 0)",100000113.0,100000067.0,2024-04-01 02:19:24+00:00,2024-04-01 02:22:18+00:00,['BRUSHING'],2024-04-01 02:19:23+00:00,2024-04-01 02:20:24+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391887.2471548591 6679201.635258708 0, 391805.9785013783 6679331.524360786 0, 391710.5485288954 6679458.269290608 0, 391623.8569403206 6679556.22992162 0, 391537.4302448657 6679638.695207999 0, 391375.6287140262 6679746.35935176 0, 391131.7903738738 6679850.569016287 0)",100000152.0,100000106.0,2024-04-01 02:20:15+00:00,2024-04-01 02:22:18+00:00,['BRUSHING'],2024-04-01 02:20:15+00:00,2024-04-01 02:22:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391743.252856429 6679411.945306336 0, 391598.9266216098 6679582.488642533 0, 391527.9483365213 6679647.780267824 0, 391436.7713833753 6679715.679484632 0, 391338.7170606066 6679770.190354257 0, 391235.2092184002 6679814.502681583 0, 390930.8889109194 6679913.506989401 0)",100000159.0,100000113.0,2024-04-01 02:20:25+00:00,2024-04-01 02:23:18+00:00,['BRUSHING'],2024-04-01 02:20:24+00:00,2024-04-01 02:22:52+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (391131.7903738738 6679850.569016287 0, 390750.229158728 6679963.926925505 0, 390522.7878891534 6680002.38528584 0)",100000230.0,100000152.0,2024-04-01 02:22:02+00:00,2024-04-01 02:24:19+00:00,['BRUSHING'],2024-04-01 02:22:02+00:00,2024-04-01 02:25:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (390930.8889109194 6679913.506989401 0, 390688.1675249645 6679974.698771527 0, 390429.5689789607 6680012.424009404 0)",100000265.0,100000159.0,2024-04-01 02:22:53+00:00,2024-04-01 02:25:19+00:00,['BRUSHING'],2024-04-01 02:22:52+00:00,2024-04-01 02:25:22+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (390522.7878891534 6680002.38528584 0, 390484.2385405821 6680015.68769569 0, 390370.5643665782 6680029.015845259 0, 390330.7207644883 6680043.473138613 0, 390317.9937769625 6680036.611800195 0, 390295.0274496124 6680002.421288954 0, 390228.2997792198 6679986.930226699 0)",100000377.0,100000230.0,2024-04-01 02:25:02+00:00,2024-04-01 02:27:20+00:00,['BRUSHING'],2024-04-01 02:25:02+00:00,2024-04-01 02:26:07+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (390429.5689789607 6680012.424009404 0, 390384.5279393909 6680018.010110962 0, 390327.9776395137 6680049.907496424 0, 390315.6700837098 6680042.253503306 0, 390302.6379943702 6680016.011083535 0, 390288.4352377591 6680004.290871068 0, 390156.5394503678 6679969.920122778 0, 389777.9363838314 6679952.462691859 0)",100000399.0,100000265.0,2024-04-01 02:25:23+00:00,2024-04-01 02:28:20+00:00,['BRUSHING'],2024-04-01 02:25:22+00:00,2024-04-01 02:26:23+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (390228.2997792198 6679986.930226699 0, 390143.3469664126 6679967.865231029 0, 390031.286327164 6679957.530359443 0, 389712.7359156057 6679950.976165099 0, 389246.5311761569 6679997.511538796 0, 388875.2769912552 6680056.149763559 0)",100000437.0,100000377.0,2024-04-01 02:26:07+00:00,2024-04-01 02:28:20+00:00,['BRUSHING'],2024-04-01 02:26:07+00:00,2024-04-01 02:27:11+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (389777.9363838314 6679952.462691859 0, 389540.6932045253 6679963.418452429 0, 389280.5762069356 6679992.913306397 0, 388741.2802000124 6680075.162018043 0, 388631.8474835719 6680074.819591051 0, 388456.9140542622 6680046.836952661 0)",100000448.0,100000399.0,2024-04-01 02:26:24+00:00,2024-04-01 02:29:20+00:00,['BRUSHING'],2024-04-01 02:26:23+00:00,2024-04-01 02:27:24+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (388875.2769912552 6680056.149763559 0, 388680.8616256371 6680079.677521478 0, 388377.6596570949 6680035.105168411 0, 388289.1001421523 6680034.357992566 0, 388199.4659766094 6680045.570046226 0, 388052.9127993201 6680090.512056336 0, 387729.6180946454 6680268.600817618 0, 387537.5195706727 6680341.710549326 0)",100000485.0,100000437.0,2024-04-01 02:27:11+00:00,2024-04-01 02:29:21+00:00,['BRUSHING'],2024-04-01 02:27:11+00:00,2024-04-01 02:28:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (388456.9140542622 6680046.836952661 0, 388281.973233324 6680035.021737582 0, 388132.8259041876 6680060.426194618 0, 387991.1570323474 6680118.259777823 0, 387743.5582828363 6680260.705725416 0, 387622.9193945558 6680313.784465931 0, 387433.1267681309 6680368.106648353 0, 387195.5840491089 6680391.929565432 0)",100000497.0,100000448.0,2024-04-01 02:27:25+00:00,2024-04-01 02:30:21+00:00,['BRUSHING'],2024-04-01 02:27:24+00:00,2024-04-01 02:28:25+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (387537.5195706727 6680341.710549326 0, 387367.0224386166 6680376.719849544 0, 386983.0899225001 6680403.402753008 0, 386737.3974374781 6680435.866081773 0, 386631.5322401086 6680441.379777477 0, 386483.208881333 6680424.812974173 0, 386376.1314461306 6680400.28202965 0, 386294.8511458476 6680368.04139574 0, 386184.6631280964 6680295.35769967 0)",100000533.0,100000485.0,2024-04-01 02:28:16+00:00,2024-04-01 02:30:21+00:00,['BRUSHING'],2024-04-01 02:28:16+00:00,2024-04-01 02:29:20+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (387195.5840491089 6680391.929565432 0, 386978.3683706101 6680401.208575345 0, 386649.6895808898 6680439.144518581 0, 386471.6101153968 6680422.387439982 0, 386383.9770358215 6680401.37526313 0, 386299.9674435864 6680368.662211143 0, 386051.6647370019 6680210.907045887 0, 385905.571406187 6680159.745985338 0)",100000543.0,100000497.0,2024-04-01 02:28:26+00:00,2024-04-01 02:31:21+00:00,['BRUSHING'],2024-04-01 02:28:25+00:00,2024-04-01 02:29:26+00:00,,state-roads,Harja/Väylävirasto,True,False,False
