geometry,id,previousId,sendingTime,created,tasks,startTime,endTime,direction,domain,source,10k,500m,100m
"LINESTRING Z (442188.870782298 6901818.809584617 0, 442104.9940696064 6901876.188132905 0, 442015.2773090654 6901914.169947105 0)",103619169.0,103619073.0,2024-04-29 22:59:59+00:00,2024-04-29 23:02:19+00:00,['BRUSHING'],2024-04-29 22:59:59+00:00,2024-04-29 23:02:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442015.2773090654 6901914.169947105 0, 441815.1689292693 6901963.199063702 0)",103619261.0,103619169.0,2024-04-29 23:03:00+00:00,2024-04-29 23:05:21+00:00,['BRUSHING'],2024-04-29 23:02:59+00:00,2024-04-29 23:05:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441815.1689292693 6901963.199063702 0, 441750.2404959431 6901973.905588205 0, 441629.6092853996 6902023.798885687 0)",103619348.0,103619261.0,2024-04-29 23:05:59+00:00,2024-04-29 23:08:22+00:00,['BRUSHING'],2024-04-29 23:05:59+00:00,2024-04-29 23:08:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441629.6092853996 6902023.798885687 0, 441461.5728286201 6902129.454650547 0, 441454.3726365499 6902139.719799611 0, 441455.811768154 6902153.734493067 0, 441449.7851137068 6902162.753533245 0, 441431.7743364908 6902160.950035891 0, 441419.400804768 6902145.677247603 0, 441419.2033348979 6902137.32369386 0)",103619436.0,103619348.0,2024-04-29 23:09:00+00:00,2024-04-29 23:11:23+00:00,['BRUSHING'],2024-04-29 23:08:59+00:00,2024-04-29 23:11:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441419.2033348979 6902137.32369386 0, 441430.3398580085 6902126.32135407 0, 441459.5057253402 6902124.142156566 0, 441484.1870365399 6902109.115759631 0, 441458.5206458427 6902124.270729937 0, 441473.7849234273 6902117.542325099 0, 441558.5665824859 6902059.351943063 0)",103619517.0,103619436.0,2024-04-29 23:12:00+00:00,2024-04-29 23:14:23+00:00,['BRUSHING'],2024-04-29 23:11:59+00:00,2024-04-29 23:14:59+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441558.5665824859 6902059.351943063 0, 441620.5446151088 6902019.499160185 0, 441687.2350067465 6901990.597058064 0, 441771.5763071083 6901960.610691874 0, 441834.0961092428 6901951.840486274 0)",103619603.0,103619517.0,2024-04-29 23:15:00+00:00,2024-04-29 23:17:24+00:00,['BRUSHING'],2024-04-29 23:14:59+00:00,2024-04-29 23:17:07+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441834.0961092428 6901951.840486274 0, 441990.0327812258 6901911.819598656 0, 442089.4239450091 6901874.339080303 0, 442166.8767058644 6901827.210351372 0, 442234.0800476923 6901755.077203112 0)",103619668.0,103619603.0,2024-04-29 23:17:07+00:00,2024-04-29 23:19:24+00:00,['BRUSHING'],2024-04-29 23:17:07+00:00,2024-04-29 23:20:07+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442234.0800476923 6901755.077203112 0, 442236.9572558556 6901750.125051571 0, 442227.9067931971 6901758.748855997 0, 442236.7654379818 6901763.165178429 0, 442234.577032337 6901768.885482645 0, 442201.994379792 6901811.341360739 0, 442131.8581857923 6901860.906172187 0, 442048.925031545 6901903.561689054 0, 441964.6801328101 6901927.299487526 0)",103619754.0,103619668.0,2024-04-29 23:20:07+00:00,2024-04-29 23:22:25+00:00,['BRUSHING'],2024-04-29 23:20:07+00:00,2024-04-29 23:23:07+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441964.6801328101 6901927.299487526 0, 441704.5402783339 6901990.63134626 0)",103619834.0,103619754.0,2024-04-29 23:23:07+00:00,2024-04-29 23:25:25+00:00,['BRUSHING'],2024-04-29 23:23:07+00:00,2024-04-29 23:25:20+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441704.5402783339 6901990.63134626 0, 441733.3877212706 6901981.997345542 0, 441605.8634661803 6902035.91085638 0, 441471.1328540164 6902126.391174154 0, 441448.857811605 6902163.21538351 0, 441429.5056628128 6902158.983867011 0)",103619890.0,103619834.0,2024-04-29 23:25:20+00:00,2024-04-29 23:27:26+00:00,['BRUSHING'],2024-04-29 23:25:20+00:00,2024-04-29 23:27:18+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441429.5056628128 6902158.983867011 0, 441419.2678043396 6902144.008165587 0, 441423.7447982388 6902129.556158046 0, 441469.2921554471 6902116.171966719 0, 441626.5951921261 6902011.817145167 0, 441704.1046494189 6901977.490588222 0, 441821.8702890947 6901951.049104144 0)",103619940.0,103619890.0,2024-04-29 23:27:18+00:00,2024-04-29 23:29:26+00:00,['BRUSHING'],2024-04-29 23:27:18+00:00,2024-04-29 23:29:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441821.8702890947 6901951.049104144 0, 442048.5137816774 6901891.757610293 0, 442116.5516042475 6901859.275310742 0, 442180.0567610081 6901810.938417559 0)",103619998.0,103619940.0,2024-04-29 23:29:41+00:00,2024-04-29 23:32:27+00:00,['BRUSHING'],2024-04-29 23:29:41+00:00,2024-04-29 23:32:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442180.0567610081 6901810.938417559 0, 442219.5645952051 6901766.246259827 0, 442229.9298906525 6901770.636683061 0, 442195.6831661948 6901810.001278495 0, 442192.4284744702 6901820.196976047 0, 442202.8105891816 6901807.427427029 0, 442188.1292618387 6901827.067851176 0, 442200.971463459 6901824.395775236 0, 442192.9808128992 6901819.0732237 0)",103620079.0,103619998.0,2024-04-29 23:32:41+00:00,2024-04-29 23:35:27+00:00,['BRUSHING'],2024-04-29 23:32:41+00:00,2024-04-29 23:35:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442192.9808128992 6901819.0732237 0, 442089.9253609696 6901888.370129212 0, 442029.094613385 6901910.811837612 0, 442099.3790503523 6901882.078942181 0)",103620155.0,103620079.0,2024-04-29 23:35:41+00:00,2024-04-29 23:38:28+00:00,['BRUSHING'],2024-04-29 23:35:41+00:00,2024-04-29 23:38:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442099.3790503523 6901882.078942181 0, 442103.6431331208 6901879.219889644 0, 441955.222972448 6901933.368269306 0, 441806.1718918445 6901965.806098642 0, 441816.9814263218 6901962.833429962 0, 441812.6907079262 6901964.133346917 0)",103620238.0,103620155.0,2024-04-29 23:38:41+00:00,2024-04-29 23:41:29+00:00,['BRUSHING'],2024-04-29 23:38:41+00:00,2024-04-29 23:41:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441812.6907079262 6901964.133346917 0, 441649.1284521786 6902016.663174385 0, 441528.1799650973 6902092.973760683 0)",103620317.0,103620238.0,2024-04-29 23:41:41+00:00,2024-04-29 23:44:29+00:00,['BRUSHING'],2024-04-29 23:41:41+00:00,2024-04-29 23:44:41+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441528.1799650973 6902092.973760683 0, 441471.0181121788 6902131.74164484 0, 441447.711082635 6902163.012494926 0, 441426.4558288979 6902156.919877966 0, 441419.4790374069 6902141.218821778 0, 441427.6040576659 6902127.371838481 0, 441471.7317947009 6902116.018082977 0, 441509.9994599709 6902090.392802757 0, 441463.8360271667 6902119.164016564 0, 441431.460953919 6902122.067620756 0, 441435.7765485503 6902122.215321799 0)",103620394.0,103620317.0,2024-04-29 23:44:41+00:00,2024-04-29 23:47:30+00:00,['BRUSHING'],2024-04-29 23:44:41+00:00,2024-04-29 23:47:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441435.7765485503 6902122.215321799 0, 441474.3613924266 6902111.849540167 0, 441616.7155295351 6902017.44852508 0, 441701.2664935312 6901975.645534451 0)",103620472.0,103620394.0,2024-04-29 23:47:39+00:00,2024-04-29 23:50:30+00:00,['BRUSHING'],2024-04-29 23:47:38+00:00,2024-04-29 23:50:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441701.2664935312 6901975.645534451 0, 441668.0824901284 6901988.923500466 0, 441680.139575779 6901970.997618711 0, 441670.2825192246 6901944.983356532 0, 441679.1358534846 6901952.072542093 0, 441644.7811095309 6901930.828856624 0, 441663.8787964612 6901941.305922962 0, 441676.4850317282 6901961.032617114 0, 441677.430616465 6901973.607398902 0, 441663.2223364724 6901990.344912489 0)",103620547.0,103620472.0,2024-04-29 23:50:38+00:00,2024-04-29 23:53:31+00:00,['BRUSHING'],2024-04-29 23:50:38+00:00,2024-04-29 23:53:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441663.2223364724 6901990.344912489 0, 441747.1634106034 6901964.264792486 0, 441699.6042571876 6901978.682858657 0, 441736.5250769774 6901965.11762116 0, 441701.4205963138 6901978.539948293 0, 441725.2787790787 6901966.872427936 0, 441712.3818234394 6901972.33294746 0)",103620623.0,103620547.0,2024-04-29 23:53:38+00:00,2024-04-29 23:56:32+00:00,['BRUSHING'],2024-04-29 23:53:38+00:00,2024-04-29 23:56:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441712.3818234394 6901972.33294746 0, 441707.0693409869 6901971.645033686 0, 441827.7273323498 6901953.176321945 0, 441826.7519622088 6901959.878766929 0, 441796.0378320469 6901971.775622547 0, 441733.6399079643 6901984.555782095 0)",103620702.0,103620623.0,2024-04-29 23:56:38+00:00,2024-04-29 23:59:32+00:00,['BRUSHING'],2024-04-29 23:56:38+00:00,2024-04-29 23:59:38+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441733.6399079643 6901984.555782095 0, 441716.22525453 6901990.205982201 0, 441745.5171311693 6901980.227268837 0, 441737.454269447 6902000.757947353 0, 441721.6075207499 6902000.921070616 0, 441739.2992442927 6901996.268934623 0, 441746.233146483 6901985.563330295 0, 441718.8805152507 6901990.494248762 0, 441745.0804464589 6901982.01765345 0)",103620770.0,103620702.0,2024-04-29 23:59:38+00:00,2024-04-30 00:02:33+00:00,['BRUSHING'],2024-04-29 23:59:38+00:00,2024-04-30 00:02:36+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441745.0804464589 6901982.01765345 0, 441612.6111249166 6902035.459429063 0, 441473.3670221123 6902129.360810264 0, 441445.8467822329 6902163.379232887 0)",103620835.0,103620770.0,2024-04-30 00:02:36+00:00,2024-04-30 00:05:33+00:00,['BRUSHING'],2024-04-30 00:02:36+00:00,2024-04-30 00:05:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441445.8467822329 6902163.379232887 0, 441428.4938667169 6902160.561460179 0, 441419.0216462699 6902144.792439349 0, 441433.2955189818 6902128.944119882 0, 441471.796529183 6902110.779909271 0, 441452.4837147222 6902114.793134979 0, 441498.4175371079 6902096.722703911 0, 441666.6317425138 6901989.171514546 0, 441657.333062631 6901995.349827476 0)",103620904.0,103620835.0,2024-04-30 00:05:02+00:00,2024-04-30 00:07:34+00:00,['BRUSHING'],2024-04-30 00:05:02+00:00,2024-04-30 00:08:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441657.333062631 6901995.349827476 0, 441590.1130368903 6902035.627224669 0, 441677.3636192795 6901978.734173372 0, 441679.5005140523 6901967.108777352 0, 441673.9579353456 6901950.156656449 0, 441643.0379576217 6901932.196217387 0, 441659.1278372357 6901937.04270051 0, 441676.8985037979 6901957.905509101 0, 441677.0325994951 6901977.625649854 0, 441665.5083681374 6901993.313774286 0, 441676.6260416272 6901969.164296301 0)",103620965.0,103620904.0,2024-04-30 00:08:02+00:00,2024-04-30 00:10:34+00:00,['BRUSHING'],2024-04-30 00:08:02+00:00,2024-04-30 00:11:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441676.6260416272 6901969.164296301 0, 441668.5181139725 6901945.125382633 0, 441650.6537660264 6901933.846909499 0, 441669.1318676949 6901944.557606495 0, 441677.8840436161 6901963.794016426 0, 441676.518888575 6901977.968837117 0, 441663.424341756 6901990.007129597 0, 441674.7987242211 6901977.664387669 0, 441675.9522056591 6901963.270384024 0, 441667.7236030336 6901947.256262925 0, 441652.1086258495 6901936.830182589 0, 441672.7671320596 6901953.408671468 0, 441675.0302033584 6901958.049333548 0, 441627.0632860576 6901925.007856509 0)",103621032.0,103620965.0,2024-04-30 00:11:02+00:00,2024-04-30 00:13:35+00:00,['BRUSHING'],2024-04-30 00:11:02+00:00,2024-04-30 00:14:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441627.0632860576 6901925.007856509 0, 441625.7794723811 6901919.904523631 0, 441632.5193925923 6901915.999057836 0, 441640.8492685682 6901919.865864697 0, 441702.5227816002 6901973.172379201 0, 441723.5184055475 6901970.245719059 0)",103621103.0,103621032.0,2024-04-30 00:14:02+00:00,2024-04-30 00:16:35+00:00,['BRUSHING'],2024-04-30 00:14:02+00:00,2024-04-30 00:17:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441723.5184055475 6901970.245719059 0, 441811.8726559381 6901952.893447125 0, 441818.7053612196 6901960.352230313 0, 441744.6784914843 6901985.813110267 0, 441735.7321931521 6902000.342073917 0, 441737.8688435957 6902018.690403911 0, 441744.7901973788 6902028.264602827 0, 441738.0438394325 6902016.793124946 0, 441738.0794520167 6901997.850033032 0, 441763.9480019113 6901979.239531382 0, 441752.896173372 6901983.219405566 0)",103621165.0,103621103.0,2024-04-30 00:17:02+00:00,2024-04-30 00:19:36+00:00,['BRUSHING'],2024-04-30 00:17:02+00:00,2024-04-30 00:20:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441752.896173372 6901983.219405566 0, 441738.3160479234 6901996.508818692 0, 441736.750879037 6902017.149801957 0, 441739.4910188888 6902022.33937218 0, 441735.0381536317 6902011.273877047 0, 441736.0919853876 6902000.112988449 0, 441741.5247828452 6902022.749848263 0, 441738.4028808696 6902001.521499005 0, 441757.8583445136 6901981.684931232 0, 441744.355499815 6901991.167167888 0, 441740.012001285 6902013.416241611 0, 441739.1631360329 6902006.411087627 0, 441743.7129454232 6901993.072544909 0, 441740.7394496608 6902016.412151356 0, 441750.4549346461 6902034.294936541 0, 441742.9658732645 6902021.944901931 0, 441781.3123764349 6902066.742833472 0, 441805.648102174 6902079.692816186 0)",103621242.0,103621165.0,2024-04-30 00:20:02+00:00,2024-04-30 00:22:36+00:00,['BRUSHING'],2024-04-30 00:20:02+00:00,2024-04-30 00:23:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441805.648102174 6902079.692816186 0, 441779.1459364559 6902067.671746392 0, 441715.5719829373 6902006.485548355 0, 441688.7886935039 6902005.278400175 0, 441713.0582111652 6901990.372292297 0, 441710.7053474709 6901995.538680239 0, 441720.9686764712 6902000.040729668 0, 441705.052417481 6901996.19378684 0, 441656.2801593304 6902015.536267393 0, 441677.5983654049 6902007.255252286 0)",103621305.0,103621242.0,2024-04-30 00:23:03+00:00,2024-04-30 00:25:37+00:00,['BRUSHING'],2024-04-30 00:23:02+00:00,2024-04-30 00:26:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441677.5983654049 6902007.255252286 0, 441700.2577264666 6901998.393995084 0, 441591.5461082704 6902052.31630233 0, 441493.2120764524 6902120.101397469 0, 441460.5542124468 6902166.465994784 0, 441462.8580945835 6902158.514608356 0)",103621374.0,103621305.0,2024-04-30 00:26:02+00:00,2024-04-30 00:28:37+00:00,['BRUSHING'],2024-04-30 00:26:02+00:00,2024-04-30 00:29:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441462.8580945835 6902158.514608356 0, 441467.090275405 6902153.872458922 0, 441459.6916214956 6902161.689667719 0, 441521.621549465 6902098.32483547 0, 441635.6470695923 6902024.362662842 0, 441694.6339577041 6902003.728520745 0)",103621453.0,103621374.0,2024-04-30 00:29:03+00:00,2024-04-30 00:31:38+00:00,['BRUSHING'],2024-04-30 00:29:02+00:00,2024-04-30 00:32:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441694.6339577041 6902003.728520745 0, 441704.8758669781 6902003.99669118 0, 441642.8161516287 6902024.238262807 0, 441497.2039832714 6902116.577733223 0)",103621519.0,103621453.0,2024-04-30 00:32:03+00:00,2024-04-30 00:34:39+00:00,['BRUSHING'],2024-04-30 00:32:02+00:00,2024-04-30 00:35:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441497.2039832714 6902116.577733223 0, 441462.0350874221 6902161.983156451 0, 441463.0228978258 6902167.982996568 0, 441458.8166707796 6902165.15912087 0, 441500.1743666411 6902114.074680999 0, 441651.6645667043 6902019.070556064 0)",103621601.0,103621519.0,2024-04-30 00:35:03+00:00,2024-04-30 00:37:39+00:00,['BRUSHING'],2024-04-30 00:35:02+00:00,2024-04-30 00:38:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441651.6645667043 6902019.070556064 0, 441705.0696148222 6901994.187814544 0, 441730.8738033861 6901998.866272903 0, 441815.6653920171 6901964.861869038 0, 441928.9625664089 6901935.381533858 0)",103621670.0,103621601.0,2024-04-30 00:38:03+00:00,2024-04-30 00:40:40+00:00,['BRUSHING'],2024-04-30 00:38:02+00:00,2024-04-30 00:41:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441928.9625664089 6901935.381533858 0, 441937.6173298653 6901927.989414749 0, 441926.8537018673 6901939.652139919 0, 441770.0244091019 6901982.031408063 0, 441738.6645615541 6902001.62839233 0, 441738.2014687734 6902013.893309914 0, 441745.475191826 6902028.809869759 0, 441780.0405277824 6902065.316307909 0, 441803.3601362944 6902070.595450551 0, 441797.0454737548 6902072.041839649 0, 441805.6538845309 6902080.026994988 0, 441798.2407976649 6902087.063703245 0, 441804.8673121356 6902091.628939155 0)",103621744.0,103621670.0,2024-04-30 00:41:03+00:00,2024-04-30 00:43:40+00:00,['BRUSHING'],2024-04-30 00:41:02+00:00,2024-04-30 00:44:02+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441804.8673121356 6902091.628939155 0, 441759.3545603605 6902053.083286421 0, 441721.3844431575 6902003.042036396 0, 441811.7017985929 6901967.047538364 0, 441825.3106847221 6901954.666661903 0, 441916.4211737667 6901931.363896661 0)",103621818.0,103621744.0,2024-04-30 00:44:03+00:00,2024-04-30 00:46:41+00:00,['BRUSHING'],2024-04-30 00:44:02+00:00,2024-04-30 00:45:22+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (441916.4211737667 6901931.363896661 0, 442026.4877676104 6901901.274124901 0, 442124.1272689493 6901855.57931475 0, 442187.4461098776 6901805.462955631 0, 442267.5281142514 6901708.484048222 0)",103621844.0,103621818.0,2024-04-30 00:45:22+00:00,2024-04-30 00:47:41+00:00,['BRUSHING'],2024-04-30 00:45:22+00:00,2024-04-30 00:46:58+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442267.5281142514 6901708.484048222 0, 442341.8805769347 6901552.883958208 0, 442437.0714785356 6901284.277669989 0)",103621881.0,103621844.0,2024-04-30 00:46:58+00:00,2024-04-30 00:49:41+00:00,['BRUSHING'],2024-04-30 00:46:58+00:00,2024-04-30 00:48:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442437.0714785356 6901284.277669989 0, 442505.7775626782 6901089.222182725 0, 442598.2076568943 6900870.475578854 0)",103621913.0,103621881.0,2024-04-30 00:48:16+00:00,2024-04-30 00:50:42+00:00,['BRUSHING'],2024-04-30 00:48:16+00:00,2024-04-30 00:51:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442598.2076568943 6900870.475578854 0, 442693.4370528111 6900684.108965721 0, 442661.9361086176 6900745.261025736 0, 442674.7784425472 6900720.974321481 0, 442671.8653529527 6900708.655725858 0, 442671.7618507245 6900714.785888572 0, 442695.9236567781 6900677.492519449 0, 442727.3671211156 6900612.887601731 0)",103621994.0,103621913.0,2024-04-30 00:51:16+00:00,2024-04-30 00:53:42+00:00,['BRUSHING'],2024-04-30 00:51:16+00:00,2024-04-30 00:54:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442727.3671211156 6900612.887601731 0, 442767.0545202631 6900498.00138613 0, 442761.2689831001 6900487.960080097 0, 442766.9838518655 6900503.016728365 0, 442789.281290333 6900417.062940731 0, 442767.6319106118 6900498.325842453 0, 442761.6346923674 6900488.065285193 0, 442767.0970212514 6900497.443536606 0, 442768.3184372297 6900486.725931511 0)",103622068.0,103621994.0,2024-04-30 00:54:17+00:00,2024-04-30 00:56:43+00:00,['BRUSHING'],2024-04-30 00:54:16+00:00,2024-04-30 00:57:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442768.3184372297 6900486.725931511 0, 442764.4726492324 6900492.919731558 0, 442757.2394146205 6900483.348755999 0, 442765.3391469563 6900491.902166331 0, 442759.6764891593 6900482.97302635 0, 442763.3866351728 6900487.144084699 0, 442773.5889574391 6900472.596709605 0, 442782.3646908009 6900438.351340613 0, 442773.7329388769 6900432.146866745 0, 442781.9007101515 6900438.582079973 0, 442819.7260474098 6900333.199405389 0, 442815.4621127555 6900293.381604808 0, 442840.4839255371 6900254.40340419 0)",103622138.0,103622068.0,2024-04-30 00:57:16+00:00,2024-04-30 00:59:43+00:00,['BRUSHING'],2024-04-30 00:57:16+00:00,2024-04-30 00:58:46+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442840.4839255371 6900254.40340419 0, 442850.3208869486 6900184.595576779 0, 442849.1546021138 6900100.600760287 0, 442859.4427065906 6900094.074845237 0, 442864.1578111166 6900105.360171197 0, 442863.3267825804 6900185.043308469 0, 442851.5760961096 6900273.825878905 0, 442866.519105183 6900290.397382014 0, 442910.3862923999 6900311.046608399 0)",103622181.0,103622138.0,2024-04-30 00:58:46+00:00,2024-04-30 01:01:43+00:00,['BRUSHING'],2024-04-30 00:58:46+00:00,2024-04-30 01:01:17+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442910.3862923999 6900311.046608399 0, 442854.4006364493 6900336.064631499 0, 442831.6706434076 6900359.961398597 0, 442819.5439011467 6900383.678152644 0, 442789.0257875976 6900490.719419728 0, 442769.8703806005 6900541.297955841 0, 442781.0124661872 6900517.82059047 0, 442766.7032684226 6900550.711548335 0, 442775.5736441953 6900528.164202889 0, 442768.059736188 6900538.765966188 0)",103622245.0,103622181.0,2024-04-30 01:01:17+00:00,2024-04-30 01:03:44+00:00,['BRUSHING'],2024-04-30 01:01:17+00:00,2024-04-30 01:04:17+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442768.059736188 6900538.765966188 0, 442766.3971167477 6900551.051031295 0, 442774.164693247 6900527.85388607 0, 442755.5773682056 6900572.071609483 0, 442761.106470518 6900554.818053642 0, 442753.4773556062 6900564.75325959 0, 442733.5940832519 6900627.489777463 0, 442761.6657207605 6900551.020079239 0, 442750.4351038036 6900575.390424108 0)",103622331.0,103622245.0,2024-04-30 01:04:17+00:00,2024-04-30 01:06:45+00:00,['BRUSHING'],2024-04-30 01:04:17+00:00,2024-04-30 01:07:15+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442750.4351038036 6900575.390424108 0, 442738.8779689315 6900605.003359616 0, 442760.4865901764 6900555.051448112 0, 442739.3953043593 6900614.020012236 0, 442741.9199627772 6900609.631463668 0, 442758.9626035534 6900560.202937008 0, 442744.9093817741 6900602.003673674 0, 442687.7394144917 6900715.85082452 0)",103622403.0,103622331.0,2024-04-30 01:07:16+00:00,2024-04-30 01:09:45+00:00,['BRUSHING'],2024-04-30 01:07:15+00:00,2024-04-30 01:09:16+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442687.7394144917 6900715.85082452 0, 442564.3547565721 6900958.076626003 0, 442504.9290421543 6901118.653047815 0)",103622465.0,103622403.0,2024-04-30 01:09:16+00:00,2024-04-30 01:11:45+00:00,['BRUSHING'],2024-04-30 01:09:16+00:00,2024-04-30 01:11:40+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442504.9290421543 6901118.653047815 0, 442358.2909343622 6901527.866191985 0)",103622520.0,103622465.0,2024-04-30 01:11:40+00:00,2024-04-30 01:13:46+00:00,['BRUSHING'],2024-04-30 01:11:40+00:00,2024-04-30 01:13:51+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442358.2909343622 6901527.866191985 0, 442343.3359421541 6901577.149840569 0, 442281.6116615979 6901708.465207389 0, 442231.5012964625 6901777.406676104 0, 442214.6608742726 6901795.412670535 0, 442207.3491247305 6901793.309773328 0, 442249.7586632009 6901735.97700124 0, 442293.3629688178 6901660.350460613 0)",103622597.0,103622520.0,2024-04-30 01:13:51+00:00,2024-04-30 01:16:46+00:00,['BRUSHING'],2024-04-30 01:13:51+00:00,2024-04-30 01:14:53+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442293.3629688178 6901660.350460613 0, 442331.7809390664 6901573.113732401 0, 442419.3363932155 6901326.14296195 0)",103622622.0,103622597.0,2024-04-30 01:14:53+00:00,2024-04-30 01:17:47+00:00,['BRUSHING'],2024-04-30 01:14:53+00:00,2024-04-30 01:16:19+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442419.3363932155 6901326.14296195 0, 442475.9218784215 6901161.044922313 0, 442486.8026084787 6901143.810778158 0, 442550.3987831887 6900977.925788518 0, 442594.4196572549 6900880.011372724 0)",103622664.0,103622622.0,2024-04-30 01:16:19+00:00,2024-04-30 01:18:47+00:00,['BRUSHING'],2024-04-30 01:16:19+00:00,2024-04-30 01:18:01+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442594.4196572549 6900880.011372724 0, 442650.6461559572 6900766.067136036 0, 442710.5350171218 6900662.42414887 0, 442735.1105726288 6900606.627423774 0, 442721.5985204307 6900634.379461822 0, 442719.6422288051 6900629.398618603 0, 442758.6077436397 6900527.115642939 0)",103622711.0,103622664.0,2024-04-30 01:18:01+00:00,2024-04-30 01:20:47+00:00,['BRUSHING'],2024-04-30 01:18:01+00:00,2024-04-30 01:21:01+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442758.6077436397 6900527.115642939 0, 442766.0764989431 6900498.575146308 0, 442758.4077298532 6900490.905806723 0, 442768.0937401251 6900491.855318463 0, 442756.3314990354 6900488.044064279 0, 442773.1018009003 6900410.318235495 0, 442816.6230721811 6900272.971053936 0)",103622802.0,103622711.0,2024-04-30 01:21:01+00:00,2024-04-30 01:23:48+00:00,['BRUSHING'],2024-04-30 01:21:01+00:00,2024-04-30 01:23:06+00:00,,state-roads,Harja/Väylävirasto,True,False,False
"LINESTRING Z (442816.6230721811 6900272.971053936 0, 442834.461284706 6900205.924287233 0, 442838.9502398145 6900142.669934107 0, 442833.646801395 6900044.705806925 0, 442814.6818949305 6899972.044442588 0, 442820.7417952149 6899961.467522322 0, 442841.5192447429 6899954.094837445 0, 442883.371177874 6899950.710185473 0, 442906.3598425341 6899892.824790879 0)",103622860.0,103622802.0,2024-04-30 01:23:06+00:00,2024-04-30 01:25:48+00:00,['BRUSHING'],2024-04-30 01:23:06+00:00,2024-04-30 01:26:06+00:00,,state-roads,Harja/Väylävirasto,True,False,False
