Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
01.03.2018,Kotkan verkko,Kotka Rauhala,PM10 24h,55
01.03.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,154
01.03.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,62
01.03.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,67
01.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,65
01.03.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,66
01.03.2018,Turun seudun verkko,Raisio Ihala,PM10 24h,52
01.03.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,59
01.03.2018,Kuopion verkko,Siilinjärvi Kuuslahti,PM10 24h,61
01.03.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,72
28.02.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,63
28.02.2018,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,63
23.02.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,58
23.02.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
23.02.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,66
23.02.2018,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,54
22.02.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,30
22.02.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,123
22.02.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,92
22.02.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,64
22.02.2018,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,56
22.02.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,59
22.02.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,91
22.02.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,70
22.02.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,61
22.02.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,96
21.02.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,68
21.02.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,79
21.02.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,59
21.02.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,111
21.02.2018,Turun seudun verkko,Raisio Ihala,PM10 24h,52
21.02.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,55
21.02.2018,Turun seudun verkko,Turku Kauppatori,PM10 24h,51
20.02.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,96
20.02.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,57
19.02.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
19.02.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,62
18.02.2018,Oulun verkko,Oulu keskusta 2,PM2.5 24h,36
17.02.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,65
16.02.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,56
13.01.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,77
12.01.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,81
08.01.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,95
07.01.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,64
28.12.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,55
28.12.2019,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,76
23.12.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,56
17.12.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,59
10.12.2019,Porin verkko,Pori Paanakedonkatu,PM10 24h,104
26.11.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,58
26.11.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM2.5 24h,27
25.11.2019,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,53
25.11.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,117
25.11.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,71
25.11.2019,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,58
25.11.2019,Uudenmaan verkko,Kirkkonummi keskusta,PM10 24h,92
25.11.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,98
25.11.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,128
25.11.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,97
25.11.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,129
25.11.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,131
25.11.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,60
25.11.2019,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,81
25.11.2019,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,61
25.11.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,105
25.11.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,80
24.11.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,53
24.11.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,57
24.11.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,66
24.11.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,84
24.11.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
23.11.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,79
23.11.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,65
23.11.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,79
23.11.2019,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,52
22.11.2019,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,51
15.11.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,61
15.11.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,92
15.11.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,75
15.11.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,102
07.11.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,52
05.11.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,64
30.10.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,61
23.10.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,68
26.08.2019,Tampereen verkko,Tampere Pirkankatu,PM10 24h,60
20.06.2019,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,53
07.06.2019,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,51
07.06.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,58
06.06.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,65
21.05.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
18.05.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,52
17.05.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,54
29.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,54
27.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,63
27.04.2019,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,56
27.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,56
26.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,67
26.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,59
26.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,77
26.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,60
26.04.2019,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,115
26.04.2019,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,51
26.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,79
26.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,66
26.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,70
26.04.2019,Oulun verkko,Oulu Pyykösjärvi,PM10 24h,57
26.04.2019,Raahen verkko,Raahe Lapaluoto,PM10 24h,61
25.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,88
25.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,70
25.04.2019,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM10 24h,61
25.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,70
25.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,75
25.04.2019,Uudenmaan verkko,Kirkkonummi keskusta,PM10 24h,62
25.04.2019,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,60
25.04.2019,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,59
25.04.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,57
25.04.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,62
25.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,81
25.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,89
25.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,85
25.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,56
25.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,59
25.04.2019,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,54
25.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,68
25.04.2019,Porin verkko,Pori Paanakedonkatu,PM10 24h,57
25.04.2019,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,53
25.04.2019,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,61
25.04.2019,Tampereen verkko,Tampere Epila 2,PM10 24h,61
25.04.2019,Tampereen verkko,Tampere Pirkankatu,PM10 24h,66
25.04.2019,Vaasan verkko,Vaasa Vesitorni,PM10 24h,62
25.04.2019,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,70
25.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,72
25.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,52
25.04.2019,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,27
24.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,99
24.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,74
24.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,71
24.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,51
24.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,52
24.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,76
24.04.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,62
24.04.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,52
24.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,75
24.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,82
24.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,54
24.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,52
24.04.2019,Turun seudun verkko,Raisio Ihala,PM10 24h,51
24.04.2019,Tampereen verkko,Tampere Pirkankatu,PM10 24h,56
24.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,58
24.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,53
24.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,56
24.04.2019,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,26
23.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,96
23.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,68
23.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,65
23.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,73
23.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,63
23.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,52
22.04.2019,Turun seudun verkko,Parainen,PM10 24h,59
19.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
19.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,52
18.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,91
18.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,65
18.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
18.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,56
18.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,97
18.04.2019,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,59
18.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,102
18.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,100
18.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,107
18.04.2019,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,69
18.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,92
18.04.2019,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,70
18.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
18.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,56
18.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,74
18.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,71
17.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,87
17.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,72
17.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,57
17.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,55
17.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,79
17.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,76
17.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,60
17.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,136
17.04.2019,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,62
17.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,58
17.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,59
17.04.2019,Tampereen verkko,Tampere Pirkankatu,PM10 24h,90
17.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,78
17.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,85
16.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,67
16.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,64
16.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,60
16.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,54
16.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,86
16.04.2019,Jämsän verkko,Jämsä Seppolantie,PM10 24h,65
16.04.2019,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,58
16.04.2019,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,51
16.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,70
16.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,66
16.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,86
16.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,61
16.04.2019,Tampereen verkko,Tampere Epila 2,PM10 24h,54
16.04.2019,Vaasan verkko,Vaasa Vesitorni,PM10 24h,69
16.04.2019,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,77
16.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,58
16.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,58
16.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,76
16.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,59
15.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,65
15.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,62
15.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,76
15.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,79
15.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,58
15.04.2019,Tampereen verkko,Tampere Epila 2,PM10 24h,57
15.04.2019,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,65
15.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,88
15.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,89
14.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,57
13.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,75
13.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,63
13.04.2019,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,70
13.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,63
13.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,65
12.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,60
12.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,60
12.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,62
12.04.2019,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,57
12.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,77
11.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,66
08.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,84
07.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,71
07.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,70
07.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,64
07.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,86
07.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,51
07.04.2019,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,52
06.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,79
06.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,102
06.04.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,60
06.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,107
06.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,70
06.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,92
06.04.2019,Raahen verkko,Raahe keskusta,PM10 24h,69
05.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,119
05.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,109
05.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,62
05.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,72
05.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,93
05.04.2019,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,86
05.04.2019,Joensuun verkko,Joensuu Koskikatu 1,PM10 24h,57
05.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,70
05.04.2019,Turun seudun verkko,Kaarina Kaarina,PM10 24h,67
05.04.2019,Uudenmaan verkko,Kirkkonummi keskusta,PM10 24h,68
05.04.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,84
05.04.2019,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,90
05.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,59
05.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,97
05.04.2019,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,101
05.04.2019,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,106
05.04.2019,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,76
05.04.2019,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,82
05.04.2019,Turun seudun verkko,Raisio Ihala,PM10 24h,69
05.04.2019,Tampereen verkko,Tampere Epila 2,PM10 24h,75
05.04.2019,Turun seudun verkko,Turku Kauppatori väliaikainen,PM10 24h,60
05.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,68
05.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,80
05.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,79
05.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM2.5 24h,27
04.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,145
04.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,146
04.04.2019,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM10 24h,53
04.04.2019,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,59
04.04.2019,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,72
04.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,80
04.04.2019,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,80
04.04.2019,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,65
04.04.2019,Jämsän verkko,Jämsä Seppolantie,PM10 24h,83
04.04.2019,Uudenmaan verkko,Kirkkonummi keskusta,PM10 24h,72
04.04.2019,Kotkan verkko,Kotka Rauhala,PM10 24h,85
04.04.2019,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,68
04.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,71
04.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,96
04.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,129
04.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,71
04.04.2019,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,73
04.04.2019,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,80
04.04.2019,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,55
04.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,64
04.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM10 24h,75
04.04.2019,Äänekosken verkko,Äänekoski Hiski,PM10 24h,64
04.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM2.5 24h,29
03.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,104
03.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,115
03.04.2019,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,90
03.04.2019,Uudenmaan verkko,Kirkkonummi keskusta,PM10 24h,61
03.04.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,56
03.04.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,59
03.04.2019,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,65
03.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,59
03.04.2019,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,57
03.04.2019,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,76
03.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,61
03.04.2019,Raahen verkko,Raahe keskusta,PM10 24h,61
03.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,56
02.04.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,83
02.04.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,69
02.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,59
02.04.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,66
02.04.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,57
01.04.2019,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,60
01.04.2019,Lahden verkko,Lahti Saimaankatu,PM10 24h,54
01.04.2019,Turun seudun verkko,Parainen,PM10 24h,52
01.04.2019,Varkauden verkko,Varkaus Psaari 2,PM10 24h,60
28.03.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,71
28.03.2019,Turun seudun verkko,Kaarina Kaarina,PM10 24h,63
27.03.2019,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,69
27.03.2019,Helsingin seudun verkko (HSY),Espoo Länsiväylä Friisilä,PM10 24h,142
27.03.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,61
27.03.2019,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,73
27.03.2019,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,59
