Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
14.12.2018,Ålands nätverk/Ahvenanmaan verkko,Mariehamn Österleden,PM10 24h,51
29.11.2018,Raahen verkko,Raahe Lapaluoto,PM10 24h,78
28.11.2018,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,70
28.11.2018,,Hamina Meltti/siirrettävä,PM10 24h,74
28.11.2018,Kotkan verkko,Kotka Rauhala,PM10 24h,51
22.11.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,51
21.11.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
21.11.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,58
21.11.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,82
21.11.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,67
19.11.2018,,Hamina Meltti/siirrettävä,PM10 24h,55
19.11.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,72
19.11.2018,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,52
19.11.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,88
19.11.2018,Kajaanin verkko,Kajaani Keskusta,PM10 24h,100
19.11.2018,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,66
19.11.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,62
19.11.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,117
19.11.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,58
19.11.2018,Oulun verkko,Oulu Pyykösjärvi,PM10 24h,61
19.11.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,95
19.11.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,80
19.11.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,113
19.11.2018,Kuopion verkko,Siilinjärvi Kuuslahti,PM10 24h,77
19.11.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,101
19.11.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,56
19.11.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,117
18.11.2018,Oulun verkko,Oulu Pyykösjärvi,PM10 24h,53
15.11.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,60
14.11.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,62
28.10.2018,Oulun verkko,Oulu Pyykösjärvi,PM10 24h,103
28.10.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,53
15.10.2018,Kajaanin verkko,Kajaani Keskusta,PM10 24h,51
14.10.2018,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,26
14.10.2018,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,26
14.10.2018,Helsingin seudun verkko (HSY),Helsinki Eteläsatama,PM2.5 24h,26
14.10.2018,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM2.5 24h,27
14.10.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,27
14.10.2018,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,29
14.10.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,27
14.10.2018,Ålands nätverk/Ahvenanmaan verkko,Mariehamn Österleden,PM2.5 24h,30
14.10.2018,Tampereen verkko,Tampere Epila 2,PM2.5 24h,26
14.10.2018,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,26
14.10.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,26
13.10.2018,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,27
13.10.2018,Ålands nätverk/Ahvenanmaan verkko,Mariehamn Österleden,PM2.5 24h,29
11.08.2018,Raahen verkko,Raahe keskusta,PM10 24h,64
10.08.2018,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,60
01.08.2018,Tampereen verkko,Tampere Kaleva,PM2.5 24h,27
01.08.2018,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,54
01.08.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,61
25.07.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,52
24.07.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
12.07.2018,Turun seudun verkko,Parainen,PM10 24h,58
14.06.2018,Raahen verkko,Raahe Lapaluoto,PM10 24h,82
25.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,58
23.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
17.05.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,80
17.05.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,57
17.05.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,56
16.05.2018,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,31
16.05.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,79
16.05.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,53
16.05.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,51
16.05.2018,Turun seudun verkko,Parainen,PM10 24h,53
16.05.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,67
15.05.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,63
15.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,79
15.05.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,64
15.05.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,69
15.05.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,53
15.05.2018,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,78
15.05.2018,Turun seudun verkko,Parainen,PM10 24h,65
15.05.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,59
14.05.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,52
14.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,89
14.05.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,62
14.05.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,90
14.05.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,59
14.05.2018,Turun seudun verkko,Parainen,PM10 24h,58
14.05.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,52
14.05.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,55
13.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,68
12.05.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,52
28.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,66
27.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,52
27.04.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,56
26.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,54
24.04.2018,Kajaanin verkko,Kajaani Keskusta,PM10 24h,67
24.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,55
23.04.2018,Kajaanin verkko,Kajaani Keskusta,PM10 24h,59
23.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,150
23.04.2018,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,60
20.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,61
20.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,58
20.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,70
20.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,70
20.04.2018,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,65
20.04.2018,Ålands nätverk/Ahvenanmaan verkko,Mariehamn Österleden,PM10 24h,63
20.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,56
19.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,54
19.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,63
19.04.2018,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,59
19.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,115
19.04.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,87
19.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,60
19.04.2018,Äänekosken verkko,Äänekoski Hiski,PM10 24h,58
18.04.2018,Kuopion verkko,Kuopio Kasarmipuisto,PM10 24h,74
18.04.2018,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,72
18.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,113
18.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,52
18.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,52
18.04.2018,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,53
18.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,118
18.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,79
18.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,54
17.04.2018,Oulun verkko,Oulu keskusta 2,PM10 24h,66
16.04.2018,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,27
16.04.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,74
16.04.2018,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,77
16.04.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,93
16.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,103
16.04.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,80
16.04.2018,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,65
16.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,67
16.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,69
16.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,72
15.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,96
15.04.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,52
15.04.2018,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,55
15.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,62
15.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,103
15.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,73
15.04.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,52
15.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,52
15.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,52
15.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,71
15.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,53
15.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,58
14.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,84
14.04.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,76
14.04.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,93
14.04.2018,Jyväskylän verkko,Jyväskylä Lyseo 2,PM10 24h,56
14.04.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,66
14.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,79
14.04.2018,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,56
14.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,58
14.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,104
14.04.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,52
14.04.2018,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,60
14.04.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,57
14.04.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,83
14.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,100
14.04.2018,Turun seudun verkko,Raisio Ihala,PM10 24h,51
14.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,67
14.04.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,52
14.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,65
14.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,63
14.04.2018,Turun seudun verkko,Turku Kauppatori,PM10 24h,61
14.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,95
14.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,55
14.04.2018,Äänekosken verkko,Äänekoski Hiski,PM10 24h,55
13.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,126
13.04.2018,,Hamina Meltti/siirrettävä,PM10 24h,68
13.04.2018,Harjavallan verkko,Harjavalta Kaleva,PM10 24h,60
13.04.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,60
13.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,52
13.04.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,69
13.04.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,63
13.04.2018,Joensuun verkko,Joensuu Koskikatu 1,PM10 24h,70
13.04.2018,Jyväskylän verkko,Jyväskylä Lyseo 2,PM10 24h,52
13.04.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,89
13.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,129
13.04.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,99
13.04.2018,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,92
13.04.2018,Kotkan verkko,Kotka Rauhala,PM10 24h,51
13.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,115
13.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,51
13.04.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,74
13.04.2018,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,58
13.04.2018,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,55
13.04.2018,Lohjan verkko,Lohja Nahkurintori 2,PM10 24h,54
13.04.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,72
13.04.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,184
13.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,105
13.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,82
13.04.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,128
13.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,92
13.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,90
13.04.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,64
13.04.2018,Vaasan verkko,Vaasa Vesitorni,PM10 24h,54
13.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,120
13.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,69
13.04.2018,Äänekosken verkko,Äänekoski Hiski,PM10 24h,97
12.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,131
12.04.2018,,Hamina Meltti/siirrettävä,PM10 24h,62
12.04.2018,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM10 24h,57
12.04.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,75
12.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,105
12.04.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,70
12.04.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,88
12.04.2018,Joensuun verkko,Joensuu Koskikatu 1,PM10 24h,57
12.04.2018,Jyväskylän verkko,Jyväskylä Lyseo 2,PM10 24h,61
12.04.2018,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,58
12.04.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,142
12.04.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,64
12.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,88
12.04.2018,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,94
12.04.2018,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,73
12.04.2018,Kotkan verkko,Kotka Rauhala,PM10 24h,68
12.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,112
12.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,82
12.04.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,96
12.04.2018,Lohjan verkko,Lohja Nahkurintori 2,PM10 24h,55
12.04.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,96
12.04.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,84
12.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,111
12.04.2018,Turun seudun verkko,Raisio Ihala,PM10 24h,68
12.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,99
12.04.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,93
12.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,114
12.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,131
12.04.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,92
12.04.2018,Turun seudun verkko,Turku Kauppatori,PM10 24h,51
12.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,86
12.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,83
12.04.2018,Äänekosken verkko,Äänekoski Hiski,PM10 24h,149
11.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,118
11.04.2018,,Hamina Meltti/siirrettävä,PM10 24h,56
11.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,51
11.04.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,73
11.04.2018,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,71
11.04.2018,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,61
11.04.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,75
11.04.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,61
11.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,65
11.04.2018,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,54
11.04.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,87
11.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,210
11.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,97
11.04.2018,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,57
11.04.2018,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,92
11.04.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,62
11.04.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,61
11.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,114
11.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,85
11.04.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,75
11.04.2018,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,141
11.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,80
11.04.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,73
11.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,87
11.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,68
11.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,54
11.04.2018,Äänekosken verkko,Äänekoski Hiski,PM10 24h,132
10.04.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,77
10.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,52
10.04.2018,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,64
10.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,107
10.04.2018,Lahden verkko,Lahti Saimaankatu,PM10 24h,75
10.04.2018,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,57
10.04.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,57
10.04.2018,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,63
10.04.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,64
10.04.2018,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,58
10.04.2018,Varkauden verkko,Varkaus Psaari 2,PM10 24h,70
09.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,68
09.04.2018,,Hamina Meltti/siirrettävä,PM10 24h,70
09.04.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,61
09.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,107
09.04.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,53
09.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,60
08.04.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,55
08.04.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,67
08.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,73
08.04.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
04.04.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,52
01.04.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,78
01.04.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,55
31.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,62
31.03.2018,,Hamina Meltti/siirrettävä,PM10 24h,65
31.03.2018,Turun seudun verkko,Kaarina Kaarina,PM10 24h,74
31.03.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,86
31.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,65
31.03.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,77
31.03.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,66
30.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,52
30.03.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,73
30.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,57
30.03.2018,Tampereen verkko,Tampere Epila 2,PM10 24h,59
29.03.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,52
29.03.2018,Tampereen verkko,Tampere Pirkankatu,PM10 24h,60
28.03.2018,,Hamina Meltti/siirrettävä,PM10 24h,51
28.03.2018,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,57
27.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,67
27.03.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,55
27.03.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,57
26.03.2018,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
21.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,70
21.03.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,59
21.03.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,64
18.03.2018,Raahen verkko,Raahe Lapaluoto,PM10 24h,59
06.03.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,63
05.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,73
05.03.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,56
04.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,83
04.03.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,62
04.03.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,69
04.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,70
04.03.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,65
04.03.2018,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,57
03.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,69
03.03.2018,Jämsän verkko,Jämsä Seppolantie,PM10 24h,54
03.03.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,60
03.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,77
03.03.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,70
03.03.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,68
02.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,74
02.03.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,54
02.03.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,51
02.03.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,52
02.03.2018,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,73
02.03.2018,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,100
02.03.2018,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,76
02.03.2018,Porin verkko,Pori Paanakedonkatu,PM10 24h,60
02.03.2018,Turun seudun verkko,Raisio Ihala,PM10 24h,56
02.03.2018,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,57
01.03.2018,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,126
01.03.2018,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,66
01.03.2018,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,55
01.03.2018,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,69
