"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]"
"Jyväskylä Jyskä","2024","5","6","11:00","7.8","1.8"
"Jyväskylä Jyskä","2024","5","6","12:00","6.9","1.7"
"Jyväskylä Jyskä","2024","5","6","13:00","7.3","1.7"
"Jyväskylä Jyskä","2024","5","6","14:00","11.6","2.4"
"Jyväskylä Jyskä","2024","5","6","15:00","7.3","2.2"
"Jyväskylä Jyskä","2024","5","6","16:00","8.4","2.5"
"Jyväskylä Jyskä","2024","5","6","17:00","7","2.3"
"Jyväskylä Jyskä","2024","5","6","18:00","7.8","2.4"
"Jyväskylä Jyskä","2024","5","6","19:00","6.7","2.7"
"Jyväskylä Jyskä","2024","5","6","20:00","10.4","3.1"
"Jyväskylä Jyskä","2024","5","6","21:00","10.4","3.2"
"Jyväskylä Jyskä","2024","5","6","22:00","6.7","2.5"
"Jyväskylä Jyskä","2024","5","6","23:00","3.2","1.8"
"Jyväskylä Jyskä","2024","5","7","00:00","3.5","1.7"
"Jyväskylä Jyskä","2024","5","7","01:00","2.9","1.7"
"Jyväskylä Jyskä","2024","5","7","02:00","3.5","1.9"
"Jyväskylä Jyskä","2024","5","7","03:00","5.3","2.4"
"Jyväskylä Jyskä","2024","5","7","04:00","6.8","2.6"
"Jyväskylä Jyskä","2024","5","7","05:00","14.3","3.5"
"Jyväskylä Jyskä","2024","5","7","06:00","13.1","3.1"
"Jyväskylä Jyskä","2024","5","7","07:00","9.5","2.4"
"Jyväskylä Jyskä","2024","5","7","08:00","10.2","2.5"
"Jyväskylä Jyskä","2024","5","7","09:00","8.7","2.4"
"Jyväskylä Jyskä","2024","5","7","10:00","13.9","2.9"
"Jyväskylä Jyskä","2024","5","7","11:00","7.1","2.1"
"Jyväskylä Jyskä","2024","5","7","12:00","10.1","2.3"
"Jyväskylä Jyskä","2024","5","7","13:00","37","5"
"Jyväskylä Jyskä","2024","5","7","14:00","17","3.4"
"Jyväskylä Jyskä","2024","5","7","15:00","28.4","4"
"Jyväskylä Jyskä","2024","5","7","16:00","7.9","2"
"Jyväskylä Jyskä","2024","5","7","17:00","7.1","2"
"Jyväskylä Jyskä","2024","5","7","18:00","2.7","2"
"Jyväskylä Jyskä","2024","5","7","19:00","4.7","3.9"
"Jyväskylä Jyskä","2024","5","7","20:00","4.8","3.7"
"Jyväskylä Jyskä","2024","5","7","21:00","5.2","4"
"Jyväskylä Jyskä","2024","5","7","22:00","5.6","4.6"
"Jyväskylä Jyskä","2024","5","7","23:00","6.2","5.1"
"Jyväskylä Jyskä","2024","5","8","00:00","6.7","5.3"
"Jyväskylä Jyskä","2024","5","8","01:00","6.9","5.5"
"Jyväskylä Jyskä","2024","5","8","02:00","7.9","5.7"
"Jyväskylä Jyskä","2024","5","8","03:00","8.2","5.5"
"Jyväskylä Jyskä","2024","5","8","04:00","9.2","5.6"
"Jyväskylä Jyskä","2024","5","8","05:00","9.1","4.8"
"Jyväskylä Jyskä","2024","5","8","06:00","9","4.6"
"Jyväskylä Jyskä","2024","5","8","07:00","8.3","4.5"
"Jyväskylä Jyskä","2024","5","8","08:00","10","4.8"
"Jyväskylä Jyskä","2024","5","8","09:00","10.5","4.7"
"Jyväskylä Jyskä","2024","5","8","10:00","10.2","3.9"
"Jyväskylä Jyskä","2024","5","8","11:00","9.8","3.5"
"Jyväskylä Jyskä","2024","5","8","12:00","7.1","2.9"
"Jyväskylä Jyskä","2024","5","8","13:00","8","3.2"
"Jyväskylä Jyskä","2024","5","8","14:00","10.8","3.6"
"Jyväskylä Jyskä","2024","5","8","15:00","12.9","3.4"
"Jyväskylä Jyskä","2024","5","8","16:00","9.7","3.2"
"Jyväskylä Jyskä","2024","5","8","17:00","10.8","3.7"
"Jyväskylä Jyskä","2024","5","8","18:00","11.4","4.1"
"Jyväskylä Jyskä","2024","5","8","19:00","22.8","5.8"
"Jyväskylä Jyskä","2024","5","8","20:00","27.8","9.7"
"Jyväskylä Jyskä","2024","5","8","21:00","62.8","16.1"
"Jyväskylä Jyskä","2024","5","8","22:00","40","9.8"
"Jyväskylä Jyskä","2024","5","8","23:00","12.6","4.8"
"Jyväskylä Jyskä","2024","5","9","00:00","13.9","5.3"
"Jyväskylä Jyskä","2024","5","9","01:00","12.7","5"
"Jyväskylä Jyskä","2024","5","9","02:00","9.6","4.5"
"Jyväskylä Jyskä","2024","5","9","03:00","9","4.4"
"Jyväskylä Jyskä","2024","5","9","04:00","12.2","5.6"
"Jyväskylä Jyskä","2024","5","9","05:00","20.5","8.6"
"Jyväskylä Jyskä","2024","5","9","06:00","15.5","6.2"
"Jyväskylä Jyskä","2024","5","9","07:00","13.1","5.1"
"Jyväskylä Jyskä","2024","5","9","08:00","10.5","4"
"Jyväskylä Jyskä","2024","5","9","09:00","11.4","4.2"
"Jyväskylä Jyskä","2024","5","9","10:00","15.7","4.8"
"Jyväskylä Jyskä","2024","5","9","11:00","14.8","4.8"
"Jyväskylä Jyskä","2024","5","9","12:00","12.4","4.2"
"Jyväskylä Jyskä","2024","5","9","13:00","11.2","3.9"
"Jyväskylä Jyskä","2024","5","9","14:00","9.4","3.3"
"Jyväskylä Jyskä","2024","5","9","15:00","10.4","3.4"
"Jyväskylä Jyskä","2024","5","9","16:00","13","3.6"
"Jyväskylä Jyskä","2024","5","9","17:00","18.3","4.6"
"Jyväskylä Jyskä","2024","5","9","18:00","18","4.7"
"Jyväskylä Jyskä","2024","5","9","19:00","20.7","5.1"
"Jyväskylä Jyskä","2024","5","9","20:00","32.2","7.7"
"Jyväskylä Jyskä","2024","5","9","21:00","11.8","4.4"
"Jyväskylä Jyskä","2024","5","9","22:00","7.4","3.8"
"Jyväskylä Jyskä","2024","5","9","23:00","5.1","3.4"
"Jyväskylä Jyskä","2024","5","10","00:00","5","3.4"
"Jyväskylä Jyskä","2024","5","10","01:00","4.6","3.2"
"Jyväskylä Jyskä","2024","5","10","02:00","5.3","3.3"
"Jyväskylä Jyskä","2024","5","10","03:00","7","4"
"Jyväskylä Jyskä","2024","5","10","04:00","3.3","2.4"
"Jyväskylä Jyskä","2024","5","10","05:00","1.9","1.5"
"Jyväskylä Jyskä","2024","5","10","06:00","1.7","1.4"
"Jyväskylä Jyskä","2024","5","10","07:00","1.7","1.5"
"Jyväskylä Jyskä","2024","5","10","08:00","2.1","1.3"
"Jyväskylä Jyskä","2024","5","10","09:00","2.2","1.2"
"Jyväskylä Jyskä","2024","5","10","10:00","4.2","1"
"Jyväskylä Jyskä","2024","5","10","11:00","6.2","1.1"
"Jyväskylä Jyskä","2024","5","10","12:00","11.1","1.5"
"Jyväskylä Jyskä","2024","5","10","13:00","7.8","1.3"
"Jyväskylä Jyskä","2024","5","10","14:00","7.4","1.2"
"Jyväskylä Jyskä","2024","5","10","15:00","9","1.3"
"Jyväskylä Jyskä","2024","5","10","16:00","8.6","1.4"
"Jyväskylä Jyskä","2024","5","10","17:00","9.8","1.4"
"Jyväskylä Jyskä","2024","5","10","18:00","5.9","1.1"
"Jyväskylä Jyskä","2024","5","10","19:00","6.5","1.5"
"Jyväskylä Jyskä","2024","5","10","20:00","2.4","1.5"
"Jyväskylä Jyskä","2024","5","10","21:00","2.2","1.6"
"Jyväskylä Jyskä","2024","5","10","22:00","2.3","1.5"
"Jyväskylä Jyskä","2024","5","10","23:00","2.5","1.5"
"Jyväskylä Jyskä","2024","5","11","00:00","2.1","1.4"
"Jyväskylä Jyskä","2024","5","11","01:00","1.9","1.2"
"Jyväskylä Jyskä","2024","5","11","02:00","1.5","1"
"Jyväskylä Jyskä","2024","5","11","03:00","1.6","1"
"Jyväskylä Jyskä","2024","5","11","04:00","1.5","0.9"
"Jyväskylä Jyskä","2024","5","11","05:00","1.7","0.8"
"Jyväskylä Jyskä","2024","5","11","06:00","1.6","0.7"
"Jyväskylä Jyskä","2024","5","11","07:00","4","1"
"Jyväskylä Jyskä","2024","5","11","08:00","5","1.1"
"Jyväskylä Jyskä","2024","5","11","09:00","3.9","1"
"Jyväskylä Jyskä","2024","5","11","10:00","5.5","1.2"
"Jyväskylä Jyskä","2024","5","11","11:00","6.1","1.3"
"Jyväskylä Jyskä","2024","5","11","12:00","3.5","1"
"Jyväskylä Jyskä","2024","5","11","13:00","3.8","1.1"
"Jyväskylä Jyskä","2024","5","11","14:00","3.9","1.1"
"Jyväskylä Jyskä","2024","5","11","15:00","4","1.2"
"Jyväskylä Jyskä","2024","5","11","16:00","3.6","1.3"
"Jyväskylä Jyskä","2024","5","11","17:00","4.6","1.5"
"Jyväskylä Jyskä","2024","5","11","18:00","4.2","1.6"
"Jyväskylä Jyskä","2024","5","11","19:00","5.9","1.9"
"Jyväskylä Jyskä","2024","5","11","20:00","5.7","2"
"Jyväskylä Jyskä","2024","5","11","21:00","6","2"
"Jyväskylä Jyskä","2024","5","11","22:00","4.8","2"
"Jyväskylä Jyskä","2024","5","11","23:00","12","3.3"
"Jyväskylä Jyskä","2024","5","12","00:00","10.8","3.1"
"Jyväskylä Jyskä","2024","5","12","01:00","5.7","2.2"
"Jyväskylä Jyskä","2024","5","12","02:00","5.6","2.1"
"Jyväskylä Jyskä","2024","5","12","03:00","12.1","9"
"Jyväskylä Jyskä","2024","5","12","04:00","6.3","3.3"
"Jyväskylä Jyskä","2024","5","12","05:00","5.5","2.2"
"Jyväskylä Jyskä","2024","5","12","06:00","5.6","2.3"
"Jyväskylä Jyskä","2024","5","12","07:00","6","2.4"
"Jyväskylä Jyskä","2024","5","12","08:00","8.2","2.5"
"Jyväskylä Jyskä","2024","5","12","09:00","8.4","2.5"
"Jyväskylä Jyskä","2024","5","12","10:00","9.9","2.6"
"Jyväskylä Jyskä","2024","5","12","11:00","10.5","2.8"
"Jyväskylä Jyskä","2024","5","12","12:00","7.9","2.4"
"Jyväskylä Jyskä","2024","5","12","13:00","8.3","2.5"
"Jyväskylä Jyskä","2024","5","12","14:00","13.1","3.7"
"Jyväskylä Jyskä","2024","5","12","15:00","12.7","3.3"
"Jyväskylä Jyskä","2024","5","12","16:00","17.2","3.9"
"Jyväskylä Jyskä","2024","5","12","17:00","13.1","3.3"
"Jyväskylä Jyskä","2024","5","12","18:00","14.2","3.5"
"Jyväskylä Jyskä","2024","5","12","19:00","10.7","2.7"
"Jyväskylä Jyskä","2024","5","12","20:00","7.4","2.5"
"Jyväskylä Jyskä","2024","5","12","21:00","5.4","2.9"
"Jyväskylä Jyskä","2024","5","12","22:00","6.2","3.4"
"Jyväskylä Jyskä","2024","5","12","23:00","6.2","3.4"
"Jyväskylä Jyskä","2024","5","13","00:00","5.1","3.2"
"Jyväskylä Jyskä","2024","5","13","01:00","7.5","3.6"
"Jyväskylä Jyskä","2024","5","13","02:00","6.1","3.3"
"Jyväskylä Jyskä","2024","5","13","03:00","7.9","3.4"
"Jyväskylä Jyskä","2024","5","13","04:00","21.4","6.1"
"Jyväskylä Jyskä","2024","5","13","05:00","27.4","6.8"
"Jyväskylä Jyskä","2024","5","13","06:00","21.5","6.6"
"Jyväskylä Jyskä","2024","5","13","07:00","19.3","5.9"
"Jyväskylä Jyskä","2024","5","13","08:00","19.4","5.5"
"Jyväskylä Jyskä","2024","5","13","09:00","18.9","4.8"
"Jyväskylä Jyskä","2024","5","13","10:00","16.2","4.2"
"Jyväskylä Jyskä","2024","5","13","11:00","14.9","3.7"
"Jyväskylä Jyskä","2024","5","13","12:00","14.5","3.5"
"Jyväskylä Jyskä","2024","5","13","13:00","30.8","5.1"
"Jyväskylä Jyskä","2024","5","13","14:00","31.1","5"
"Jyväskylä Jyskä","2024","5","13","15:00","13.5","2.9"
"Jyväskylä Jyskä","2024","5","13","16:00","16.8","3.3"
"Jyväskylä Jyskä","2024","5","13","17:00","19.6","3.6"
"Jyväskylä Jyskä","2024","5","13","18:00","20.4","3.6"
"Jyväskylä Jyskä","2024","5","13","19:00","19.9","3.9"
"Jyväskylä Jyskä","2024","5","13","20:00","18.3","3.3"
"Jyväskylä Jyskä","2024","5","13","21:00","21.7","4.3"
"Jyväskylä Jyskä","2024","5","13","22:00","19.6","4.6"
"Jyväskylä Jyskä","2024","5","13","23:00","16.4","3.7"
"Jyväskylä Jyskä","2024","5","14","00:00","9.9","2.8"
"Jyväskylä Jyskä","2024","5","14","01:00","11.5","3.3"
"Jyväskylä Jyskä","2024","5","14","02:00","13.3","3.4"
"Jyväskylä Jyskä","2024","5","14","03:00","8","2.8"
"Jyväskylä Jyskä","2024","5","14","04:00","21.3","4.9"
"Jyväskylä Jyskä","2024","5","14","05:00","26.3","5.6"
"Jyväskylä Jyskä","2024","5","14","06:00","24.1","4.9"
"Jyväskylä Jyskä","2024","5","14","07:00","18.5","4"
"Jyväskylä Jyskä","2024","5","14","08:00","16.5","3.7"
"Jyväskylä Jyskä","2024","5","14","09:00","12.6","3.3"
"Jyväskylä Jyskä","2024","5","14","10:00","15.8","3.6"
"Jyväskylä Jyskä","2024","5","14","11:00","15.1","3.4"
"Jyväskylä Jyskä","2024","5","14","12:00","18.3","3.7"
"Jyväskylä Jyskä","2024","5","14","13:00","18.3","3.8"
"Jyväskylä Jyskä","2024","5","14","14:00","21.8","4.1"
"Jyväskylä Jyskä","2024","5","14","15:00","18.1","3.8"
"Jyväskylä Jyskä","2024","5","14","16:00","19.2","3.8"
"Jyväskylä Jyskä","2024","5","14","17:00","18.4","4"
"Jyväskylä Jyskä","2024","5","14","18:00","19.7","4.6"
"Jyväskylä Jyskä","2024","5","14","19:00","19.2","4.6"
"Jyväskylä Jyskä","2024","5","14","20:00","19.1","5.6"
"Jyväskylä Jyskä","2024","5","14","21:00","21.3","6.3"
"Jyväskylä Jyskä","2024","5","14","22:00","15.3","5.5"
"Jyväskylä Jyskä","2024","5","14","23:00","12.4","5.3"
"Jyväskylä Jyskä","2024","5","15","00:00","13.6","5.6"
"Jyväskylä Jyskä","2024","5","15","01:00","14.2","6.1"
"Jyväskylä Jyskä","2024","5","15","02:00","13.6","6.5"
"Jyväskylä Jyskä","2024","5","15","03:00","17.3","7.2"
"Jyväskylä Jyskä","2024","5","15","04:00","17.5","6.9"
"Jyväskylä Jyskä","2024","5","15","05:00","20.3","6.9"
"Jyväskylä Jyskä","2024","5","15","06:00","22","6.8"
"Jyväskylä Jyskä","2024","5","15","07:00","17.1","6.1"
"Jyväskylä Jyskä","2024","5","15","08:00","18.2","6"
"Jyväskylä Jyskä","2024","5","15","09:00","16.8","5.9"
"Jyväskylä Jyskä","2024","5","15","10:00","18.1","6"
"Jyväskylä Jyskä","2024","5","15","11:00","28.5","7.2"
"Jyväskylä Jyskä","2024","5","15","12:00","23.7","6.6"
"Jyväskylä Jyskä","2024","5","15","13:00","26.9","7"
"Jyväskylä Jyskä","2024","5","15","14:00","29.8","7"
"Jyväskylä Jyskä","2024","5","15","15:00","20.6","5.3"
"Jyväskylä Jyskä","2024","5","15","16:00","19.1","4.3"
"Jyväskylä Jyskä","2024","5","15","17:00","18.2","3.6"
"Jyväskylä Jyskä","2024","5","15","18:00","18.4","2.9"
"Jyväskylä Jyskä","2024","5","15","19:00","21.7","3.5"
"Jyväskylä Jyskä","2024","5","15","20:00","18.8","3"
"Jyväskylä Jyskä","2024","5","15","21:00","29.9","4.5"
"Jyväskylä Jyskä","2024","5","15","22:00","19.7","3.7"
"Jyväskylä Jyskä","2024","5","15","23:00","17.3","3.5"
"Jyväskylä Jyskä","2024","5","16","00:00","10.6","2.8"
"Jyväskylä Jyskä","2024","5","16","01:00","18.6","4"
"Jyväskylä Jyskä","2024","5","16","02:00","17.9","4.5"
"Jyväskylä Jyskä","2024","5","16","03:00","19.5","5"
"Jyväskylä Jyskä","2024","5","16","04:00","26","5.9"
"Jyväskylä Jyskä","2024","5","16","05:00","29.8","6.7"
"Jyväskylä Jyskä","2024","5","16","06:00","25.4","5.8"
"Jyväskylä Jyskä","2024","5","16","07:00","30","6.4"
"Jyväskylä Jyskä","2024","5","16","08:00","23.2","6"
"Jyväskylä Jyskä","2024","5","16","09:00","21.8","6.2"
"Jyväskylä Jyskä","2024","5","16","10:00","25.2","6.8"
"Jyväskylä Jyskä","2024","5","16","11:00","22","6.3"
"Jyväskylä Jyskä","2024","5","16","12:00","19.9","5.8"
"Jyväskylä Jyskä","2024","5","16","13:00","20.2","5.8"
"Jyväskylä Jyskä","2024","5","16","14:00","22.6","6.2"
"Jyväskylä Jyskä","2024","5","16","15:00","20.3","6.2"
"Jyväskylä Jyskä","2024","5","16","16:00","21.4","6.4"
"Jyväskylä Jyskä","2024","5","16","17:00","16.2","5.3"
"Jyväskylä Jyskä","2024","5","16","18:00","11.9","4"
"Jyväskylä Jyskä","2024","5","16","19:00","11.1","3.8"
"Jyväskylä Jyskä","2024","5","16","20:00","9.6","3.5"
"Jyväskylä Jyskä","2024","5","16","21:00","24.3","4.9"
"Jyväskylä Jyskä","2024","5","16","22:00","12","4"
"Jyväskylä Jyskä","2024","5","16","23:00","20.3","4.9"
"Jyväskylä Jyskä","2024","5","17","00:00","14.4","4.4"
"Jyväskylä Jyskä","2024","5","17","01:00","11.4","4.3"
"Jyväskylä Jyskä","2024","5","17","02:00","8.3","4.3"
"Jyväskylä Jyskä","2024","5","17","03:00","12.5","5.2"
"Jyväskylä Jyskä","2024","5","17","04:00","23.8","8.5"
"Jyväskylä Jyskä","2024","5","17","05:00","44","12.2"
"Jyväskylä Jyskä","2024","5","17","06:00","30.5","9.3"
"Jyväskylä Jyskä","2024","5","17","07:00","22.2","6.9"
"Jyväskylä Jyskä","2024","5","17","08:00","14.9","4.6"
"Jyväskylä Jyskä","2024","5","17","09:00","13.6","3.8"
"Jyväskylä Jyskä","2024","5","17","10:00","18.3","5"
"Jyväskylä Jyskä","2024","5","17","11:00","21.9","5.4"
"Jyväskylä Jyskä","2024","5","17","12:00","18.4","4.9"
"Jyväskylä Jyskä","2024","5","17","13:00","15.8","4.6"
"Jyväskylä Jyskä","2024","5","17","14:00","17.4","4.6"
"Jyväskylä Jyskä","2024","5","17","15:00","17","4.6"
"Jyväskylä Jyskä","2024","5","17","16:00","15.6","4.3"
"Jyväskylä Jyskä","2024","5","17","17:00","22.8","5.2"
"Jyväskylä Jyskä","2024","5","17","18:00","55.9","10.2"
"Jyväskylä Jyskä","2024","5","17","19:00","55.8","11.4"
"Jyväskylä Jyskä","2024","5","17","20:00","56.3","12"
"Jyväskylä Jyskä","2024","5","17","21:00","20.8","6.5"
"Jyväskylä Jyskä","2024","5","17","22:00","21.6","6.6"
"Jyväskylä Jyskä","2024","5","17","23:00","18.8","5.8"
"Jyväskylä Jyskä","2024","5","18","00:00","22.2","6.5"
"Jyväskylä Jyskä","2024","5","18","01:00","16.8","6.1"
"Jyväskylä Jyskä","2024","5","18","02:00","15.6","6.9"
"Jyväskylä Jyskä","2024","5","18","03:00","15.8","7.4"
"Jyväskylä Jyskä","2024","5","18","04:00","21.4","9"
"Jyväskylä Jyskä","2024","5","18","05:00","18.8","8.8"
"Jyväskylä Jyskä","2024","5","18","06:00","17.9","9.1"
"Jyväskylä Jyskä","2024","5","18","07:00","17.5","8.6"
"Jyväskylä Jyskä","2024","5","18","08:00","18.4","7.9"
"Jyväskylä Jyskä","2024","5","18","09:00","17.6","6.6"
"Jyväskylä Jyskä","2024","5","18","10:00","15.1","5"
"Jyväskylä Jyskä","2024","5","18","11:00","17.5","4.8"
"Jyväskylä Jyskä","2024","5","18","12:00","16","4.6"
"Jyväskylä Jyskä","2024","5","18","13:00","15.8","4.4"
"Jyväskylä Jyskä","2024","5","18","14:00","15.8","4.2"
"Jyväskylä Jyskä","2024","5","18","15:00","16.7","4.4"
"Jyväskylä Jyskä","2024","5","18","16:00","14.1","4"
"Jyväskylä Jyskä","2024","5","18","17:00","21.9","4.7"
"Jyväskylä Jyskä","2024","5","18","18:00","21.9","4.3"
"Jyväskylä Jyskä","2024","5","18","19:00","107.7","13.6"
"Jyväskylä Jyskä","2024","5","18","20:00","45.3","7.6"
"Jyväskylä Jyskä","2024","5","18","21:00","36.6","7.1"
"Jyväskylä Jyskä","2024","5","18","22:00","14","3.3"
"Jyväskylä Jyskä","2024","5","18","23:00","30.2","5.4"
"Jyväskylä Jyskä","2024","5","19","00:00","18.9","4.3"
"Jyväskylä Jyskä","2024","5","19","01:00","15.9","4.8"
"Jyväskylä Jyskä","2024","5","19","02:00","13.3","4.2"
"Jyväskylä Jyskä","2024","5","19","03:00","12","3.9"
"Jyväskylä Jyskä","2024","5","19","04:00","12.5","4.1"
"Jyväskylä Jyskä","2024","5","19","05:00","11.2","4.4"
"Jyväskylä Jyskä","2024","5","19","06:00","13.1","5"
"Jyväskylä Jyskä","2024","5","19","07:00","14.1","5.7"
"Jyväskylä Jyskä","2024","5","19","08:00","16.3","6.2"
"Jyväskylä Jyskä","2024","5","19","09:00","18.5","6.9"
"Jyväskylä Jyskä","2024","5","19","10:00","21","7.8"
"Jyväskylä Jyskä","2024","5","19","11:00","26.3","9"
"Jyväskylä Jyskä","2024","5","19","12:00","27.7","8.7"
"Jyväskylä Jyskä","2024","5","19","13:00","27.3","8.6"
"Jyväskylä Jyskä","2024","5","19","14:00","27","8.8"
"Jyväskylä Jyskä","2024","5","19","15:00","27.1","8.7"
"Jyväskylä Jyskä","2024","5","19","16:00","30.8","9"
"Jyväskylä Jyskä","2024","5","19","17:00","38","10.3"
"Jyväskylä Jyskä","2024","5","19","18:00","31.1","9.5"
"Jyväskylä Jyskä","2024","5","19","19:00","27.6","8.4"
"Jyväskylä Jyskä","2024","5","19","20:00","12.6","4.9"
"Jyväskylä Jyskä","2024","5","19","21:00","7.1","2.3"
"Jyväskylä Jyskä","2024","5","19","22:00","4.6","1.6"
"Jyväskylä Jyskä","2024","5","19","23:00","4.8","1.6"
"Jyväskylä Jyskä","2024","5","20","00:00","9.3","1.8"
"Jyväskylä Jyskä","2024","5","20","01:00","6.8","1.4"
"Jyväskylä Jyskä","2024","5","20","02:00","3.9","1"
"Jyväskylä Jyskä","2024","5","20","03:00","3.7","0.9"
"Jyväskylä Jyskä","2024","5","20","04:00","4.1","1"
"Jyväskylä Jyskä","2024","5","20","05:00","7.7","1.3"
"Jyväskylä Jyskä","2024","5","20","06:00","10.8","1.5"
"Jyväskylä Jyskä","2024","5","20","07:00","9.3","1.3"
"Jyväskylä Jyskä","2024","5","20","08:00","15","1.9"
"Jyväskylä Jyskä","2024","5","20","09:00","16.6","1.9"
"Jyväskylä Jyskä","2024","5","20","10:00","11.5","1.6"
"Jyväskylä Jyskä","2024","5","20","11:00","9.9","1.5"
"Jyväskylä Jyskä","2024","5","20","12:00","10.7","1.5"
"Jyväskylä Jyskä","2024","5","20","13:00","11.1","1.7"
"Jyväskylä Jyskä","2024","5","20","14:00","9.8","1.6"
"Jyväskylä Jyskä","2024","5","20","15:00","14.5","2.2"
"Jyväskylä Jyskä","2024","5","20","16:00","20.1","2.6"
"Jyväskylä Jyskä","2024","5","20","17:00","10.8","1.9"
"Jyväskylä Jyskä","2024","5","20","18:00","14","2.5"
"Jyväskylä Jyskä","2024","5","20","19:00","7.9","1.8"
"Jyväskylä Jyskä","2024","5","20","20:00","15.1","2.6"
"Jyväskylä Jyskä","2024","5","20","21:00","5.4","1.3"
"Jyväskylä Jyskä","2024","5","20","22:00","18.2","2.7"
"Jyväskylä Jyskä","2024","5","20","23:00","5.5","1.3"
"Jyväskylä Jyskä","2024","5","21","00:00","6.8","1.5"
"Jyväskylä Jyskä","2024","5","21","01:00","3.4","1.2"
"Jyväskylä Jyskä","2024","5","21","02:00","3.6","1.2"
"Jyväskylä Jyskä","2024","5","21","03:00","16.4","2.9"
"Jyväskylä Jyskä","2024","5","21","04:00","367.2","43"
"Jyväskylä Jyskä","2024","5","21","05:00","65.8","9"
"Jyväskylä Jyskä","2024","5","21","06:00","14.4","2.9"
"Jyväskylä Jyskä","2024","5","21","07:00","20.9","3.3"
"Jyväskylä Jyskä","2024","5","21","08:00","24","3.4"
"Jyväskylä Jyskä","2024","5","21","09:00","13.7","2.4"
"Jyväskylä Jyskä","2024","5","21","10:00","23","3.4"
"Jyväskylä Jyskä","2024","5","21","11:00","20.1","3.3"
"Jyväskylä Jyskä","2024","5","21","12:00","16.6","2.8"
"Jyväskylä Jyskä","2024","5","21","13:00","21","3.2"
"Jyväskylä Jyskä","2024","5","21","14:00","15.8","2.8"
"Jyväskylä Jyskä","2024","5","21","15:00","13.2","2.4"
"Jyväskylä Jyskä","2024","5","21","16:00","12.2","2.4"
"Jyväskylä Jyskä","2024","5","21","17:00","19.1","3"
"Jyväskylä Jyskä","2024","5","21","18:00","23.2","3.4"
"Jyväskylä Jyskä","2024","5","21","19:00","54.3","7.5"
"Jyväskylä Jyskä","2024","5","21","20:00","12.9","2.7"
"Jyväskylä Jyskä","2024","5","21","21:00","23.5","4"
"Jyväskylä Jyskä","2024","5","21","22:00","6.6","1.9"
"Jyväskylä Jyskä","2024","5","21","23:00","6.2","1.8"
"Jyväskylä Jyskä","2024","5","22","00:00","6.2","1.9"
"Jyväskylä Jyskä","2024","5","22","01:00","7","2"
"Jyväskylä Jyskä","2024","5","22","02:00","8.2","2.3"
"Jyväskylä Jyskä","2024","5","22","03:00","8.7","2.5"
"Jyväskylä Jyskä","2024","5","22","04:00","26.3","5.2"
"Jyväskylä Jyskä","2024","5","22","05:00","37.3","6.7"
"Jyväskylä Jyskä","2024","5","22","06:00","28.6","5.5"
"Jyväskylä Jyskä","2024","5","22","07:00","24.4","4.1"
"Jyväskylä Jyskä","2024","5","22","08:00","13.6","2.7"
"Jyväskylä Jyskä","2024","5","22","09:00","17.6","2.9"
"Jyväskylä Jyskä","2024","5","22","10:00","12.6","2.4"
"Jyväskylä Jyskä","2024","5","22","11:00","20.2","3.3"
"Jyväskylä Jyskä","2024","5","22","12:00","17.8","3.3"
"Jyväskylä Jyskä","2024","5","22","13:00","14.9","3.2"
"Jyväskylä Jyskä","2024","5","22","14:00","19.7","3.8"
"Jyväskylä Jyskä","2024","5","22","15:00","16.3","3.5"
"Jyväskylä Jyskä","2024","5","22","16:00","18.9","3.9"
"Jyväskylä Jyskä","2024","5","22","17:00","14.3","3.6"
"Jyväskylä Jyskä","2024","5","22","18:00","26","5"
"Jyväskylä Jyskä","2024","5","22","19:00","25.4","5.5"
"Jyväskylä Jyskä","2024","5","22","20:00","35.3","7"
"Jyväskylä Jyskä","2024","5","22","21:00","18.1","5.2"
"Jyväskylä Jyskä","2024","5","22","22:00","13.1","4.4"
"Jyväskylä Jyskä","2024","5","22","23:00","17.6","7.6"
"Jyväskylä Jyskä","2024","5","23","00:00","13.7","4.5"
"Jyväskylä Jyskä","2024","5","23","01:00","9","3.6"
"Jyväskylä Jyskä","2024","5","23","02:00","7.8","3.4"
"Jyväskylä Jyskä","2024","5","23","03:00","17.6","5.7"
"Jyväskylä Jyskä","2024","5","23","04:00","33.6","7.7"
"Jyväskylä Jyskä","2024","5","23","05:00","43.8","7.7"
"Jyväskylä Jyskä","2024","5","23","06:00","25.2","5.4"
"Jyväskylä Jyskä","2024","5","23","07:00","32.5","5.9"
"Jyväskylä Jyskä","2024","5","23","08:00","17.5","4.2"
"Jyväskylä Jyskä","2024","5","23","09:00","15.7","4"
"Jyväskylä Jyskä","2024","5","23","10:00","14.3","3.5"
"Jyväskylä Jyskä","2024","5","23","11:00","16.2","3.7"
"Jyväskylä Jyskä","2024","5","23","12:00","21.6","4.5"
"Jyväskylä Jyskä","2024","5","23","13:00","19.9","4.8"
"Jyväskylä Jyskä","2024","5","23","14:00","18.7","4.7"
"Jyväskylä Jyskä","2024","5","23","15:00","17.2","4.3"
"Jyväskylä Jyskä","2024","5","23","16:00","17.5","4.4"
