"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]"
"Kaarina Kaarina","2024","3","25","09:00","115.4"
"Kaarina Kaarina","2024","3","25","10:00","124.8"
"Kaarina Kaarina","2024","3","25","11:00","130.4"
"Kaarina Kaarina","2024","3","25","12:00","131.9"
"Kaarina Kaarina","2024","3","25","13:00","133.2"
"Kaarina Kaarina","2024","3","25","14:00","133.1"
"Kaarina Kaarina","2024","3","25","15:00","157.1"
"Kaarina Kaarina","2024","3","25","16:00","135.1"
"Kaarina Kaarina","2024","3","25","17:00","104.7"
"Kaarina Kaarina","2024","3","25","18:00","66.1"
"Kaarina Kaarina","2024","3","25","19:00","67.7"
"Kaarina Kaarina","2024","3","25","20:00","68.7"
"Kaarina Kaarina","2024","3","25","21:00","60"
"Kaarina Kaarina","2024","3","25","22:00","47"
"Kaarina Kaarina","2024","3","25","23:00","42.4"
"Kaarina Kaarina","2024","3","26","00:00","29.8"
"Kaarina Kaarina","2024","3","26","01:00","24.2"
"Kaarina Kaarina","2024","3","26","02:00","23"
"Kaarina Kaarina","2024","3","26","03:00","40.8"
"Kaarina Kaarina","2024","3","26","04:00","45.1"
"Kaarina Kaarina","2024","3","26","05:00","36.7"
"Kaarina Kaarina","2024","3","26","06:00","50.2"
"Kaarina Kaarina","2024","3","26","07:00","62.9"
"Kaarina Kaarina","2024","3","26","08:00","66.8"
"Kaarina Kaarina","2024","3","26","09:00","93.3"
"Kaarina Kaarina","2024","3","26","10:00","91.7"
"Kaarina Kaarina","2024","3","26","11:00","67.4"
"Kaarina Kaarina","2024","3","26","12:00","63"
"Kaarina Kaarina","2024","3","26","13:00","58.2"
"Kaarina Kaarina","2024","3","26","14:00","45.4"
"Kaarina Kaarina","2024","3","26","15:00","51.4"
"Kaarina Kaarina","2024","3","26","16:00","41"
"Kaarina Kaarina","2024","3","26","17:00","50"
"Kaarina Kaarina","2024","3","26","18:00","57.3"
"Kaarina Kaarina","2024","3","26","19:00","77.9"
"Kaarina Kaarina","2024","3","26","20:00","133.4"
"Kaarina Kaarina","2024","3","26","21:00","121.6"
"Kaarina Kaarina","2024","3","26","22:00","83.8"
"Kaarina Kaarina","2024","3","26","23:00","52"
"Kaarina Kaarina","2024","3","27","00:00","33.1"
"Kaarina Kaarina","2024","3","27","01:00","26.5"
"Kaarina Kaarina","2024","3","27","02:00","20.2"
"Kaarina Kaarina","2024","3","27","03:00","16.5"
"Kaarina Kaarina","2024","3","27","04:00","13.4"
"Kaarina Kaarina","2024","3","27","05:00","9.8"
"Kaarina Kaarina","2024","3","27","06:00","7.1"
"Kaarina Kaarina","2024","3","27","07:00","10.2"
"Kaarina Kaarina","2024","3","27","08:00","9.2"
"Kaarina Kaarina","2024","3","27","09:00","7.3"
"Kaarina Kaarina","2024","3","27","10:00","5.6"
"Kaarina Kaarina","2024","3","27","11:00","5.2"
"Kaarina Kaarina","2024","3","27","12:00","6.7"
"Kaarina Kaarina","2024","3","27","13:00","5"
"Kaarina Kaarina","2024","3","27","14:00","14.4"
"Kaarina Kaarina","2024","3","27","15:00","14.7"
"Kaarina Kaarina","2024","3","27","16:00","17"
"Kaarina Kaarina","2024","3","27","17:00","19.6"
"Kaarina Kaarina","2024","3","27","18:00","20.7"
"Kaarina Kaarina","2024","3","27","19:00","23.4"
"Kaarina Kaarina","2024","3","27","20:00","28.5"
"Kaarina Kaarina","2024","3","27","21:00","20.5"
"Kaarina Kaarina","2024","3","27","22:00","24.7"
"Kaarina Kaarina","2024","3","27","23:00","19.2"
"Kaarina Kaarina","2024","3","28","00:00","14.9"
"Kaarina Kaarina","2024","3","28","01:00","12.6"
"Kaarina Kaarina","2024","3","28","02:00","9.6"
"Kaarina Kaarina","2024","3","28","03:00","8.7"
"Kaarina Kaarina","2024","3","28","04:00","7.8"
"Kaarina Kaarina","2024","3","28","05:00","14.6"
"Kaarina Kaarina","2024","3","28","06:00","11.7"
"Kaarina Kaarina","2024","3","28","07:00","9.4"
"Kaarina Kaarina","2024","3","28","08:00","10.5"
"Kaarina Kaarina","2024","3","28","09:00","16.1"
"Kaarina Kaarina","2024","3","28","10:00","13.5"
"Kaarina Kaarina","2024","3","28","11:00","17.5"
"Kaarina Kaarina","2024","3","28","12:00","25.9"
"Kaarina Kaarina","2024","3","28","13:00","25.3"
"Kaarina Kaarina","2024","3","28","14:00","31.1"
"Kaarina Kaarina","2024","3","28","15:00","32.3"
"Kaarina Kaarina","2024","3","28","16:00","41.6"
"Kaarina Kaarina","2024","3","28","17:00","53.9"
"Kaarina Kaarina","2024","3","28","18:00","53"
"Kaarina Kaarina","2024","3","28","19:00","46.9"
"Kaarina Kaarina","2024","3","28","20:00","34.6"
"Kaarina Kaarina","2024","3","28","21:00","37.7"
"Kaarina Kaarina","2024","3","28","22:00","28.3"
"Kaarina Kaarina","2024","3","28","23:00","21.8"
"Kaarina Kaarina","2024","3","29","00:00","30.4"
"Kaarina Kaarina","2024","3","29","01:00","27.3"
"Kaarina Kaarina","2024","3","29","02:00","22.2"
"Kaarina Kaarina","2024","3","29","03:00","20.1"
"Kaarina Kaarina","2024","3","29","04:00","17.2"
"Kaarina Kaarina","2024","3","29","05:00","18.3"
"Kaarina Kaarina","2024","3","29","06:00","14.8"
"Kaarina Kaarina","2024","3","29","07:00","16.5"
"Kaarina Kaarina","2024","3","29","08:00","12.7"
"Kaarina Kaarina","2024","3","29","09:00","10.3"
"Kaarina Kaarina","2024","3","29","10:00","9.1"
"Kaarina Kaarina","2024","3","29","11:00","7.9"
"Kaarina Kaarina","2024","3","29","12:00","10.5"
"Kaarina Kaarina","2024","3","29","13:00","12"
"Kaarina Kaarina","2024","3","29","14:00","9.7"
"Kaarina Kaarina","2024","3","29","15:00","9.3"
"Kaarina Kaarina","2024","3","29","16:00","7.5"
"Kaarina Kaarina","2024","3","29","17:00","7.3"
"Kaarina Kaarina","2024","3","29","18:00","6"
"Kaarina Kaarina","2024","3","29","19:00","5.8"
"Kaarina Kaarina","2024","3","29","20:00","5.7"
"Kaarina Kaarina","2024","3","29","21:00","5.8"
"Kaarina Kaarina","2024","3","29","22:00","6.1"
"Kaarina Kaarina","2024","3","29","23:00","6.7"
"Kaarina Kaarina","2024","3","30","00:00","5.4"
"Kaarina Kaarina","2024","3","30","01:00","4.3"
"Kaarina Kaarina","2024","3","30","02:00","3.3"
"Kaarina Kaarina","2024","3","30","03:00","4.7"
"Kaarina Kaarina","2024","3","30","04:00","5.3"
"Kaarina Kaarina","2024","3","30","05:00","5.6"
"Kaarina Kaarina","2024","3","30","06:00","5.2"
"Kaarina Kaarina","2024","3","30","07:00","8"
"Kaarina Kaarina","2024","3","30","08:00","7.8"
"Kaarina Kaarina","2024","3","30","09:00","7.1"
"Kaarina Kaarina","2024","3","30","10:00","7"
"Kaarina Kaarina","2024","3","30","11:00","5.8"
"Kaarina Kaarina","2024","3","30","12:00","5.5"
"Kaarina Kaarina","2024","3","30","13:00","3.9"
"Kaarina Kaarina","2024","3","30","14:00","3.1"
"Kaarina Kaarina","2024","3","30","15:00","2.4"
"Kaarina Kaarina","2024","3","30","16:00","5.1"
"Kaarina Kaarina","2024","3","30","17:00","3.8"
"Kaarina Kaarina","2024","3","30","18:00","13.5"
"Kaarina Kaarina","2024","3","30","19:00","15.3"
"Kaarina Kaarina","2024","3","30","20:00","13"
"Kaarina Kaarina","2024","3","30","21:00","10.5"
"Kaarina Kaarina","2024","3","30","22:00","8.7"
"Kaarina Kaarina","2024","3","30","23:00","7.8"
"Kaarina Kaarina","2024","3","31","00:00","8.7"
"Kaarina Kaarina","2024","3","31","01:00","8.1"
"Kaarina Kaarina","2024","3","31","02:00","7.8"
"Kaarina Kaarina","2024","3","31","03:00","7.3"
"Kaarina Kaarina","2024","3","31","04:00","7.5"
"Kaarina Kaarina","2024","3","31","05:00","7.5"
"Kaarina Kaarina","2024","3","31","06:00","7.5"
"Kaarina Kaarina","2024","3","31","07:00","6.7"
"Kaarina Kaarina","2024","3","31","08:00","4.9"
"Kaarina Kaarina","2024","3","31","09:00","7.1"
"Kaarina Kaarina","2024","3","31","10:00","7.1"
"Kaarina Kaarina","2024","3","31","11:00","5.8"
"Kaarina Kaarina","2024","3","31","12:00","6.1"
"Kaarina Kaarina","2024","3","31","13:00","6.8"
"Kaarina Kaarina","2024","3","31","14:00","5.6"
"Kaarina Kaarina","2024","3","31","15:00","6.2"
"Kaarina Kaarina","2024","3","31","16:00","10.2"
"Kaarina Kaarina","2024","3","31","17:00","9.4"
"Kaarina Kaarina","2024","3","31","18:00","9.1"
"Kaarina Kaarina","2024","3","31","19:00","10.7"
"Kaarina Kaarina","2024","3","31","20:00","8.3"
"Kaarina Kaarina","2024","3","31","21:00","8.7"
"Kaarina Kaarina","2024","3","31","22:00","6.2"
"Kaarina Kaarina","2024","3","31","23:00","12.8"
"Kaarina Kaarina","2024","4","1","00:00","11"
"Kaarina Kaarina","2024","4","1","01:00","14.4"
"Kaarina Kaarina","2024","4","1","02:00","21.9"
"Kaarina Kaarina","2024","4","1","03:00","17.9"
"Kaarina Kaarina","2024","4","1","04:00","14.4"
"Kaarina Kaarina","2024","4","1","05:00","12.4"
"Kaarina Kaarina","2024","4","1","06:00","13.5"
"Kaarina Kaarina","2024","4","1","07:00","9.9"
"Kaarina Kaarina","2024","4","1","08:00","12.3"
"Kaarina Kaarina","2024","4","1","09:00","10.5"
"Kaarina Kaarina","2024","4","1","10:00","7.9"
"Kaarina Kaarina","2024","4","1","11:00","19.5"
"Kaarina Kaarina","2024","4","1","12:00","22.6"
"Kaarina Kaarina","2024","4","1","13:00","26.9"
"Kaarina Kaarina","2024","4","1","14:00","31.7"
"Kaarina Kaarina","2024","4","1","15:00","23.4"
"Kaarina Kaarina","2024","4","1","16:00","19.1"
"Kaarina Kaarina","2024","4","1","17:00","14.5"
"Kaarina Kaarina","2024","4","1","18:00","11.5"
"Kaarina Kaarina","2024","4","1","19:00","17.9"
"Kaarina Kaarina","2024","4","1","20:00","15.6"
"Kaarina Kaarina","2024","4","1","21:00","21"
"Kaarina Kaarina","2024","4","1","22:00","17.1"
"Kaarina Kaarina","2024","4","1","23:00","17.6"
"Kaarina Kaarina","2024","4","2","00:00","15"
"Kaarina Kaarina","2024","4","2","01:00","12.8"
"Kaarina Kaarina","2024","4","2","02:00","9.3"
"Kaarina Kaarina","2024","4","2","03:00","8.5"
"Kaarina Kaarina","2024","4","2","04:00","8.7"
"Kaarina Kaarina","2024","4","2","05:00","7.6"
"Kaarina Kaarina","2024","4","2","06:00","7.5"
"Kaarina Kaarina","2024","4","2","07:00","8.1"
"Kaarina Kaarina","2024","4","2","08:00","8.5"
"Kaarina Kaarina","2024","4","2","09:00","8.1"
"Kaarina Kaarina","2024","4","2","10:00","7.6"
"Kaarina Kaarina","2024","4","2","11:00","5.5"
"Kaarina Kaarina","2024","4","2","12:00","5.7"
"Kaarina Kaarina","2024","4","2","13:00","10.4"
"Kaarina Kaarina","2024","4","2","14:00","16.6"
"Kaarina Kaarina","2024","4","2","15:00","11.7"
"Kaarina Kaarina","2024","4","2","16:00","12"
"Kaarina Kaarina","2024","4","2","17:00","12.1"
"Kaarina Kaarina","2024","4","2","18:00","20.9"
"Kaarina Kaarina","2024","4","2","19:00","17"
"Kaarina Kaarina","2024","4","2","20:00","14.2"
"Kaarina Kaarina","2024","4","2","21:00","12.5"
"Kaarina Kaarina","2024","4","2","22:00","10.7"
"Kaarina Kaarina","2024","4","2","23:00","7.7"
"Kaarina Kaarina","2024","4","3","00:00","7.8"
"Kaarina Kaarina","2024","4","3","01:00","6.2"
"Kaarina Kaarina","2024","4","3","02:00","4.9"
"Kaarina Kaarina","2024","4","3","03:00","4.4"
"Kaarina Kaarina","2024","4","3","04:00","4.1"
"Kaarina Kaarina","2024","4","3","05:00","3"
"Kaarina Kaarina","2024","4","3","06:00","4.5"
"Kaarina Kaarina","2024","4","3","07:00","3.6"
"Kaarina Kaarina","2024","4","3","08:00","2.7"
"Kaarina Kaarina","2024","4","3","09:00","3.2"
"Kaarina Kaarina","2024","4","3","10:00","2.5"
"Kaarina Kaarina","2024","4","3","11:00","4.3"
"Kaarina Kaarina","2024","4","3","12:00","5.7"
"Kaarina Kaarina","2024","4","3","13:00","5.5"
"Kaarina Kaarina","2024","4","3","14:00","6.6"
"Kaarina Kaarina","2024","4","3","15:00","5.5"
"Kaarina Kaarina","2024","4","3","16:00","6.1"
"Kaarina Kaarina","2024","4","3","17:00","7.1"
"Kaarina Kaarina","2024","4","3","18:00","5.2"
"Kaarina Kaarina","2024","4","3","19:00","5.2"
"Kaarina Kaarina","2024","4","3","20:00","5.1"
"Kaarina Kaarina","2024","4","3","21:00","6.3"
"Kaarina Kaarina","2024","4","3","22:00","6.8"
"Kaarina Kaarina","2024","4","3","23:00","6.9"
"Kaarina Kaarina","2024","4","4","00:00","7.7"
"Kaarina Kaarina","2024","4","4","01:00","7.3"
"Kaarina Kaarina","2024","4","4","02:00","5.7"
"Kaarina Kaarina","2024","4","4","03:00","5.9"
"Kaarina Kaarina","2024","4","4","04:00","6.5"
"Kaarina Kaarina","2024","4","4","05:00","7.3"
"Kaarina Kaarina","2024","4","4","06:00","5.9"
"Kaarina Kaarina","2024","4","4","07:00","6.5"
"Kaarina Kaarina","2024","4","4","08:00","17.8"
"Kaarina Kaarina","2024","4","4","09:00","13.2"
"Kaarina Kaarina","2024","4","4","10:00","9.5"
"Kaarina Kaarina","2024","4","4","11:00","12.3"
"Kaarina Kaarina","2024","4","4","12:00","16.7"
"Kaarina Kaarina","2024","4","4","13:00","13.8"
"Kaarina Kaarina","2024","4","4","14:00","22.7"
"Kaarina Kaarina","2024","4","4","15:00","16.5"
"Kaarina Kaarina","2024","4","4","16:00","14"
"Kaarina Kaarina","2024","4","4","17:00","15.8"
"Kaarina Kaarina","2024","4","4","18:00","14.5"
"Kaarina Kaarina","2024","4","4","19:00","18"
"Kaarina Kaarina","2024","4","4","20:00","13.8"
"Kaarina Kaarina","2024","4","4","21:00","13"
"Kaarina Kaarina","2024","4","4","22:00","10.1"
"Kaarina Kaarina","2024","4","4","23:00","9.4"
"Kaarina Kaarina","2024","4","5","00:00","14.4"
"Kaarina Kaarina","2024","4","5","01:00","11.8"
"Kaarina Kaarina","2024","4","5","02:00","9.1"
"Kaarina Kaarina","2024","4","5","03:00","6.6"
"Kaarina Kaarina","2024","4","5","04:00","5.1"
"Kaarina Kaarina","2024","4","5","05:00","6.7"
"Kaarina Kaarina","2024","4","5","06:00","8.2"
"Kaarina Kaarina","2024","4","5","07:00","10.4"
"Kaarina Kaarina","2024","4","5","08:00","18.8"
"Kaarina Kaarina","2024","4","5","09:00","14.1"
"Kaarina Kaarina","2024","4","5","10:00","13.9"
"Kaarina Kaarina","2024","4","5","11:00","15.4"
"Kaarina Kaarina","2024","4","5","12:00","12.8"
"Kaarina Kaarina","2024","4","5","13:00","10.3"
"Kaarina Kaarina","2024","4","5","14:00","8.8"
"Kaarina Kaarina","2024","4","5","15:00","8.7"
"Kaarina Kaarina","2024","4","5","16:00","8.6"
"Kaarina Kaarina","2024","4","5","17:00","7.8"
"Kaarina Kaarina","2024","4","5","18:00","7.2"
"Kaarina Kaarina","2024","4","5","19:00","7.4"
"Kaarina Kaarina","2024","4","5","20:00","11.3"
"Kaarina Kaarina","2024","4","5","21:00","10.5"
"Kaarina Kaarina","2024","4","5","22:00","9.5"
"Kaarina Kaarina","2024","4","5","23:00","8.8"
"Kaarina Kaarina","2024","4","6","00:00","8.3"
"Kaarina Kaarina","2024","4","6","01:00","7.8"
"Kaarina Kaarina","2024","4","6","02:00","6.9"
"Kaarina Kaarina","2024","4","6","03:00","5.9"
"Kaarina Kaarina","2024","4","6","04:00","4.8"
"Kaarina Kaarina","2024","4","6","05:00","4.4"
"Kaarina Kaarina","2024","4","6","06:00","5.5"
"Kaarina Kaarina","2024","4","6","07:00","6"
"Kaarina Kaarina","2024","4","6","08:00","4.9"
"Kaarina Kaarina","2024","4","6","09:00","4.9"
"Kaarina Kaarina","2024","4","6","10:00","5.5"
"Kaarina Kaarina","2024","4","6","11:00","6"
"Kaarina Kaarina","2024","4","6","12:00","5.3"
"Kaarina Kaarina","2024","4","6","13:00","3.8"
"Kaarina Kaarina","2024","4","6","14:00","4.4"
"Kaarina Kaarina","2024","4","6","15:00","4.3"
"Kaarina Kaarina","2024","4","6","16:00","3.8"
"Kaarina Kaarina","2024","4","6","17:00","5.1"
"Kaarina Kaarina","2024","4","6","18:00","5.1"
"Kaarina Kaarina","2024","4","6","19:00","22.9"
"Kaarina Kaarina","2024","4","6","20:00","35.5"
"Kaarina Kaarina","2024","4","6","21:00","43.1"
"Kaarina Kaarina","2024","4","6","22:00","41"
"Kaarina Kaarina","2024","4","6","23:00","50.5"
"Kaarina Kaarina","2024","4","7","00:00","36.4"
"Kaarina Kaarina","2024","4","7","01:00","25.9"
"Kaarina Kaarina","2024","4","7","02:00","20.8"
"Kaarina Kaarina","2024","4","7","03:00","14.7"
"Kaarina Kaarina","2024","4","7","04:00","12.4"
"Kaarina Kaarina","2024","4","7","05:00","10.9"
"Kaarina Kaarina","2024","4","7","06:00","8"
"Kaarina Kaarina","2024","4","7","07:00","6.1"
"Kaarina Kaarina","2024","4","7","08:00","4.8"
"Kaarina Kaarina","2024","4","7","09:00","3.9"
"Kaarina Kaarina","2024","4","7","10:00","12.8"
"Kaarina Kaarina","2024","4","7","11:00","17.8"
"Kaarina Kaarina","2024","4","7","12:00","14.3"
"Kaarina Kaarina","2024","4","7","13:00","11.5"
"Kaarina Kaarina","2024","4","7","14:00","9.4"
"Kaarina Kaarina","2024","4","7","15:00","9.4"
"Kaarina Kaarina","2024","4","7","16:00","17.8"
"Kaarina Kaarina","2024","4","7","17:00","14.7"
"Kaarina Kaarina","2024","4","7","18:00","17.5"
"Kaarina Kaarina","2024","4","7","19:00","23.9"
"Kaarina Kaarina","2024","4","7","20:00","27.6"
"Kaarina Kaarina","2024","4","7","21:00","28.5"
"Kaarina Kaarina","2024","4","7","22:00","20.9"
"Kaarina Kaarina","2024","4","7","23:00","14.6"
"Kaarina Kaarina","2024","4","8","00:00","10.3"
"Kaarina Kaarina","2024","4","8","01:00","7.2"
"Kaarina Kaarina","2024","4","8","02:00","5"
"Kaarina Kaarina","2024","4","8","03:00","3.5"
"Kaarina Kaarina","2024","4","8","04:00","2.5"
"Kaarina Kaarina","2024","4","8","05:00","1.9"
"Kaarina Kaarina","2024","4","8","06:00","3.9"
"Kaarina Kaarina","2024","4","8","07:00","5.4"
"Kaarina Kaarina","2024","4","8","08:00","5.6"
"Kaarina Kaarina","2024","4","8","09:00","4.7"
"Kaarina Kaarina","2024","4","8","10:00","3.3"
"Kaarina Kaarina","2024","4","8","11:00","2.3"
"Kaarina Kaarina","2024","4","8","12:00","1.6"
"Kaarina Kaarina","2024","4","8","13:00","1.1"
"Kaarina Kaarina","2024","4","8","14:00","0.8"
"Kaarina Kaarina","2024","4","8","15:00","1.6"
"Kaarina Kaarina","2024","4","8","16:00","6.5"
"Kaarina Kaarina","2024","4","8","17:00","5.1"
"Kaarina Kaarina","2024","4","8","18:00","5.3"
"Kaarina Kaarina","2024","4","8","19:00","18.1"
"Kaarina Kaarina","2024","4","8","20:00","20.6"
"Kaarina Kaarina","2024","4","8","21:00","25.4"
"Kaarina Kaarina","2024","4","8","22:00","27"
"Kaarina Kaarina","2024","4","8","23:00","27.1"
"Kaarina Kaarina","2024","4","9","00:00","48.8"
"Kaarina Kaarina","2024","4","9","01:00","35.6"
"Kaarina Kaarina","2024","4","9","02:00","25.1"
"Kaarina Kaarina","2024","4","9","03:00","19.4"
"Kaarina Kaarina","2024","4","9","04:00","14.5"
"Kaarina Kaarina","2024","4","9","05:00","11.1"
"Kaarina Kaarina","2024","4","9","06:00","13.6"
"Kaarina Kaarina","2024","4","9","07:00","11"
"Kaarina Kaarina","2024","4","9","08:00","10"
"Kaarina Kaarina","2024","4","9","09:00","7.1"
"Kaarina Kaarina","2024","4","9","10:00","7.8"
"Kaarina Kaarina","2024","4","9","11:00","7.5"
"Kaarina Kaarina","2024","4","9","12:00","6.5"
"Kaarina Kaarina","2024","4","9","13:00","4.5"
"Kaarina Kaarina","2024","4","9","14:00","3.2"
"Kaarina Kaarina","2024","4","9","15:00","2.2"
"Kaarina Kaarina","2024","4","9","16:00","1.9"
"Kaarina Kaarina","2024","4","9","17:00","11.8"
"Kaarina Kaarina","2024","4","9","18:00","24.4"
"Kaarina Kaarina","2024","4","9","19:00","61.4"
"Kaarina Kaarina","2024","4","9","20:00","119.2"
"Kaarina Kaarina","2024","4","9","21:00","114.2"
"Kaarina Kaarina","2024","4","9","22:00","111.2"
"Kaarina Kaarina","2024","4","9","23:00","113.6"
"Kaarina Kaarina","2024","4","10","00:00","84.7"
"Kaarina Kaarina","2024","4","10","01:00","55.2"
"Kaarina Kaarina","2024","4","10","02:00","31.7"
"Kaarina Kaarina","2024","4","10","03:00","22.7"
"Kaarina Kaarina","2024","4","10","04:00","18.7"
"Kaarina Kaarina","2024","4","10","05:00","14.1"
"Kaarina Kaarina","2024","4","10","06:00","12.2"
"Kaarina Kaarina","2024","4","10","07:00","11.7"
"Kaarina Kaarina","2024","4","10","08:00","11.5"
"Kaarina Kaarina","2024","4","10","09:00","9.2"
"Kaarina Kaarina","2024","4","10","10:00","7.2"
"Kaarina Kaarina","2024","4","10","11:00","5.1"
"Kaarina Kaarina","2024","4","10","12:00","6.8"
"Kaarina Kaarina","2024","4","10","13:00","4.8"
"Kaarina Kaarina","2024","4","10","14:00","4.1"
"Kaarina Kaarina","2024","4","10","15:00","5.4"
"Kaarina Kaarina","2024","4","10","16:00","6.1"
"Kaarina Kaarina","2024","4","10","17:00","7.1"
"Kaarina Kaarina","2024","4","10","18:00","6"
"Kaarina Kaarina","2024","4","10","19:00","5.7"
"Kaarina Kaarina","2024","4","10","20:00","6.7"
"Kaarina Kaarina","2024","4","10","21:00","7.3"
"Kaarina Kaarina","2024","4","10","22:00","5.7"
"Kaarina Kaarina","2024","4","10","23:00","7.6"
"Kaarina Kaarina","2024","4","11","00:00","10.5"
"Kaarina Kaarina","2024","4","11","01:00","10.2"
"Kaarina Kaarina","2024","4","11","02:00","9.9"
"Kaarina Kaarina","2024","4","11","03:00","9"
"Kaarina Kaarina","2024","4","11","04:00","8.4"
"Kaarina Kaarina","2024","4","11","05:00","8.4"
"Kaarina Kaarina","2024","4","11","06:00","6.1"
"Kaarina Kaarina","2024","4","11","07:00","5.7"
"Kaarina Kaarina","2024","4","11","08:00","6.3"
"Kaarina Kaarina","2024","4","11","09:00","7.1"
"Kaarina Kaarina","2024","4","11","10:00","7.3"
"Kaarina Kaarina","2024","4","11","11:00","8.4"
"Kaarina Kaarina","2024","4","11","12:00","7.3"
"Kaarina Kaarina","2024","4","11","13:00","7.8"
"Kaarina Kaarina","2024","4","11","14:00","5.8"
"Kaarina Kaarina","2024","4","11","15:00","27.1"
"Kaarina Kaarina","2024","4","11","16:00","47.7"
"Kaarina Kaarina","2024","4","11","17:00","58.5"
"Kaarina Kaarina","2024","4","11","18:00","47.8"
"Kaarina Kaarina","2024","4","11","19:00","383"
"Kaarina Kaarina","2024","4","11","20:00","124.4"
"Kaarina Kaarina","2024","4","11","21:00","38.2"
"Kaarina Kaarina","2024","4","11","22:00","17.2"
"Kaarina Kaarina","2024","4","11","23:00","14.1"
"Kaarina Kaarina","2024","4","12","00:00","8.9"
"Kaarina Kaarina","2024","4","12","01:00","9.8"
"Kaarina Kaarina","2024","4","12","02:00","10.5"
"Kaarina Kaarina","2024","4","12","03:00","7.6"
"Kaarina Kaarina","2024","4","12","04:00","7.3"
"Kaarina Kaarina","2024","4","12","05:00","7.4"
"Kaarina Kaarina","2024","4","12","06:00","5.2"
"Kaarina Kaarina","2024","4","12","07:00","3.6"
"Kaarina Kaarina","2024","4","12","08:00","2.6"
"Kaarina Kaarina","2024","4","12","09:00","1.8"
"Kaarina Kaarina","2024","4","12","10:00","1.3"
"Kaarina Kaarina","2024","4","12","11:00","0.9"
"Kaarina Kaarina","2024","4","12","12:00","0.6"
"Kaarina Kaarina","2024","4","12","13:00","0.4"
"Kaarina Kaarina","2024","4","12","14:00","0.3"
"Kaarina Kaarina","2024","4","12","15:00","0.3"
"Kaarina Kaarina","2024","4","12","16:00","3.8"
"Kaarina Kaarina","2024","4","12","17:00","3"
"Kaarina Kaarina","2024","4","12","18:00","4.3"
"Kaarina Kaarina","2024","4","12","19:00","15.2"
"Kaarina Kaarina","2024","4","12","20:00","11.1"
"Kaarina Kaarina","2024","4","12","21:00","37.3"
"Kaarina Kaarina","2024","4","12","22:00","44.7"
"Kaarina Kaarina","2024","4","12","23:00","44.8"
"Kaarina Kaarina","2024","4","13","00:00","74"
"Kaarina Kaarina","2024","4","13","01:00","47.1"
"Kaarina Kaarina","2024","4","13","02:00","34.2"
"Kaarina Kaarina","2024","4","13","03:00","32.9"
"Kaarina Kaarina","2024","4","13","04:00","52.3"
"Kaarina Kaarina","2024","4","13","05:00","38.8"
"Kaarina Kaarina","2024","4","13","06:00","34.4"
"Kaarina Kaarina","2024","4","13","07:00","26.5"
"Kaarina Kaarina","2024","4","13","08:00","20.6"
"Kaarina Kaarina","2024","4","13","09:00","14.4"
"Kaarina Kaarina","2024","4","13","10:00","10.2"
"Kaarina Kaarina","2024","4","13","11:00","7.1"
"Kaarina Kaarina","2024","4","13","12:00","5"
"Kaarina Kaarina","2024","4","13","13:00","3.5"
"Kaarina Kaarina","2024","4","13","14:00","3.4"
"Kaarina Kaarina","2024","4","13","15:00","5.4"
"Kaarina Kaarina","2024","4","13","16:00","6.4"
"Kaarina Kaarina","2024","4","13","17:00","45.3"
"Kaarina Kaarina","2024","4","13","18:00","38.3"
"Kaarina Kaarina","2024","4","13","19:00","34.3"
"Kaarina Kaarina","2024","4","13","20:00","27.4"
"Kaarina Kaarina","2024","4","13","21:00","22.1"
"Kaarina Kaarina","2024","4","13","22:00","19"
"Kaarina Kaarina","2024","4","13","23:00","17"
"Kaarina Kaarina","2024","4","14","00:00","11.9"
"Kaarina Kaarina","2024","4","14","01:00","8.4"
"Kaarina Kaarina","2024","4","14","02:00","5.9"
"Kaarina Kaarina","2024","4","14","03:00","4.1"
"Kaarina Kaarina","2024","4","14","04:00","2.9"
"Kaarina Kaarina","2024","4","14","05:00","2"
"Kaarina Kaarina","2024","4","14","06:00","2.6"
"Kaarina Kaarina","2024","4","14","07:00","4.3"
"Kaarina Kaarina","2024","4","14","08:00","5.9"
"Kaarina Kaarina","2024","4","14","09:00","4.9"
"Kaarina Kaarina","2024","4","14","10:00","4.3"
"Kaarina Kaarina","2024","4","14","11:00","4.6"
"Kaarina Kaarina","2024","4","14","12:00","3.5"
"Kaarina Kaarina","2024","4","14","13:00","5.3"
"Kaarina Kaarina","2024","4","14","14:00","3.7"
"Kaarina Kaarina","2024","4","14","15:00","2.6"
"Kaarina Kaarina","2024","4","14","16:00","2.2"
"Kaarina Kaarina","2024","4","14","17:00","3.1"
"Kaarina Kaarina","2024","4","14","18:00","5.3"
"Kaarina Kaarina","2024","4","14","19:00","3.9"
"Kaarina Kaarina","2024","4","14","20:00","3.9"
"Kaarina Kaarina","2024","4","14","21:00","3.5"
"Kaarina Kaarina","2024","4","14","22:00","4"
"Kaarina Kaarina","2024","4","14","23:00","3.7"
"Kaarina Kaarina","2024","4","15","00:00","12.9"
"Kaarina Kaarina","2024","4","15","01:00","10.4"
"Kaarina Kaarina","2024","4","15","02:00","14.6"
"Kaarina Kaarina","2024","4","15","03:00","10.3"
"Kaarina Kaarina","2024","4","15","04:00","7.2"
